"","date","timestamp","url","time_tbd","date_tbd","status","announce_date","score","datetime_utc","type","visible_until_utc","title","popularity","short_title","id","datetime_tbd","description","is_open","created_at","datetime_local","general_admission","visible_listing_count","median_price","lowest_price","listing_count","lowest_price_good_deals","highest_price","average_price","created_at_accessMethod","method_accessMethod","employee_only_accessMethod","url_venue","country","display_location","name","state","slug","postal_code","name_v2","timezone","score_venue","popularity_venue","extended_address","id_venue","has_upcoming_events","city","address","num_upcoming_events","lon","lat","created_at_AccessMethod","method_AccessMethod","employee_only_AccessMethod"
"192","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/rams-at-bears-tickets/12-9-2018-chicago-illinois-soldier-field/nfl/4347003",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.905,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","Los Angeles Rams at Chicago Bears",0.834,"Rams at Bears",4347003,FALSE,"",FALSE,"2018-04-20T00:47:32","2018-12-09T12:00:00",NA,NA,NA,96,256,96,2233,260.49,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","US","Chicago, IL","Soldier Field","IL","soldier-field","60605","Soldier Field","America/Chicago",0.940013,0,"Chicago, IL 60605",31,TRUE,"Chicago","1410 S. Museum Campus Drive",12,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"193","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/patriots-at-dolphins-tickets/12-9-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347086",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.959,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","New England Patriots at Miami Dolphins",0.864,"Patriots at Dolphins",4347086,FALSE,"",FALSE,"2018-04-20T00:47:48","2018-12-09T13:00:00",NA,NA,NA,201,133,201,1138,389.21,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/hard-rock-stadium/tickets","US","Miami Gardens, FL","Hard Rock Stadium","FL","hard-rock-stadium","33056","Hard Rock Stadium","America/New_York",0.8378203,0,"Miami Gardens, FL 33056",29,TRUE,"Miami Gardens","347 Don Shula Dr.",38,-80.24,25.96,"2017-10-03T18:58:44Z","NONE",FALSE
"194","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/colts-at-texans-tickets/12-9-2018-houston-texas-nrg-stadium/nfl/4347014",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.919,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","Indianapolis Colts at Houston Texans",0.838,"Colts at Texans",4347014,FALSE,"",FALSE,"2018-04-20T00:47:35","2018-12-09T12:00:00",NA,NA,NA,45,605,45,2226,188.14,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/nrg-stadium/tickets","US","Houston, TX","NRG Stadium","TX","nrg-stadium","77054","NRG Stadium","America/Chicago",0.8624192,0,"Houston, TX 77054",41,TRUE,"Houston","1 Reliant Park",46,-95.4107,29.6847,"2015-11-04T18:42:27Z","QRCODE_TM",FALSE
"195","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/giants-at-redskins-tickets/12-9-2018-landover-maryland-fedex-field/nfl/4346935",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.969,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","New York Giants at Washington Redskins",0.875,"Giants at Redskins",4346935,FALSE,"",FALSE,"2018-04-20T00:47:17","2018-12-09T13:00:00",NA,NA,NA,97,634,97,1187,230.87,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/fedex-field/tickets","US","Landover, MD","FedEx Field","MD","fedex-field","20785","FedEx Field","America/New_York",0.9333444,0,"Landover, MD 20785",35,TRUE,"Landover","1600 Fedex Way",8,-76.8658,38.9071,"2015-09-12T14:13:58Z","QRCODE_TM",FALSE
"196","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/falcons-at-packers-tickets/12-9-2018-green-bay-wisconsin-lambeau-field/nfl/4346910",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.914,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","Atlanta Falcons at Green Bay Packers",0.838,"Falcons at Packers",4346910,FALSE,"",FALSE,"2018-04-20T00:47:13","2018-12-09T12:00:00",NA,NA,NA,153,473,153,672,272.82,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/lambeau-field/tickets","US","Green Bay, WI","Lambeau Field","WI","lambeau-field","54304","Lambeau Field","America/Chicago",0.92909414,0,"Green Bay, WI 54304",1125,TRUE,"Green Bay","1265 Lombardi Avenue",7,-88.0622,44.5013,"2015-09-02T22:43:34Z","QRCODE_TM",FALSE
"197","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/ravens-at-chiefs-tickets/12-9-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346979",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.902,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","Baltimore Ravens at Kansas City Chiefs",0.83,"Ravens at Chiefs",4346979,FALSE,"",FALSE,"2018-04-20T00:47:27","2018-12-09T12:00:00",NA,NA,NA,37,954,37,811,135.22,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","US","Kansas City, MO","Arrowhead Stadium","MO","arrowhead-stadium","64129","Arrowhead Stadium","America/Chicago",0.8827867,0,"Kansas City, MO 64129",1128,TRUE,"Kansas City","1 Arrowhead Drive",9,-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"198","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/jets-at-bills-tickets/12-9-2018-orchard-park-new-york-new-era-field/nfl/4347059",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.873,"2018-12-09T18:00:00","nfl","2018-12-09T22:00:00","New York Jets at Buffalo Bills",0.808,"Jets at Bills",4347059,FALSE,"",FALSE,"2018-04-20T00:47:43","2018-12-09T13:00:00",NA,NA,NA,29,1119,29,636,96.17,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/new-era-field/tickets","US","Orchard Park, NY","New Era Field","NY","new-era-field","14127","New Era Field","America/New_York",0.8815085,0,"Orchard Park, NY 14127",1135,TRUE,"Orchard Park","1 Bills Drive",8,-78.7874,42.7737,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"199","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bengals-at-chargers-tickets/12-9-2018-carson-california-stubhub-center/nfl/4347107",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.925,"2018-12-09T21:05:00","nfl","2018-12-10T01:05:00","Cincinnati Bengals at Los Angeles Chargers",0.838,"Bengals at Chargers",4347107,FALSE,"",FALSE,"2018-04-20T00:47:52","2018-12-09T13:05:00",NA,NA,NA,112,523,112,581,208.49,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/stubhub-center/tickets","US","Carson, CA","StubHub Center","CA","stubhub-center","90746","StubHub Center","America/Los_Angeles",0.7228164,0,"Carson, CA 90746",52,TRUE,"Carson","18400 Avalon Blvd",13,-118.261,33.8643,NA,NA,NA
"200","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/broncos-at-49ers-tickets/12-9-2018-santa-clara-california-levi-s-stadium/nfl/4347114",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.947,"2018-12-09T21:05:00","nfl","2018-12-10T01:05:00","Denver Broncos at San Francisco 49ers",0.865,"Broncos at 49ers",4347114,FALSE,"",FALSE,"2018-04-20T00:47:53","2018-12-09T13:05:00",NA,NA,NA,93,1048,93,2989,239.59,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/levi-s-stadium/tickets","US","Santa Clara, CA","Levi's Stadium","CA","levi-s-stadium","95054","Levi's Stadium","America/Los_Angeles",0.95768774,0,"Santa Clara, CA 95054",58670,TRUE,"Santa Clara","4900 Marie P DeBartolo Way",13,-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"201","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/lions-at-cardinals-tickets/12-9-2018-glendale-arizona-state-farm-stadium/nfl/4347099",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.903,"2018-12-09T21:25:00","nfl","2018-12-10T01:25:00","Detroit Lions at Arizona Cardinals",0.835,"Lions at Cardinals",4347099,FALSE,"",FALSE,"2018-04-20T00:47:51","2018-12-09T14:25:00",NA,1291,99,32,944,32,614,118.96928,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/state-farm-stadium/tickets","US","Glendale, AZ","State Farm Stadium","AZ","state-farm-stadium","85305","State Farm Stadium","America/Phoenix",0.93402725,0,"Glendale, AZ 85305",43,TRUE,"Glendale","1 Cardinals Drive",10,-112.262,33.5294,"2015-12-21T17:26:05Z","NONE",FALSE
"202","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/eagles-at-cowboys-tickets/12-9-2018-arlington-texas-at-t-stadium/nfl/4327919",FALSE,FALSE,"normal","2018-04-05T00:00:00",0.993,"2018-12-09T21:25:00","nfl","2018-12-10T01:25:00","Philadelphia Eagles at Dallas Cowboys",0.894,"Eagles at Cowboys",4327919,FALSE,"",TRUE,"2018-04-05T23:08:46","2018-12-09T15:25:00",NA,NA,NA,51,2885,51,4309,471.54,"2018-04-17T22:02:33Z","QRCODE",FALSE,"https://seatgeek.com/venues/at-t-stadium/tickets","US","Arlington, TX","AT&T Stadium","TX","at-t-stadium","76011","AT&T Stadium","America/Chicago",0.9751414,0,"Arlington, TX 76011",4965,TRUE,"Arlington","1 AT&T Way",23,-97.0957,32.7459,"2018-04-17T22:02:33Z","QRCODE",FALSE
"203","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/steelers-at-raiders-tickets/12-9-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347151",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.927,"2018-12-10T01:20:00","nfl","2018-12-10T05:20:00","Pittsburgh Steelers at Oakland Raiders",0.846,"Steelers at Raiders",4347151,FALSE,"",FALSE,"2018-04-20T01:04:24","2018-12-09T17:20:00",NA,NA,NA,212,469,212,1426,424.79,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","US","Oakland, CA","Oakland-Alameda County Coliseum","CA","oakland-alameda-county-coliseum","94621","Oakland-Alameda County Coliseum","America/Los_Angeles",0.7817843,0,"Oakland, CA 94621",14,TRUE,"Oakland","7000 Coliseum Way",26,-122.201,37.7469,"2015-06-24T00:00:00Z","PDF417",FALSE
"204","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/vikings-at-seahawks-tickets/12-10-2018-seattle-washington-centurylink-field/nfl/4347123",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.941,"2018-12-11T01:15:00","nfl","2018-12-11T05:15:00","Minnesota Vikings at Seattle Seahawks",0.856,"Vikings at Seahawks",4347123,FALSE,"",FALSE,"2018-04-20T00:47:55","2018-12-10T17:15:00",NA,NA,NA,125,378,125,1597,395.13,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/centurylink-field/tickets","US","Seattle, WA","CenturyLink Field","WA","centurylink-field","98134","CenturyLink Field","America/Los_Angeles",0.87232786,0,"Seattle, WA 98134",339,TRUE,"Seattle","800 Occidental Ave S",18,-122.33,47.6,"2018-03-02T22:54:54Z","QRCODE",FALSE
"205","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/chargers-at-chiefs-tickets/12-13-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346978",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.899,"2018-12-14T01:20:00","nfl","2018-12-14T05:20:00","Los Angeles Chargers at Kansas City Chiefs",0.818,"Chargers at Chiefs",4346978,FALSE,"",FALSE,"2018-04-20T00:47:26","2018-12-13T19:20:00",NA,NA,NA,37,847,37,700,145.18,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/arrowhead-stadium/tickets","US","Kansas City, MO","Arrowhead Stadium","MO","arrowhead-stadium","64129","Arrowhead Stadium","America/Chicago",0.8827867,0,"Kansas City, MO 64129",1128,TRUE,"Kansas City","1 Arrowhead Drive",9,-94.4839,39.0489,"2015-08-20T16:20:51Z","QRCODE_TM",FALSE
"206","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/texans-at-jets-tickets/12-15-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347015",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.939,"2018-12-15T21:30:00","nfl","2018-12-16T01:30:00","Houston Texans at New York Jets",0.853,"Texans at Jets",4347015,FALSE,"",FALSE,"2018-04-20T00:47:35","2018-12-15T16:30:00",NA,NA,NA,29,1197,29,918,134.92,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"207","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/browns-at-broncos-tickets/12-15-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347135",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.879,"2018-12-15T21:30:00","nfl","2018-12-16T01:30:00","Cleveland Browns at Denver Broncos",0.813,"Browns at Broncos",4347135,FALSE,"",FALSE,"2018-04-20T01:04:04","2018-12-15T14:30:00",NA,NA,NA,99,171,99,1089,258.35,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","US","Denver, CO","Sports Authority Field at Mile High","CO","sports-authority-field-at-mile-high","80204","Sports Authority Field at Mile High","America/Denver",0.9028296,0,"Denver, CO 80204",1131,TRUE,"Denver","1701 Bryant St.",7,-105.02,39.74,"2015-08-07T18:39:02Z","QRCODE_TM",FALSE
"208","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cardinals-at-falcons-tickets/12-16-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347047",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.894,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Arizona Cardinals at Atlanta Falcons",0.83,"Cardinals at Falcons",4347047,FALSE,"",FALSE,"2018-04-20T00:47:41","2018-12-16T13:00:00",NA,1281,167,68,1057,62,1194,196.46452,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","US","Atlanta, GA","Mercedes-Benz Stadium","GA","mercedes-benz-stadium","30313","Mercedes-Benz Stadium","America/New_York",0.76958936,0,"Atlanta, GA 30313",419590,TRUE,"Atlanta","441 M.L.K. Jr Dr NW",19,-84.4,33.76,"2018-08-23T20:14:46Z","QRCODE",FALSE
"209","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/cowboys-at-colts-tickets/12-16-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346955",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.948,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Dallas Cowboys at Indianapolis Colts",0.868,"Cowboys at Colts",4346955,FALSE,"",FALSE,"2018-04-20T00:47:20","2018-12-16T13:00:00",NA,561,211,104,490,104,1979,278.4898,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/lucas-oil-stadium/tickets","US","Indianapolis, IN","Lucas Oil Stadium","IN","lucas-oil-stadium","46225","Lucas Oil Stadium","America/Indiana/Indianapolis",0.9071682,0,"Indianapolis, IN 46225",1130,TRUE,"Indianapolis","500 South Capitol Avenue",13,-86.1639,39.7601,"2015-08-22T16:51:43Z","QRCODE_TM",FALSE
"210","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/packers-at-bears-tickets/12-16-2018-chicago-illinois-soldier-field/nfl/4347002",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.976,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Green Bay Packers at Chicago Bears",0.885,"Packers at Bears",4347002,FALSE,"",FALSE,"2018-04-20T00:47:32","2018-12-16T12:00:00",NA,NA,NA,153,202,169,2225,404.64,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/soldier-field/tickets","US","Chicago, IL","Soldier Field","IL","soldier-field","60605","Soldier Field","America/Chicago",0.940013,0,"Chicago, IL 60605",31,TRUE,"Chicago","1410 S. Museum Campus Drive",12,-87.6159,41.8623,"2018-06-02T00:44:08Z","NONE",FALSE
"211","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/lions-at-bills-tickets/12-16-2018-orchard-park-new-york-new-era-field/nfl/4347057",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.874,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Detroit Lions at Buffalo Bills",0.8,"Lions at Bills",4347057,FALSE,"",FALSE,"2018-04-20T00:47:43","2018-12-16T13:00:00",NA,NA,NA,25,1113,25,9541,97.61,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/new-era-field/tickets","US","Orchard Park, NY","New Era Field","NY","new-era-field","14127","New Era Field","America/New_York",0.8815085,0,"Orchard Park, NY 14127",1135,TRUE,"Orchard Park","1 Bills Drive",8,-78.7874,42.7737,"2015-08-12T16:52:53Z","QRCODE_TM",FALSE
"212","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/buccaneers-at-ravens-tickets/12-16-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347066",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.865,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Tampa Bay Buccaneers at Baltimore Ravens",0.795,"Buccaneers at Ravens",4347066,FALSE,"",FALSE,"2018-04-20T00:47:44","2018-12-16T13:00:00",NA,NA,NA,39,637,39,607,136.25,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","US","Baltimore, MD","M&T Bank Stadium","MD","m-t-bank-stadium","21230","M&T Bank Stadium","America/New_York",0.8927189,0,"Baltimore, MD 21230",1121,TRUE,"Baltimore","1101 Russell St",8,-76.623,39.2774,"2015-08-04T00:00:00Z","QRCODE_TM",FALSE
"213","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/dolphins-at-vikings-tickets/12-16-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347144",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.931,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Miami Dolphins at Minnesota Vikings",0.857,"Dolphins at Vikings",4347144,FALSE,"",FALSE,"2018-04-20T01:04:05","2018-12-16T12:00:00",NA,1044,193,98,703,98,1627,229.41394,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/u-s-bank-stadium/tickets","US","Minneapolis, MN","U.S. Bank Stadium","MN","u-s-bank-stadium","55415","U.S. Bank Stadium","America/Chicago",0.88524246,0,"Minneapolis, MN 55415",218451,TRUE,"Minneapolis","401 Chicago Avenue",13,-93.26,44.97,"2018-08-22T15:34:15Z","NONE",FALSE
"214","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/redskins-at-jaguars-tickets/12-16-2018-jacksonville-florida-everbank-field/nfl/4346945",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.85,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Washington Redskins at Jacksonville Jaguars",0.777,"Redskins at Jaguars",4346945,FALSE,"",FALSE,"2018-04-20T00:47:18","2018-12-16T13:00:00",NA,NA,NA,62,688,69,655,162.15,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/everbank-field/tickets","US","Jacksonville, FL","EverBank Field","FL","everbank-field","32202","EverBank Field","America/New_York",0.83759147,0,"Jacksonville, FL 32202",5178,TRUE,"Jacksonville","1 Everbank Field Dr",10,-81.6373,30.3239,"2015-10-17T20:03:42Z","QRCODE_TM",FALSE
"215","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/titans-at-giants-tickets/12-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346988",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.925,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Tennessee Titans at New York Giants",0.835,"Titans at Giants",4346988,FALSE,"",FALSE,"2018-04-20T00:47:29","2018-12-16T13:00:00",NA,NA,NA,82,811,82,1488,224.85,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/metlife-stadium/tickets","US","East Rutherford, NJ","MetLife Stadium","NJ","metlife-stadium","07073","MetLife Stadium","America/New_York",0.94873494,0,"East Rutherford, NJ 07073",1587,TRUE,"East Rutherford","1 MetLife Stadium Drive",18,-74.0737,40.8142,"2015-09-12T14:14:07Z","QRCODE_TM",FALSE
"216","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/raiders-at-bengals-tickets/12-16-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347037",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.889,"2018-12-16T18:00:00","nfl","2018-12-16T22:00:00","Oakland Raiders at Cincinnati Bengals",0.812,"Raiders at Bengals",4347037,FALSE,"",FALSE,"2018-04-20T00:47:39","2018-12-16T13:00:00",NA,NA,NA,53,627,53,11956,140.81,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/paul-brown-stadium/tickets","US","Cincinnati, OH","Paul Brown Stadium","OH","paul-brown-stadium","45202","Paul Brown Stadium","America/New_York",0.86166537,0,"Cincinnati, OH 45202",1124,TRUE,"Cincinnati","1 Paul Brown Stadium",8,-84.5177,39.0961,"2015-10-09T16:14:37Z","QRCODE_TM",FALSE
"217","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/seahawks-at-49ers-tickets/12-16-2018-santa-clara-california-levi-s-stadium/nfl/4347122",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.938,"2018-12-16T21:05:00","nfl","2018-12-17T01:05:00","Seattle Seahawks at San Francisco 49ers",0.853,"Seahawks at 49ers",4347122,FALSE,"",FALSE,"2018-04-20T00:47:55","2018-12-16T13:05:00",NA,NA,NA,97,1124,97,2989,229.12,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/levi-s-stadium/tickets","US","Santa Clara, CA","Levi's Stadium","CA","levi-s-stadium","95054","Levi's Stadium","America/Los_Angeles",0.95768774,0,"Santa Clara, CA 95054",58670,TRUE,"Santa Clara","4900 Marie P DeBartolo Way",13,-121.969,37.4023,"2015-07-10T00:00:00Z","QRCODE_TM",FALSE
"218","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/patriots-at-steelers-tickets/12-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347077",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.975,"2018-12-16T21:25:00","nfl","2018-12-17T01:25:00","New England Patriots at Pittsburgh Steelers",0.876,"Patriots at Steelers",4347077,FALSE,"",FALSE,"2018-04-20T00:47:46","2018-12-16T16:25:00",NA,NA,NA,213,675,213,1510,437.22,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/heinz-field/tickets","US","Pittsburgh, PA","Heinz Field","PA","heinz-field","15212","Heinz Field","America/New_York",0.9033526,0,"Pittsburgh, PA 15212",1119,TRUE,"Pittsburgh","100 Art Rooney Avenue",12,-80.0158,40.4468,"2015-12-08T15:36:23Z","QRCODE_TM",FALSE
"219","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/eagles-at-rams-tickets/12-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346919",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.929,"2018-12-17T01:20:00","nfl","2018-12-17T05:20:00","Philadelphia Eagles at Los Angeles Rams",0.843,"Eagles at Rams",4346919,FALSE,"",FALSE,"2018-04-20T00:47:14","2018-12-16T17:20:00",NA,NA,NA,118,871,118,1939,323.08,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","US","Los Angeles, CA","Los Angeles Memorial Coliseum","CA","los-angeles-memorial-coliseum-1","90037","Los Angeles Memorial Coliseum","America/Los_Angeles",0.86898464,0,"Los Angeles, CA 90037",51012,TRUE,"Los Angeles","3911 S Figueroa St",12,-118.288,34.0138,"2018-08-23T17:59:28Z","QRCODE",FALSE
"220","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/saints-at-panthers-tickets/12-17-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347035",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.919,"2018-12-18T01:15:00","nfl","2018-12-18T05:15:00","New Orleans Saints at Carolina Panthers",0.828,"Saints at Panthers",4347035,FALSE,"",FALSE,"2018-04-20T00:47:38","2018-12-17T20:15:00",NA,NA,NA,78,542,82,1422,220.88,"2018-08-24T21:53:42Z","QRCODE",FALSE,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","US","Charlotte, NC","Bank of America Stadium","NC","bank-of-america-stadium","28202","Bank of America Stadium","America/New_York",0.8968222,0,"Charlotte, NC 28202",1122,TRUE,"Charlotte","800 South Mint Street",9,-80.8524,35.2243,"2015-09-25T18:23:51Z","QRCODE_TM",FALSE
"221","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/redskins-at-titans-tickets/12-23-2018-nashville-tennessee-nissan-stadium/nfl/4346986",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.839,"2018-12-23T17:00:00","nfl","2018-12-23T21:00:00","Washington Redskins at Tennessee Titans",0.763,"Redskins at Titans",4346986,FALSE,"",FALSE,"2018-04-20T00:47:29","2018-12-23T12:00:00",NA,588,156,46,644,54,1042,190.35403,"2018-08-24T21:53:43Z","QRCODE",FALSE,"https://seatgeek.com/venues/nissan-stadium/tickets","US","Nashville, TN","Nissan Stadium","TN","nissan-stadium","37213","Nissan Stadium","America/New_York",0.8546275,0,"Nashville, TN 37213",1126,TRUE,"Nashville","1 Titans Way",15,-86.7713,36.1665,"2015-10-19T15:09:39Z","NONE",FALSE
"222","2018-09-12","2018-09-12_16.02.22","https://seatgeek.com/bengals-at-browns-tickets/12-23-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346994",FALSE,FALSE,"normal","2018-04-20T00:00:00",0.848,"2018-12-23T18:00:00","nfl","2018-12-23T22:00:00","Cincinnati Bengals at Cleveland Browns",0.773,"Bengals at Browns",4346994,FALSE,"",FALSE,"2018-04-20T00:47:31","2018-12-23T13:00:00",NA,1491,73,32,1344,29,757,93.190475,"2018-08-24T21:53:43Z","QRCODE",FALSE,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","US","Cleveland, OH","FirstEnergy Stadium","OH","firstenergy-stadium-15","44114","FirstEnergy Stadium","America/New_York",0.86852187,0,"Cleveland, OH 44114",1123,TRUE,"Cleveland","100 Alfred Lerner Way",7,-81.7,41.5065,"2015-11-11T20:55:31Z","NONE",FALSE
