"","date","timestamp","id","short_title","announce_date","datetime_tbd","popularity","status","time_tbd","is_open","url","created_at","type","datetime_local","title","score","datetime_utc","date_tbd","visible_until_utc","description","general_admission","listing_count","lowest_price_good_deals","median_price","visible_listing_count","lowest_price","average_price","highest_price","created_at_accessMethod","employee_only_accessMethod","method_accessMethod","state","id_venue","num_upcoming_events","city","popularity_venue","metro_code","timezone","name","postal_code","url_venue","extended_address","slug","display_location","name_v2","score_venue","address","country","has_upcoming_events","lat","lon","created_at_AccessMethod","employee_only_AccessMethod","method_AccessMethod"
"11","2018-10-04","2018-10-04_16.02.20",4347111,"Raiders at Chargers","2018-04-20T00:00:00",FALSE,0.959,"normal",FALSE,FALSE,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","2018-04-20T00:47:52","nfl","2018-10-07T13:05:00","Oakland Raiders at Los Angeles Chargers",0.969,"2018-10-07T20:05:00",FALSE,"2018-10-08T00:05:00","",NA,157,183,250,300,174,257.78345,509,"2018-08-24T21:17:06Z",FALSE,"QRCODE","CA",52,12,"Carson",0,803,"America/Los_Angeles","StubHub Center","90746","https://seatgeek.com/venues/stubhub-center/tickets","Carson, CA 90746","stubhub-center","Carson, CA","StubHub Center",0.7228164,"18400 Avalon Blvd","US",TRUE,33.8643,-118.261,NA,NA,NA
"12","2018-10-04","2018-10-04_16.02.20",4347115,"Cardinals at 49ers","2018-04-20T00:00:00",FALSE,0.925,"normal",FALSE,FALSE,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","2018-04-20T00:47:53","nfl","2018-10-07T13:25:00","Arizona Cardinals at San Francisco 49ers",0.93,"2018-10-07T20:25:00",FALSE,"2018-10-08T00:25:00","",NA,566,32,79,770,35,102.29152,1003,"2018-09-05T19:47:23Z",FALSE,"QRCODE","CA",58670,12,"Santa Clara",0,0,"America/Los_Angeles","Levi's Stadium","95054","https://seatgeek.com/venues/levi-s-stadium/tickets","Santa Clara, CA 95054","levi-s-stadium","Santa Clara, CA","Levi's Stadium",0.95768774,"4900 Marie P DeBartolo Way","US",TRUE,37.4023,-121.969,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"13","2018-10-04","2018-10-04_16.02.20",4347128,"Rams at Seahawks","2018-04-20T00:00:00",FALSE,0.928,"normal",FALSE,FALSE,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","2018-04-20T00:47:56","nfl","2018-10-07T13:25:00","Los Angeles Rams at Seattle Seahawks",0.937,"2018-10-07T20:25:00",FALSE,"2018-10-08T00:25:00","",NA,120,134,260,338,134,292.73334,821,"2018-08-24T21:19:14Z",FALSE,"QRCODE","WA",339,11,"Seattle",0,819,"America/Los_Angeles","CenturyLink Field","98134","https://seatgeek.com/venues/centurylink-field/tickets","Seattle, WA 98134","centurylink-field","Seattle, WA","CenturyLink Field",0.87232786,"800 Occidental Ave S","US",TRUE,47.6,-122.33,"2018-03-02T22:54:54Z",FALSE,"QRCODE"
"14","2018-10-04","2018-10-04_16.02.20",4346976,"Vikings at Eagles","2018-04-20T00:00:00",FALSE,0.955,"normal",FALSE,FALSE,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","2018-04-20T00:47:26","nfl","2018-10-07T16:25:00","Minnesota Vikings at Philadelphia Eagles",0.971,"2018-10-07T20:25:00",FALSE,"2018-10-08T00:25:00","",NA,158,126,292,400,147,321.25317,668,"2018-08-24T21:03:38Z",FALSE,"QRCODE","PA",330,14,"Philadelphia",0,504,"America/New_York","Lincoln Financial Field","19148","https://seatgeek.com/venues/lincoln-financial-field/tickets","Philadelphia, PA 19148","lincoln-financial-field","Philadelphia, PA","Lincoln Financial Field",0.90542686,"1020 Pattison Ave","US",TRUE,39.9046,-75.1675,"2015-07-10T00:00:00Z",FALSE,"QRCODE_TM"
"15","2018-10-04","2018-10-04_16.02.20",4347020,"Cowboys at Texans","2018-04-20T00:00:00",FALSE,0.977,"normal",FALSE,FALSE,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","2018-04-20T00:47:36","nfl","2018-10-07T19:20:00","Dallas Cowboys at Houston Texans",1.001,"2018-10-08T00:20:00",FALSE,"2018-10-08T04:20:00","",NA,208,209,395,452,209,468.6346,1506,"2018-08-24T21:04:53Z",FALSE,"QRCODE","TX",41,44,"Houston",0,618,"America/Chicago","NRG Stadium","77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","nrg-stadium","Houston, TX","NRG Stadium",0.8624192,"1 Reliant Park","US",TRUE,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"16","2018-10-04","2018-10-04_16.02.20",4474093,"Baltimore Ravens at A Purple Evening","2018-08-03T00:00:00",FALSE,0.505,"normal",FALSE,FALSE,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","2018-08-03T16:01:06","sports","2018-10-08T16:00:00","Baltimore Ravens at A Purple Evening",0.337,"2018-10-08T20:00:00",FALSE,"2018-10-09T00:00:00","",NA,1,NA,63,1,63,63,63,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM","MD",1121,7,"Baltimore",0,512,"America/New_York","M&T Bank Stadium","21230","https://seatgeek.com/venues/m-t-bank-stadium/tickets","Baltimore, MD 21230","m-t-bank-stadium","Baltimore, MD","M&T Bank Stadium",0.8927189,"1101 Russell St","US",TRUE,39.2774,-76.623,"2015-08-04T00:00:00Z",FALSE,"QRCODE_TM"
"17","2018-10-04","2018-10-04_16.02.20",4346971,"Redskins at Saints","2018-04-20T00:00:00",FALSE,0.896,"normal",FALSE,TRUE,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","2018-04-20T00:47:25","nfl","2018-10-08T19:15:00","Washington Redskins at New Orleans Saints",0.906,"2018-10-09T00:15:00",FALSE,"2018-10-09T04:15:00","",NA,1236,68,186,1144,68,208.40857,1200,"2018-05-29T20:38:55Z",FALSE,"QRCODE","LA",128,16,"New Orleans",0,622,"America/Chicago","Mercedes-Benz Superdome","70112","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","New Orleans, LA 70112","mercedes-benz-superdome","New Orleans, LA","Mercedes-Benz Superdome",0.8966978,"1500 Sugar Bowl Drive","US",TRUE,29.9515,-90.0786,"2018-08-27T20:46:59Z",FALSE,"QRCODE_TM"
"18","2018-10-04","2018-10-04_16.02.20",4346917,"Eagles at Giants","2018-04-20T00:00:00",FALSE,0.939,"normal",FALSE,FALSE,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","2018-04-20T00:47:14","nfl","2018-10-11T20:20:00","Philadelphia Eagles at New York Giants",0.982,"2018-10-12T00:20:00",FALSE,"2018-10-12T04:20:00","",NA,414,113,228,637,113,309.49033,1519,"2018-08-24T21:52:02Z",FALSE,"QRCODE","NJ",1587,15,"East Rutherford",0,501,"America/New_York","MetLife Stadium","07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","metlife-stadium","East Rutherford, NJ","MetLife Stadium",0.94873494,"1 MetLife Stadium Drive","US",TRUE,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"19","2018-10-04","2018-10-04_16.02.20",4192619,"Alabama State at South Alabama","2017-12-21T00:00:00",FALSE,0.573,"normal",FALSE,FALSE,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","2017-12-21T15:00:36","ncaa_football","2018-10-13T16:00:00","Alabama State Hornets at South Alabama Jaguars Football",0.493,"2018-10-13T21:00:00",FALSE,"2018-10-14T01:00:00","",NA,12,20,37,5,20,40.75,74,NA,NA,NA,"AL",3716,5,"Mobile",0,686,"America/Chicago","Ladd Peebles Stadium","36604","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Mobile, AL 36604","ladd-peebles-stadium","Mobile, AL","Ladd Peebles Stadium",0.50177634,"1621 Virginia St.","US",TRUE,30.6748,-88.0761,NA,NA,NA
"20","2018-10-04","2018-10-04_16.02.20",4346961,"Colts at Jets","2018-04-20T00:00:00",FALSE,0.907,"normal",FALSE,FALSE,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","2018-04-20T00:47:22","nfl","2018-10-14T13:00:00","Indianapolis Colts at New York Jets",0.949,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,752,38,128,1012,42,148.84442,905,"2018-08-24T21:52:02Z",FALSE,"QRCODE","NJ",1587,15,"East Rutherford",0,501,"America/New_York","MetLife Stadium","07073","https://seatgeek.com/venues/metlife-stadium/tickets","East Rutherford, NJ 07073","metlife-stadium","East Rutherford, NJ","MetLife Stadium",0.94873494,"1 MetLife Stadium Drive","US",TRUE,40.8142,-74.0737,"2015-09-12T14:14:07Z",FALSE,"QRCODE_TM"
"21","2018-10-04","2018-10-04_16.02.20",4347051,"Buccaneers at Falcons","2018-04-20T00:00:00",FALSE,0.88,"normal",FALSE,FALSE,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","2018-04-20T00:47:42","nfl","2018-10-14T13:00:00","Tampa Bay Buccaneers at Atlanta Falcons",0.922,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,743,67,164,896,68,188.08209,865,"2018-08-24T21:53:35Z",FALSE,"QRCODE","GA",419590,19,"Atlanta",0,0,"America/New_York","Mercedes-Benz Stadium","30313","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Atlanta, GA 30313","mercedes-benz-stadium","Atlanta, GA","Mercedes-Benz Stadium",0.76958936,"441 M.L.K. Jr Dr NW","US",TRUE,33.76,-84.4,"2018-08-23T20:14:46Z",FALSE,"QRCODE"
"22","2018-10-04","2018-10-04_16.02.20",4347042,"Steelers at Bengals","2018-04-20T00:00:00",FALSE,0.887,"normal",FALSE,FALSE,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","2018-04-20T00:47:40","nfl","2018-10-14T13:00:00","Pittsburgh Steelers at Cincinnati Bengals",0.924,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,306,108,180,635,108,192.35948,596,"2018-08-24T21:53:35Z",FALSE,"QRCODE","OH",1124,7,"Cincinnati",0,515,"America/New_York","Paul Brown Stadium","45202","https://seatgeek.com/venues/paul-brown-stadium/tickets","Cincinnati, OH 45202","paul-brown-stadium","Cincinnati, OH","Paul Brown Stadium",0.86166537,"1 Paul Brown Stadium","US",TRUE,39.0961,-84.5177,"2015-10-09T16:14:37Z",FALSE,"QRCODE_TM"
"23","2018-10-04","2018-10-04_16.02.20",4347081,"Bears at Dolphins","2018-04-20T00:00:00",FALSE,0.89,"normal",FALSE,FALSE,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","2018-04-20T00:47:47","nfl","2018-10-14T13:00:00","Chicago Bears at Miami Dolphins",0.928,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,167,70,198,755,106,217.63474,541,"2018-08-24T21:53:35Z",FALSE,"QRCODE","FL",29,35,"Miami Gardens",0,528,"America/New_York","Hard Rock Stadium","33056","https://seatgeek.com/venues/hard-rock-stadium/tickets","Miami Gardens, FL 33056","hard-rock-stadium","Miami Gardens, FL","Hard Rock Stadium",0.8378203,"347 Don Shula Dr.","US",TRUE,25.96,-80.24,"2017-10-03T18:58:44Z",FALSE,"NONE"
"24","2018-10-04","2018-10-04_16.02.20",4347145,"Cardinals at Vikings","2018-04-20T00:00:00",FALSE,0.887,"normal",FALSE,FALSE,"https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145","2018-04-20T01:04:06","nfl","2018-10-14T12:00:00","Arizona Cardinals at Minnesota Vikings",0.929,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,403,108,233,504,110,278.57568,992,"2018-08-24T21:53:38Z",FALSE,"QRCODE","MN",218451,15,"Minneapolis",0,0,"America/Chicago","U.S. Bank Stadium","55415","https://seatgeek.com/venues/u-s-bank-stadium/tickets","Minneapolis, MN 55415","u-s-bank-stadium","Minneapolis, MN","U.S. Bank Stadium",0.88524246,"900 South 5th Street","US",TRUE,44.97,-93.26,"2018-08-22T15:34:15Z",FALSE,"NONE"
"25","2018-10-04","2018-10-04_16.02.20",4347019,"Bills at Texans","2018-04-20T00:00:00",FALSE,0.873,"normal",FALSE,FALSE,"https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","2018-04-20T00:47:36","nfl","2018-10-14T12:00:00","Buffalo Bills at Houston Texans",0.908,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,675,44,142,934,44,162.3674,630,"2018-08-24T21:53:35Z",FALSE,"QRCODE","TX",41,44,"Houston",0,618,"America/Chicago","NRG Stadium","77054","https://seatgeek.com/venues/nrg-stadium/tickets","Houston, TX 77054","nrg-stadium","Houston, TX","NRG Stadium",0.8624192,"1 Reliant Park","US",TRUE,29.6847,-95.4107,"2015-11-04T18:42:27Z",FALSE,"QRCODE_TM"
"26","2018-10-04","2018-10-04_16.02.20",4346998,"Chargers at Browns","2018-04-20T00:00:00",FALSE,0.867,"normal",FALSE,FALSE,"https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","2018-04-20T00:47:31","nfl","2018-10-14T13:00:00","Los Angeles Chargers at Cleveland Browns",0.897,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,687,63,105,862,67,138.56622,753,"2018-08-24T21:53:35Z",FALSE,"QRCODE","OH",1123,6,"Cleveland",0,510,"America/New_York","FirstEnergy Stadium","44114","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","Cleveland, OH 44114","firstenergy-stadium-15","Cleveland, OH","FirstEnergy Stadium",0.86852187,"100 Alfred Lerner Way","US",TRUE,41.5065,-81.7,"2015-11-11T20:55:31Z",FALSE,"NONE"
"27","2018-10-04","2018-10-04_16.02.20",4346942,"Panthers at Redskins","2018-04-20T00:00:00",FALSE,0.92,"normal",FALSE,FALSE,"https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942","2018-04-20T00:47:18","nfl","2018-10-14T13:00:00","Carolina Panthers at Washington Redskins",0.969,"2018-10-14T17:00:00",FALSE,"2018-10-14T21:00:00","",NA,594,89,150,929,93,170.8468,770,"2018-08-24T21:52:02Z",FALSE,"QRCODE","MD",35,6,"Landover",0,511,"America/New_York","FedEx Field","20785","https://seatgeek.com/venues/fedex-field/tickets","Landover, MD 20785","fedex-field","Landover, MD","FedEx Field",0.9333444,"1600 Fedex Way","US",TRUE,38.9071,-76.8658,"2015-09-12T14:13:58Z",FALSE,"QRCODE_TM"
"28","2018-10-04","2018-10-04_16.02.20",4346991,"Ravens at Titans","2018-04-20T00:00:00",FALSE,0.856,"normal",FALSE,FALSE,"https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991","2018-04-20T00:47:30","nfl","2018-10-14T15:25:00","Baltimore Ravens at Tennessee Titans",0.883,"2018-10-14T19:25:00",FALSE,"2018-10-14T23:25:00","",NA,266,93,193,545,86,211.00752,631,"2018-08-24T21:53:35Z",FALSE,"QRCODE","TN",1126,16,"Nashville",0,659,"America/New_York","Nissan Stadium","37213","https://seatgeek.com/venues/nissan-stadium/tickets","Nashville, TN 37213","nissan-stadium","Nashville, TN","Nissan Stadium",0.8546275,"1 Titans Way","US",TRUE,36.1665,-86.7713,"2015-10-19T15:09:39Z",FALSE,"NONE"
"29","2018-10-04","2018-10-04_16.02.20",4347138,"Rams at Broncos","2018-04-20T00:00:00",FALSE,0.886,"normal",FALSE,FALSE,"https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138","2018-04-20T01:04:04","nfl","2018-10-14T14:05:00","Los Angeles Rams at Denver Broncos",0.923,"2018-10-14T20:05:00",FALSE,"2018-10-15T00:05:00","",NA,78,170,295,564,186,354.94873,1193,"2018-08-24T21:53:38Z",FALSE,"QRCODE","CO",1131,6,"Denver",0,751,"America/Denver","Sports Authority Field at Mile High","80204","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Denver, CO 80204","sports-authority-field-at-mile-high","Denver, CO","Sports Authority Field at Mile High",0.9028296,"1701 Bryant St.","US",TRUE,39.74,-105.02,"2015-08-07T18:39:02Z",FALSE,"QRCODE_TM"
"30","2018-10-04","2018-10-04_16.02.20",4327923,"Jaguars at Cowboys","2018-04-05T00:00:00",FALSE,0.933,"normal",FALSE,TRUE,"https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923","2018-04-05T23:08:47","nfl","2018-10-14T15:25:00","Jacksonville Jaguars at Dallas Cowboys",0.996,"2018-10-14T20:25:00",FALSE,"2018-10-15T00:25:00","",NA,2359,NA,240,2040,NA,296.18948,2570,"2018-04-17T22:02:33Z",FALSE,"QRCODE","TX",4965,19,"Arlington",0,623,"America/Chicago","AT&T Stadium","76011","https://seatgeek.com/venues/at-t-stadium/tickets","Arlington, TX 76011","at-t-stadium","Arlington, TX","AT&T Stadium",0.9751414,"1 AT&T Way","US",TRUE,32.7459,-97.0957,"2018-04-17T22:02:33Z",FALSE,"QRCODE"
