"","date","timestamp","datetime_tbd","score","url","description","created_at","date_tbd","visible_until_utc","announce_date","status","datetime_utc","type","id","title","popularity","short_title","time_tbd","datetime_local","is_open","general_admission","highest_price","lowest_price","average_price","lowest_price_good_deals","listing_count","method_accessMethod","created_at_accessMethod","employee_only_accessMethod","extended_address","display_location","slug","address","score_venue","url_venue","name","postal_code","state","city","country","id_venue","timezone","num_upcoming_events","popularity_venue","name_v2","has_upcoming_events","lon","lat","method_AccessMethod","created_at_AccessMethod","employee_only_AccessMethod"
"61","2018-09-07","2018-09-07_08.07.42",FALSE,0.917,"https://seatgeek.com/dolphins-at-patriots-tickets/9-30-2018-foxborough-massachusetts-gillette-stadium/nfl/4347092","","2018-04-20T00:47:49",FALSE,"2018-09-30T21:00:00","2018-04-20T00:00:00","normal","2018-09-30T17:00:00","nfl",4347092,"Miami Dolphins at New England Patriots",0.937,"Dolphins at Patriots",FALSE,"2018-09-30T13:00:00",FALSE,NA,2988,242,667.94,242,1398,"QRCODE","2018-08-24T20:51:36Z",FALSE,"Foxborough, MA 02035","Foxborough, MA","gillette-stadium","1 Patriot Place",0.8983344,"https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","02035","MA","Foxborough","US",33,"America/New_York",14,0,"Gillette Stadium",TRUE,-71.2674,42.0906,"NONE","2018-08-22T15:36:58Z",FALSE
"62","2018-09-07","2018-09-07_08.07.42",FALSE,0.922,"https://seatgeek.com/lions-at-cowboys-tickets/9-30-2018-arlington-texas-at-t-stadium/nfl/4327924","","2018-04-05T23:08:47",FALSE,"2018-09-30T21:00:00","2018-04-05T00:00:00","normal","2018-09-30T17:00:00","nfl",4327924,"Detroit Lions at Dallas Cowboys",0.942,"Lions at Cowboys",FALSE,"2018-09-30T12:00:00",TRUE,NA,2097,NA,296.52,NA,2738,"QRCODE","2018-04-17T22:02:33Z",FALSE,"Arlington, TX 76011","Arlington, TX","at-t-stadium","1 AT&T Way",0.9751414,"https://seatgeek.com/venues/at-t-stadium/tickets","AT&T Stadium","76011","TX","Arlington","US",4965,"America/Chicago",25,0,"AT&T Stadium",TRUE,-97.0957,32.7459,"QRCODE","2018-04-17T22:02:33Z",FALSE
"63","2018-09-07","2018-09-07_08.07.42",FALSE,0.885,"https://seatgeek.com/seahawks-at-cardinals-tickets/9-30-2018-glendale-arizona-state-farm-stadium/nfl/4347103","","2018-04-20T00:47:51",FALSE,"2018-10-01T00:05:00","2018-04-20T00:00:00","normal","2018-09-30T20:05:00","nfl",4347103,"Seattle Seahawks at Arizona Cardinals",0.91,"Seahawks at Cardinals",FALSE,"2018-09-30T13:05:00",FALSE,NA,6423,58,199.33,58,2177,"QRCODE","2018-09-05T19:57:48Z",FALSE,"Glendale, AZ 85305","Glendale, AZ","state-farm-stadium","1 Cardinals Drive",0.93402725,"https://seatgeek.com/venues/state-farm-stadium/tickets","State Farm Stadium","85305","AZ","Glendale","US",43,"America/Phoenix",11,0,"State Farm Stadium",TRUE,-112.262,33.5294,"NONE","2015-12-21T17:26:05Z",FALSE
"64","2018-09-07","2018-09-07_08.07.42",FALSE,0.839,"https://seatgeek.com/browns-at-raiders-tickets/9-30-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347154","","2018-04-20T01:04:25",FALSE,"2018-10-01T00:05:00","2018-04-20T00:00:00","normal","2018-09-30T20:05:00","nfl",4347154,"Cleveland Browns at Oakland Raiders",0.87,"Browns at Raiders",FALSE,"2018-09-30T13:05:00",FALSE,NA,1867,90,211.19,90,1124,"QRCODE","2018-08-24T20:56:48Z",FALSE,"Oakland, CA 94621","Oakland, CA","oakland-alameda-county-coliseum","7000 Coliseum Way",0.7817843,"https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets","Oakland-Alameda County Coliseum","94621","CA","Oakland","US",14,"America/Los_Angeles",30,0,"Oakland-Alameda County Coliseum",TRUE,-122.201,37.7469,"PDF417","2015-06-24T00:00:00Z",FALSE
"65","2018-09-07","2018-09-07_08.07.42",FALSE,0.91,"https://seatgeek.com/49ers-at-chargers-tickets/9-30-2018-carson-california-stubhub-center/nfl/4347112","","2018-04-20T00:47:52",FALSE,"2018-10-01T00:25:00","2018-04-20T00:00:00","normal","2018-09-30T20:25:00","nfl",4347112,"San Francisco 49ers at Los Angeles Chargers",0.926,"49ers at Chargers",FALSE,"2018-09-30T13:25:00",FALSE,NA,1202,211,344.55,211,502,"QRCODE","2018-08-24T20:52:20Z",FALSE,"Carson, CA 90746","Carson, CA","stubhub-center","18400 Avalon Blvd",0.7228164,"https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","90746","CA","Carson","US",52,"America/Los_Angeles",14,0,"StubHub Center",TRUE,-118.261,33.8643,NA,NA,NA
"66","2018-09-07","2018-09-07_08.07.42",FALSE,0.913,"https://seatgeek.com/saints-at-giants-tickets/9-30-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346972","","2018-04-20T00:47:25",FALSE,"2018-10-01T00:25:00","2018-04-20T00:00:00","normal","2018-09-30T20:25:00","nfl",4346972,"New Orleans Saints at New York Giants",0.929,"Saints at Giants",FALSE,"2018-09-30T16:25:00",FALSE,NA,2946,134,353.34,134,1318,"QRCODE","2018-08-24T20:47:31Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"67","2018-09-07","2018-09-07_08.07.42",FALSE,0.885,"https://seatgeek.com/ravens-at-steelers-tickets/9-30-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347080","","2018-04-20T00:47:47",FALSE,"2018-10-01T04:20:00","2018-04-20T00:00:00","normal","2018-10-01T00:20:00","nfl",4347080,"Baltimore Ravens at Pittsburgh Steelers",0.906,"Ravens at Steelers",FALSE,"2018-09-30T20:20:00",FALSE,NA,6452,102,366.09,102,1114,"QRCODE","2018-08-24T20:51:27Z",FALSE,"Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","100 Art Rooney Avenue",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","15212","PA","Pittsburgh","US",1119,"America/New_York",13,0,"Heinz Field",TRUE,-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"68","2018-09-07","2018-09-07_08.07.42",FALSE,0.859,"https://seatgeek.com/chiefs-at-broncos-tickets/10-1-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347139","","2018-04-20T01:04:05",FALSE,"2018-10-02T04:15:00","2018-04-20T00:00:00","normal","2018-10-02T00:15:00","nfl",4347139,"Kansas City Chiefs at Denver Broncos",0.888,"Chiefs at Broncos",FALSE,"2018-10-01T18:15:00",FALSE,NA,2273,138,400.57,138,999,"QRCODE","2018-08-24T20:57:25Z",FALSE,"Denver, CO 80204","Denver, CO","sports-authority-field-at-mile-high","1701 Bryant St.",0.9028296,"https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","Sports Authority Field at Mile High","80204","CO","Denver","US",1131,"America/Denver",8,0,"Sports Authority Field at Mile High",TRUE,-105.02,39.74,"QRCODE_TM","2015-08-07T18:39:02Z",FALSE
"69","2018-09-07","2018-09-07_08.07.42",FALSE,0.917,"https://seatgeek.com/colts-at-patriots-tickets/10-4-2018-foxborough-massachusetts-gillette-stadium/nfl/4347096","","2018-04-20T00:47:50",FALSE,"2018-10-05T04:20:00","2018-04-20T00:00:00","normal","2018-10-05T00:20:00","nfl",4347096,"Indianapolis Colts at New England Patriots",0.931,"Colts at Patriots",FALSE,"2018-10-04T20:20:00",FALSE,NA,3333,176,562.38,184,1546,"QRCODE","2018-08-24T21:03:24Z",FALSE,"Foxborough, MA 02035","Foxborough, MA","gillette-stadium","1 Patriot Place",0.8983344,"https://seatgeek.com/venues/gillette-stadium/tickets","Gillette Stadium","02035","MA","Foxborough","US",33,"America/New_York",14,0,"Gillette Stadium",TRUE,-71.2674,42.0906,"NONE","2018-08-22T15:36:58Z",FALSE
"70","2018-09-07","2018-09-07_08.07.42",FALSE,0.43,"https://seatgeek.com/south-alabama-jaguars-at-georgia-southern-eagles-football-tickets/ncaa-football/2018-10-06-12-pm/4281989","","2018-02-28T15:00:17",FALSE,"2018-10-06T20:00:00","2018-02-28T00:00:00","normal","2018-10-06T16:00:00","ncaa_football",4281989,"South Alabama Jaguars at Georgia Southern Eagles Football",0.467,"South Alabama at Georgia Southern",FALSE,"2018-10-06T12:00:00",FALSE,NA,96,28,46.5,NA,20,NA,NA,NA,"Statesboro, GA 30460","Statesboro, GA","allen-e-paulson-stadium","225 Lanier Drive",0.41380084,"https://seatgeek.com/venues/allen-e-paulson-stadium/tickets","Allen E. Paulson Stadium","30460","GA","Statesboro","US",2352,"America/New_York",5,0,"Allen E. Paulson Stadium",TRUE,-81.7832,32.4488,NA,NA,NA
"71","2018-09-07","2018-09-07_08.07.42",FALSE,0.897,"https://seatgeek.com/falcons-at-steelers-tickets/10-7-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347079","","2018-04-20T00:47:47",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4347079,"Atlanta Falcons at Pittsburgh Steelers",0.912,"Falcons at Steelers",FALSE,"2018-10-07T13:00:00",FALSE,NA,6736,153,435.65,153,941,"QRCODE","2018-08-24T21:16:40Z",FALSE,"Pittsburgh, PA 15212","Pittsburgh, PA","heinz-field","100 Art Rooney Avenue",0.9033526,"https://seatgeek.com/venues/heinz-field/tickets","Heinz Field","15212","PA","Pittsburgh","US",1119,"America/New_York",13,0,"Heinz Field",TRUE,-80.0158,40.4468,"QRCODE_TM","2015-12-08T15:36:23Z",FALSE
"72","2018-09-07","2018-09-07_08.07.42",FALSE,0.882,"https://seatgeek.com/packers-at-lions-tickets/10-7-2018-detroit-michigan-ford-field/nfl/4347027","","2018-04-20T00:47:37",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4347027,"Green Bay Packers at Detroit Lions",0.904,"Packers at Lions",FALSE,"2018-10-07T13:00:00",FALSE,NA,13379,86,335.56,86,998,"QRCODE","2018-08-24T21:05:06Z",FALSE,"Detroit, MI 48226","Detroit, MI","ford-field","2000 Brush St.",0.9029952,"https://seatgeek.com/venues/ford-field/tickets","Ford Field","48226","MI","Detroit","US",346,"America/Detroit",11,0,"Ford Field",TRUE,-83.0459,42.34,"NONE","2015-11-04T17:31:52Z",FALSE
"73","2018-09-07","2018-09-07_08.07.42",FALSE,0.894,"https://seatgeek.com/giants-at-panthers-tickets/10-7-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347032","","2018-04-20T00:47:38",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4347032,"New York Giants at Carolina Panthers",0.907,"Giants at Panthers",FALSE,"2018-10-07T13:00:00",FALSE,NA,1696,157,425.79,157,913,"QRCODE","2018-08-24T21:15:58Z",FALSE,"Charlotte, NC 28202","Charlotte, NC","bank-of-america-stadium","800 South Mint Street",0.8968222,"https://seatgeek.com/venues/bank-of-america-stadium/tickets","Bank of America Stadium","28202","NC","Charlotte","US",1122,"America/New_York",10,0,"Bank of America Stadium",TRUE,-80.8524,35.2243,"QRCODE_TM","2015-09-25T18:23:51Z",FALSE
"74","2018-09-07","2018-09-07_08.07.42",FALSE,0.404,"https://seatgeek.com/denver-broncos-at-new-york-jets-tickets/sport/2018-10-07-1-pm/4347011","","2018-04-20T00:47:34",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","sports",4347011,"Denver Broncos at New York Jets",0.485,"Broncos at Jets",FALSE,"2018-10-07T13:00:00",FALSE,NA,1864,56,189.21,56,2437,"QRCODE","2018-09-05T19:53:41Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"75","2018-09-07","2018-09-07_08.07.42",FALSE,0.844,"https://seatgeek.com/dolphins-at-bengals-tickets/10-7-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347043","","2018-04-20T00:47:40",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4347043,"Miami Dolphins at Cincinnati Bengals",0.866,"Dolphins at Bengals",FALSE,"2018-10-07T13:00:00",FALSE,NA,1109,41,137.5,41,1434,"QRCODE","2018-08-24T21:16:15Z",FALSE,"Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium","1 Paul Brown Stadium",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","45202","OH","Cincinnati","US",1124,"America/New_York",9,0,"Paul Brown Stadium",TRUE,-84.5177,39.0961,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"76","2018-09-07","2018-09-07_08.07.42",FALSE,0.827,"https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","","2018-04-20T00:47:31",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4346999,"Baltimore Ravens at Cleveland Browns",0.857,"Ravens at Browns",FALSE,"2018-10-07T13:00:00",FALSE,NA,1178,36,153.36,36,1920,"QRCODE","2018-08-24T21:04:01Z",FALSE,"Cleveland, OH 44114","Cleveland, OH","firstenergy-stadium-15","100 Alfred Lerner Way",0.86852187,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","44114","OH","Cleveland","US",1123,"America/New_York",8,0,"FirstEnergy Stadium",TRUE,-81.7,41.5065,"NONE","2015-11-11T20:55:31Z",FALSE
"77","2018-09-07","2018-09-07_08.07.42",FALSE,0.837,"https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","","2018-04-20T00:47:44",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4347063,"Tennessee Titans at Buffalo Bills",0.863,"Titans at Bills",FALSE,"2018-10-07T13:00:00",FALSE,NA,6308,67,173.53,67,1967,"QRCODE","2018-08-24T21:16:26Z",FALSE,"Orchard Park, NY 14127","Orchard Park, NY","new-era-field","1 Bills Drive",0.8815085,"https://seatgeek.com/venues/new-era-field/tickets","New Era Field","14127","NY","Orchard Park","US",1135,"America/New_York",8,0,"New Era Field",TRUE,-78.7874,42.7737,"QRCODE_TM","2015-08-12T16:52:53Z",FALSE
"78","2018-09-07","2018-09-07_08.07.42",FALSE,0.847,"https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","","2018-04-20T00:47:28",FALSE,"2018-10-07T21:00:00","2018-04-20T00:00:00","normal","2018-10-07T17:00:00","nfl",4346983,"Jacksonville Jaguars at Kansas City Chiefs",0.868,"Jaguars at Chiefs",FALSE,"2018-10-07T12:00:00",FALSE,NA,758,43,149.92,43,1907,"QRCODE","2018-08-24T21:03:49Z",FALSE,"Kansas City, MO 64129","Kansas City, MO","arrowhead-stadium","1 Arrowhead Drive",0.8827867,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","64129","MO","Kansas City","US",1128,"America/Chicago",10,0,"Arrowhead Stadium",TRUE,-94.4839,39.0489,"QRCODE_TM","2015-08-20T16:20:51Z",FALSE
"79","2018-09-07","2018-09-07_08.07.42",FALSE,0.912,"https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","","2018-04-20T00:47:52",FALSE,"2018-10-08T00:05:00","2018-04-20T00:00:00","normal","2018-10-07T20:05:00","nfl",4347111,"Oakland Raiders at Los Angeles Chargers",0.918,"Raiders at Chargers",FALSE,"2018-10-07T13:05:00",FALSE,NA,6245,263,410.07,263,595,"QRCODE","2018-08-24T21:17:06Z",FALSE,"Carson, CA 90746","Carson, CA","stubhub-center","18400 Avalon Blvd",0.7228164,"https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","90746","CA","Carson","US",52,"America/Los_Angeles",14,0,"StubHub Center",TRUE,-118.261,33.8643,NA,NA,NA
"80","2018-09-07","2018-09-07_08.07.42",FALSE,0.867,"https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","","2018-04-20T00:47:53",FALSE,"2018-10-08T00:25:00","2018-04-20T00:00:00","normal","2018-10-07T20:25:00","nfl",4347115,"Arizona Cardinals at San Francisco 49ers",0.884,"Cardinals at 49ers",FALSE,"2018-10-07T13:25:00",FALSE,NA,3694,65,235.35,65,1887,"QRCODE","2018-09-05T19:47:23Z",FALSE,"Santa Clara, CA 95054","Santa Clara, CA","levi-s-stadium","4900 Marie P DeBartolo Way",0.95768774,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","95054","CA","Santa Clara","US",58670,"America/Los_Angeles",13,0,"Levi's Stadium",TRUE,-121.969,37.4023,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"81","2018-09-07","2018-09-07_08.07.42",FALSE,0.88,"https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","","2018-04-20T00:47:56",FALSE,"2018-10-08T00:25:00","2018-04-20T00:00:00","normal","2018-10-07T20:25:00","nfl",4347128,"Los Angeles Rams at Seattle Seahawks",0.895,"Rams at Seahawks",FALSE,"2018-10-07T13:25:00",FALSE,NA,1900,173,449.9,173,689,"QRCODE","2018-08-24T21:19:14Z",FALSE,"Seattle, WA 98134","Seattle, WA","centurylink-field","800 Occidental Ave S",0.87232786,"https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","98134","WA","Seattle","US",339,"America/Los_Angeles",14,0,"CenturyLink Field",TRUE,-122.33,47.6,"QRCODE","2018-03-02T22:54:54Z",FALSE
"82","2018-09-07","2018-09-07_08.07.42",FALSE,0.907,"https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","","2018-04-20T00:47:26",FALSE,"2018-10-08T00:25:00","2018-04-20T00:00:00","normal","2018-10-07T20:25:00","nfl",4346976,"Minnesota Vikings at Philadelphia Eagles",0.918,"Vikings at Eagles",FALSE,"2018-10-07T16:25:00",FALSE,NA,1217,213,441.91,213,358,"QRCODE","2018-08-24T21:03:38Z",FALSE,"Philadelphia, PA 19148","Philadelphia, PA","lincoln-financial-field","1020 Pattison Ave",0.90542686,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","19148","PA","Philadelphia","US",330,"America/New_York",17,0,"Lincoln Financial Field",TRUE,-75.1675,39.9046,"QRCODE_TM","2015-07-10T00:00:00Z",FALSE
"83","2018-09-07","2018-09-07_08.07.42",FALSE,0.93,"https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","","2018-04-20T00:47:36",FALSE,"2018-10-08T04:20:00","2018-04-20T00:00:00","normal","2018-10-08T00:20:00","nfl",4347020,"Dallas Cowboys at Houston Texans",0.93,"Cowboys at Texans",FALSE,"2018-10-07T19:20:00",FALSE,NA,14119,284,654.74,284,1502,"QRCODE","2018-08-24T21:04:53Z",FALSE,"Houston, TX 77054","Houston, TX","nrg-stadium","1 Reliant Park",0.8624192,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","77054","TX","Houston","US",41,"America/Chicago",47,0,"NRG Stadium",TRUE,-95.4107,29.6847,"QRCODE_TM","2015-11-04T18:42:27Z",FALSE
"84","2018-09-07","2018-09-07_08.07.42",FALSE,0.321,"https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","","2018-08-03T16:01:06",FALSE,"2018-10-09T00:00:00","2018-08-03T00:00:00","normal","2018-10-08T20:00:00","sports",4474093,"Baltimore Ravens at A Purple Evening",0.43,"Baltimore Ravens at A Purple Evening",FALSE,"2018-10-08T16:00:00",FALSE,NA,569,76,244.25,NA,12,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE,"Baltimore, MD 21230","Baltimore, MD","m-t-bank-stadium","1101 Russell St",0.8927189,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","21230","MD","Baltimore","US",1121,"America/New_York",9,0,"M&T Bank Stadium",TRUE,-76.623,39.2774,"QRCODE_TM","2015-08-04T00:00:00Z",FALSE
"85","2018-09-07","2018-09-07_08.07.42",FALSE,0.854,"https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","","2018-04-20T00:47:25",FALSE,"2018-10-09T04:15:00","2018-04-20T00:00:00","normal","2018-10-09T00:15:00","nfl",4346971,"Washington Redskins at New Orleans Saints",0.877,"Redskins at Saints",FALSE,"2018-10-08T19:15:00",TRUE,NA,5941,83,247.98,83,1413,"QRCODE","2018-05-29T20:38:55Z",FALSE,"New Orleans, LA 70112","New Orleans, LA","mercedes-benz-superdome","1500 Sugar Bowl Drive",0.8966978,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","70112","LA","New Orleans","US",128,"America/Chicago",20,0,"Mercedes-Benz Superdome",TRUE,-90.0786,29.9515,"QRCODE_TM","2018-08-27T20:46:59Z",FALSE
"86","2018-09-07","2018-09-07_08.07.42",FALSE,0.917,"https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","","2018-04-20T00:47:14",FALSE,"2018-10-12T04:20:00","2018-04-20T00:00:00","normal","2018-10-12T00:20:00","nfl",4346917,"Philadelphia Eagles at New York Giants",0.918,"Eagles at Giants",FALSE,"2018-10-11T20:20:00",FALSE,NA,6022,145,384.31,145,1997,"QRCODE","2018-08-24T21:52:02Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"87","2018-09-07","2018-09-07_08.07.42",FALSE,0.476,"https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-12-pm/4192619","","2017-12-21T15:00:36",FALSE,"2018-10-13T21:00:00","2017-12-21T00:00:00","normal","2018-10-13T17:00:00","ncaa_football",4192619,"Alabama State Hornets at South Alabama Jaguars Football",0.564,"Alabama State at South Alabama",FALSE,"2018-10-13T12:00:00",FALSE,NA,124,32,52.77,32,17,NA,NA,NA,"Mobile, AL 36604","Mobile, AL","ladd-peebles-stadium","1621 Virginia St.",0.50177634,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","36604","AL","Mobile","US",3716,"America/Chicago",7,0,"Ladd Peebles Stadium",TRUE,-88.0761,30.6748,NA,NA,NA
"88","2018-09-07","2018-09-07_08.07.42",FALSE,0.881,"https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","","2018-04-20T00:47:42",FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","normal","2018-10-14T17:00:00","nfl",4347051,"Tampa Bay Buccaneers at Atlanta Falcons",0.898,"Buccaneers at Falcons",FALSE,"2018-10-14T13:00:00",FALSE,NA,11921,71,258.68,71,1782,"QRCODE","2018-08-24T21:53:35Z",FALSE,"Atlanta, GA 30313","Atlanta, GA","mercedes-benz-stadium","441 M.L.K. Jr Dr NW",0.76958936,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","30313","GA","Atlanta","US",419590,"America/New_York",15,0,"Mercedes-Benz Stadium",TRUE,-84.4,33.76,"QRCODE","2018-08-23T20:14:46Z",FALSE
"89","2018-09-07","2018-09-07_08.07.42",FALSE,0.861,"https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","","2018-04-20T00:47:40",FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","normal","2018-10-14T17:00:00","nfl",4347042,"Pittsburgh Steelers at Cincinnati Bengals",0.873,"Steelers at Bengals",FALSE,"2018-10-14T13:00:00",FALSE,NA,1505,73,204.05,73,896,"QRCODE","2018-08-24T21:53:35Z",FALSE,"Cincinnati, OH 45202","Cincinnati, OH","paul-brown-stadium","1 Paul Brown Stadium",0.86166537,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","45202","OH","Cincinnati","US",1124,"America/New_York",9,0,"Paul Brown Stadium",TRUE,-84.5177,39.0961,"QRCODE_TM","2015-10-09T16:14:37Z",FALSE
"90","2018-09-07","2018-09-07_08.07.42",FALSE,0.888,"https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","","2018-04-20T00:47:22",FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","normal","2018-10-14T17:00:00","nfl",4346961,"Indianapolis Colts at New York Jets",0.894,"Colts at Jets",FALSE,"2018-10-14T13:00:00",FALSE,NA,6046,50,182.66,50,2357,"QRCODE","2018-08-24T21:52:02Z",FALSE,"East Rutherford, NJ 07073","East Rutherford, NJ","metlife-stadium","1 MetLife Stadium Drive",0.94873494,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","07073","NJ","East Rutherford","US",1587,"America/New_York",21,0,"MetLife Stadium",TRUE,-74.0737,40.8142,"QRCODE_TM","2015-09-12T14:14:07Z",FALSE
"91","2018-09-07","2018-09-07_08.07.42",FALSE,0.9,"https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","","2018-04-20T00:47:47",FALSE,"2018-10-14T21:00:00","2018-04-20T00:00:00","normal","2018-10-14T17:00:00","nfl",4347081,"Chicago Bears at Miami Dolphins",0.903,"Bears at Dolphins",FALSE,"2018-10-14T13:00:00",FALSE,NA,12155,94,330.28,94,1608,"QRCODE","2018-08-24T21:53:35Z",FALSE,"Miami Gardens, FL 33056","Miami Gardens, FL","hard-rock-stadium","347 Don Shula Dr.",0.8378203,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","33056","FL","Miami Gardens","US",29,"America/New_York",39,0,"Hard Rock Stadium",TRUE,-80.24,25.96,"NONE","2017-10-03T18:58:44Z",FALSE
