"","date","timestamp","is_open","datetime_utc","score","status","created_at","visible_until_utc","description","time_tbd","title","type","id","datetime_local","popularity","datetime_tbd","date_tbd","announce_date","short_title","url","general_admission","lowest_price_good_deals","highest_price","median_price","visible_listing_count","lowest_price","listing_count","average_price","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","postal_code","timezone","country","score_venue","display_location","num_upcoming_events","name_v2","id_venue","city","name","state","popularity_venue","metro_code","has_upcoming_events","slug","url_venue","address","extended_address","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-07T20:25:00",0.931,"normal","2018-04-20T00:47:56","2018-10-08T00:25:00","",FALSE,"Los Angeles Rams at Seattle Seahawks","nfl",4347128,"2018-10-07T13:25:00",0.928,FALSE,FALSE,"2018-04-20T00:00:00","Rams at Seahawks","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128",NA,47,512,94,38,59,17,150.41176,"QRCODE",FALSE,"2018-08-24T21:19:14Z","98134","America/Los_Angeles","US",0.87232786,"Seattle, WA",10,"CenturyLink Field",339,"Seattle","CenturyLink Field","WA",0,819,TRUE,"centurylink-field","https://seatgeek.com/venues/centurylink-field/tickets","800 Occidental Ave S","Seattle, WA 98134",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"12","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-07T20:25:00",0.954,"normal","2018-04-20T00:47:26","2018-10-08T00:25:00","",FALSE,"Minnesota Vikings at Philadelphia Eagles","nfl",4346976,"2018-10-07T16:25:00",0.943,FALSE,FALSE,"2018-04-20T00:00:00","Vikings at Eagles","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976",NA,165,618,618,11,618,1,618,"QRCODE",FALSE,"2018-08-24T21:03:38Z","19148","America/New_York","US",0.90542686,"Philadelphia, PA",13,"Lincoln Financial Field",330,"Philadelphia","Lincoln Financial Field","PA",0,504,TRUE,"lincoln-financial-field","https://seatgeek.com/venues/lincoln-financial-field/tickets","1020 Pattison Ave","Philadelphia, PA 19148",-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"13","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-08T00:20:00",0.954,"normal","2018-04-20T00:47:36","2018-10-08T04:20:00","",FALSE,"Dallas Cowboys at Houston Texans","nfl",4347020,"2018-10-07T19:20:00",0.923,FALSE,FALSE,"2018-04-20T00:00:00","Cowboys at Texans","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020",NA,221,991,487,131,221,31,524.2258,"QRCODE",FALSE,"2018-08-24T21:04:53Z","77054","America/Chicago","US",0.8624192,"Houston, TX",43,"NRG Stadium",41,"Houston","NRG Stadium","TX",0,618,TRUE,"nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","Houston, TX 77054",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"14","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-08T20:00:00",0.331,"normal","2018-08-03T16:01:06","2018-10-09T00:00:00","",FALSE,"Baltimore Ravens at A Purple Evening","sports",4474093,"2018-10-08T16:00:00",0.549,FALSE,FALSE,"2018-08-03T00:00:00","Baltimore Ravens at A Purple Evening","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093",NA,NA,62,62,1,62,1,62,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z","21230","America/New_York","US",0.8927189,"Baltimore, MD",7,"M&T Bank Stadium",1121,"Baltimore","M&T Bank Stadium","MD",0,512,TRUE,"m-t-bank-stadium","https://seatgeek.com/venues/m-t-bank-stadium/tickets","1101 Russell St","Baltimore, MD 21230",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"15","2018-10-07","2018-10-07_15.37.06",TRUE,"2018-10-09T00:15:00",0.875,"normal","2018-04-20T00:47:25","2018-10-09T04:15:00","",FALSE,"Washington Redskins at New Orleans Saints","nfl",4346971,"2018-10-08T19:15:00",0.872,FALSE,FALSE,"2018-04-20T00:00:00","Redskins at Saints","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971",NA,66,1200,192,802,66,842,212.76366,"QRCODE",FALSE,"2018-05-29T20:38:55Z","70112","America/Chicago","US",0.8966978,"New Orleans, LA",16,"Mercedes-Benz Superdome",128,"New Orleans","Mercedes-Benz Superdome","LA",0,622,TRUE,"mercedes-benz-superdome","https://seatgeek.com/venues/mercedes-benz-superdome/tickets","1500 Sugar Bowl Drive","New Orleans, LA 70112",-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"16","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-12T00:20:00",0.948,"normal","2018-04-20T00:47:14","2018-10-12T04:20:00","",FALSE,"Philadelphia Eagles at New York Giants","nfl",4346917,"2018-10-11T20:20:00",0.928,FALSE,FALSE,"2018-04-20T00:00:00","Eagles at Giants","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917",NA,122,1519,235,584,122,295,297.67798,"QRCODE",FALSE,"2018-08-24T21:52:02Z","07073","America/New_York","US",0.94873494,"East Rutherford, NJ",15,"MetLife Stadium",1587,"East Rutherford","MetLife Stadium","NJ",0,501,TRUE,"metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"17","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-13T21:00:00",0.498,"normal","2017-12-21T15:00:36","2018-10-14T01:00:00","",FALSE,"Alabama State Hornets at South Alabama Jaguars Football","ncaa_football",4192619,"2018-10-13T16:00:00",0.591,FALSE,FALSE,"2017-12-21T00:00:00","Alabama State at South Alabama","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619",NA,32,74,49,4,32,9,47.11111,NA,NA,NA,"36604","America/Chicago","US",0.50177634,"Mobile, AL",5,"Ladd Peebles Stadium",3716,"Mobile","Ladd Peebles Stadium","AL",0,686,TRUE,"ladd-peebles-stadium","https://seatgeek.com/venues/ladd-peebles-stadium/tickets","1621 Virginia St.","Mobile, AL 36604",-88.0761,30.6748,NA,NA,NA
"18","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.897,"normal","2018-04-20T00:47:42","2018-10-14T21:00:00","",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons","nfl",4347051,"2018-10-14T13:00:00",0.866,FALSE,FALSE,"2018-04-20T00:00:00","Buccaneers at Falcons","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051",NA,67,724,167,814,73,651,185.89093,"QRCODE",FALSE,"2018-08-24T21:53:35Z","30313","America/New_York","US",0.76958936,"Atlanta, GA",18,"Mercedes-Benz Stadium",419590,"Atlanta","Mercedes-Benz Stadium","GA",0,0,TRUE,"mercedes-benz-stadium","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","35 Northside Dr NW","Atlanta, GA 30313",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"19","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.893,"normal","2018-04-20T00:47:40","2018-10-14T21:00:00","",FALSE,"Pittsburgh Steelers at Cincinnati Bengals","nfl",4347042,"2018-10-14T13:00:00",0.87,FALSE,FALSE,"2018-04-20T00:00:00","Steelers at Bengals","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042",NA,111,664,172,516,111,262,195.42366,"QRCODE",FALSE,"2018-08-24T21:53:35Z","45202","America/New_York","US",0.86166537,"Cincinnati, OH",7,"Paul Brown Stadium",1124,"Cincinnati","Paul Brown Stadium","OH",0,515,TRUE,"paul-brown-stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","1 Paul Brown Stadium","Cincinnati, OH 45202",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"20","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.92,"normal","2018-04-20T00:47:22","2018-10-14T21:00:00","",FALSE,"Indianapolis Colts at New York Jets","nfl",4346961,"2018-10-14T13:00:00",0.891,FALSE,FALSE,"2018-04-20T00:00:00","Colts at Jets","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961",NA,44,957,138,890,43,555,163.7946,"QRCODE",FALSE,"2018-08-24T21:52:02Z","07073","America/New_York","US",0.94873494,"East Rutherford, NJ",15,"MetLife Stadium",1587,"East Rutherford","MetLife Stadium","NJ",0,501,TRUE,"metlife-stadium","https://seatgeek.com/venues/metlife-stadium/tickets","1 MetLife Stadium Drive","East Rutherford, NJ 07073",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"21","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.895,"normal","2018-04-20T00:47:47","2018-10-14T21:00:00","",FALSE,"Chicago Bears at Miami Dolphins","nfl",4347081,"2018-10-14T13:00:00",0.87,FALSE,FALSE,"2018-04-20T00:00:00","Bears at Dolphins","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081",NA,87,499,203,623,104,73,225.30138,"QRCODE",FALSE,"2018-08-24T21:53:35Z","33056","America/New_York","US",0.8378203,"Miami Gardens, FL",34,"Hard Rock Stadium",29,"Miami Gardens","Hard Rock Stadium","FL",0,528,TRUE,"hard-rock-stadium","https://seatgeek.com/venues/hard-rock-stadium/tickets","347 Don Shula Dr.","Miami Gardens, FL 33056",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"22","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.871,"normal","2018-04-20T00:47:31","2018-10-14T21:00:00","",FALSE,"Los Angeles Chargers at Cleveland Browns","nfl",4346998,"2018-10-14T13:00:00",0.854,FALSE,FALSE,"2018-04-20T00:00:00","Chargers at Browns","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998",NA,67,755,107,771,67,627,140.39075,"QRCODE",FALSE,"2018-08-24T21:53:35Z","44114","America/New_York","US",0.86852187,"Cleveland, OH",6,"FirstEnergy Stadium",1123,"Cleveland","FirstEnergy Stadium","OH",0,510,TRUE,"firstenergy-stadium-15","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","100 Alfred Lerner Way","Cleveland, OH 44114",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"23","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.896,"normal","2018-04-20T01:04:06","2018-10-14T21:00:00","",FALSE,"Arizona Cardinals at Minnesota Vikings","nfl",4347145,"2018-10-14T12:00:00",0.868,FALSE,FALSE,"2018-04-20T00:00:00","Cardinals at Vikings","https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145",NA,111,999,243,492,111,386,279.59586,"QRCODE",FALSE,"2018-08-24T21:53:38Z","55415","America/Chicago","US",0.88524246,"Minneapolis, MN",15,"U.S. Bank Stadium",218451,"Minneapolis","U.S. Bank Stadium","MN",0,0,TRUE,"u-s-bank-stadium","https://seatgeek.com/venues/u-s-bank-stadium/tickets","401 Chicago Avenue","Minneapolis, MN 55415",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"24","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.88,"normal","2018-04-20T00:47:36","2018-10-14T21:00:00","",FALSE,"Buffalo Bills at Houston Texans","nfl",4347019,"2018-10-14T12:00:00",0.86,FALSE,FALSE,"2018-04-20T00:00:00","Bills at Texans","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019",NA,47,630,145,833,49,571,164.13835,"QRCODE",FALSE,"2018-08-24T21:53:35Z","77054","America/Chicago","US",0.8624192,"Houston, TX",43,"NRG Stadium",41,"Houston","NRG Stadium","TX",0,618,TRUE,"nrg-stadium","https://seatgeek.com/venues/nrg-stadium/tickets","1 Reliant Park","Houston, TX 77054",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"25","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T17:00:00",0.931,"normal","2018-04-20T00:47:18","2018-10-14T21:00:00","",FALSE,"Carolina Panthers at Washington Redskins","nfl",4346942,"2018-10-14T13:00:00",0.899,FALSE,FALSE,"2018-04-20T00:00:00","Panthers at Redskins","https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942",NA,95,298,149,804,95,87,157.67816,"QRCODE",FALSE,"2018-08-24T21:52:02Z","20785","America/New_York","US",0.9333444,"Landover, MD",6,"FedEx Field",35,"Landover","FedEx Field","MD",0,511,TRUE,"fedex-field","https://seatgeek.com/venues/fedex-field/tickets","1600 Fedex Way","Landover, MD 20785",-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"26","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T19:25:00",0.854,"normal","2018-04-20T00:47:30","2018-10-14T23:25:00","",FALSE,"Baltimore Ravens at Tennessee Titans","nfl",4346991,"2018-10-14T15:25:00",0.841,FALSE,FALSE,"2018-04-20T00:00:00","Ravens at Titans","https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991",NA,79,633,205,412,79,231,222.30302,"QRCODE",FALSE,"2018-08-24T21:53:35Z","37213","America/New_York","US",0.8546275,"Nashville, TN",15,"Nissan Stadium",1126,"Nashville","Nissan Stadium","TN",0,659,TRUE,"nissan-stadium","https://seatgeek.com/venues/nissan-stadium/tickets","1 Titans Way","Nashville, TN 37213",-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"27","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-14T20:05:00",0.885,"normal","2018-04-20T01:04:04","2018-10-15T00:05:00","",FALSE,"Los Angeles Rams at Denver Broncos","nfl",4347138,"2018-10-14T14:05:00",0.866,FALSE,FALSE,"2018-04-20T00:00:00","Rams at Broncos","https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138",NA,140,1193,265,621,140,101,321.9901,"QRCODE",FALSE,"2018-08-24T21:53:38Z","80204","America/Denver","US",0.9028296,"Denver, CO",6,"Sports Authority Field at Mile High",1131,"Denver","Sports Authority Field at Mile High","CO",0,751,TRUE,"sports-authority-field-at-mile-high","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","1701 Bryant St.","Denver, CO 80204",-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"28","2018-10-07","2018-10-07_15.37.06",TRUE,"2018-10-14T20:25:00",0.951,"normal","2018-04-05T23:08:47","2018-10-15T00:25:00","",FALSE,"Jacksonville Jaguars at Dallas Cowboys","nfl",4327923,"2018-10-14T15:25:00",0.906,FALSE,FALSE,"2018-04-05T00:00:00","Jaguars at Cowboys","https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923",NA,NA,2160,240,1745,NA,2154,296.27576,"QRCODE_TM",FALSE,"2018-10-06T23:29:11Z","76011","America/Chicago","US",0.9751414,"Arlington, TX",17,"AT&T Stadium",4965,"Arlington","AT&T Stadium","TX",0,623,TRUE,"at-t-stadium","https://seatgeek.com/venues/at-t-stadium/tickets","1 AT&T Way","Arlington, TX 76011",-97.0957,32.7459,"QRCODE_TM",FALSE,"2018-10-06T23:29:11Z"
"29","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-15T00:20:00",0.938,"normal","2018-04-20T00:47:50","2018-10-15T04:20:00","",FALSE,"Kansas City Chiefs at New England Patriots","nfl",4347095,"2018-10-14T20:20:00",0.894,FALSE,FALSE,"2018-04-20T00:00:00","Chiefs at Patriots","https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095",NA,196,1014,349,551,196,104,413.73077,"QRCODE",FALSE,"2018-08-24T21:53:35Z","02035","America/New_York","US",0.8983344,"Foxborough, MA",13,"Gillette Stadium",33,"Foxborough","Gillette Stadium","MA",0,506,TRUE,"gillette-stadium","https://seatgeek.com/venues/gillette-stadium/tickets","1 Patriot Place","Foxborough, MA 02035",-71.2674,42.0906,"NONE",FALSE,"2018-08-22T15:36:58Z"
"30","2018-10-07","2018-10-07_15.37.06",FALSE,"2018-10-16T00:15:00",0.923,"normal","2018-04-20T00:47:13","2018-10-16T04:15:00","",FALSE,"San Francisco 49ers at Green Bay Packers","nfl",4346914,"2018-10-15T19:15:00",0.876,FALSE,FALSE,"2018-04-20T00:00:00","49ers at Packers","https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914",NA,117,1093,247,544,142,163,269.13498,"QRCODE",FALSE,"2018-08-24T21:53:38Z","54304","America/Chicago","US",0.92909414,"Green Bay, WI",5,"Lambeau Field",1125,"Green Bay","Lambeau Field","WI",0,658,TRUE,"lambeau-field","https://seatgeek.com/venues/lambeau-field/tickets","1265 Lombardi Avenue","Green Bay, WI 54304",-88.0622,44.5013,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
