"","date","timestamp","is_open","time_tbd","visible_until_utc","score","type","description","announce_date","id","datetime_tbd","created_at","popularity","status","url","date_tbd","datetime_utc","short_title","title","datetime_local","general_admission","visible_listing_count","highest_price","lowest_price","average_price","lowest_price_good_deals","median_price","listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","metro_code","display_location","name","score_venue","extended_address","id_venue","has_upcoming_events","state","popularity_venue","timezone","country","city","postal_code","num_upcoming_events","address","url_venue","slug","name_v2","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"11","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-17T00:05:00",0.946,"nfl","","2018-04-20T00:00:00",4347119,FALSE,"2018-04-20T00:47:54",0.795,"normal","https://seatgeek.com/lions-at-49ers-tickets/9-16-2018-santa-clara-california-levi-s-stadium/nfl/4347119",FALSE,"2018-09-16T20:05:00","Lions at 49ers","Detroit Lions at San Francisco 49ers","2018-09-16T13:05:00",NA,473,557,83,176.827,78,171,289,"QRCODE",FALSE,"2018-08-24T18:24:41Z",0,"Santa Clara, CA","Levi's Stadium",0.95768774,"Santa Clara, CA 95054",58670,TRUE,"CA",0,"America/Los_Angeles","US","Santa Clara","95054",13,"4900 Marie P DeBartolo Way","https://seatgeek.com/venues/levi-s-stadium/tickets","levi-s-stadium","Levi's Stadium",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"12","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-17T00:05:00",0.862,"nfl","","2018-04-20T00:00:00",4346924,FALSE,"2018-04-20T00:47:15",0.732,"normal","https://seatgeek.com/cardinals-at-rams-tickets/9-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346924",FALSE,"2018-09-16T20:05:00","Cardinals at Rams","Arizona Cardinals at Los Angeles Rams","2018-09-16T13:05:00",NA,1144,308,13,47.1776,12,33,884,"QRCODE",FALSE,"2018-08-24T17:04:03Z",0,"Los Angeles, CA","Los Angeles Memorial Coliseum",0.86898464,"Los Angeles, CA 90037",51012,TRUE,"CA",0,"America/Los_Angeles","US","Los Angeles","90037",12,"3911 S Figueroa St","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum",-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"13","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-17T00:25:00",0.922,"nfl","","2018-04-20T00:00:00",4347149,FALSE,"2018-04-20T01:04:06",0.777,"normal","https://seatgeek.com/raiders-at-broncos-tickets/9-16-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347149",FALSE,"2018-09-16T20:25:00","Raiders at Broncos","Oakland Raiders at Denver Broncos","2018-09-16T14:25:00",NA,627,703,122,296.93506,134,286,77,"QRCODE",FALSE,"2018-08-24T18:24:52Z",751,"Denver, CO","Sports Authority Field at Mile High",0.9028296,"Denver, CO 80204",1131,TRUE,"CO",0,"America/Denver","US","Denver","80204",7,"1701 Bryant Street","https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets","sports-authority-field-at-mile-high","Sports Authority Field at Mile High",-105.02,39.74,"QRCODE_TM",FALSE,"2015-08-07T18:39:02Z"
"14","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-17T00:25:00",0.924,"nfl","","2018-04-20T00:00:00",4346951,FALSE,"2018-04-20T00:47:19",0.778,"normal","https://seatgeek.com/patriots-at-jaguars-tickets/9-16-2018-jacksonville-florida-everbank-field/nfl/4346951",FALSE,"2018-09-16T20:25:00","Patriots at Jaguars","New England Patriots at Jacksonville Jaguars","2018-09-16T16:25:00",NA,452,910,107,208.92064,105,182,126,"QRCODE",FALSE,"2018-08-24T18:23:21Z",561,"Jacksonville, FL","EverBank Field",0.83759147,"Jacksonville, FL 32202",5178,TRUE,"FL",0,"America/New_York","US","Jacksonville","32202",10,"1 Everbank Field Dr","https://seatgeek.com/venues/everbank-field/tickets","everbank-field","EverBank Field",-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"15","2018-09-15","2018-09-15_11.02.57",TRUE,FALSE,"2018-09-17T04:20:00",1.004,"nfl","","2018-04-05T00:00:00",4327925,FALSE,"2018-04-05T23:08:47",1.004,"normal","https://seatgeek.com/giants-at-cowboys-tickets/9-16-2018-arlington-texas-at-t-stadium/nfl/4327925",FALSE,"2018-09-17T00:20:00","Giants at Cowboys","New York Giants at Dallas Cowboys","2018-09-16T19:20:00",NA,1473,14959,26,270.51572,26,198,1749,"QRCODE",FALSE,"2018-04-17T22:02:33Z",623,"Arlington, TX","AT&T Stadium",0.9751414,"Arlington, TX 76011",4965,TRUE,"TX",0,"America/Chicago","US","Arlington","76011",23,"1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","AT&T Stadium",-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"16","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-18T04:15:00",0.963,"nfl","","2018-04-20T00:00:00",4347010,FALSE,"2018-04-20T00:47:34",0.992,"normal","https://seatgeek.com/seahawks-at-bears-tickets/9-17-2018-chicago-illinois-soldier-field/nfl/4347010",FALSE,"2018-09-18T00:15:00","Seahawks at Bears","Seattle Seahawks at Chicago Bears","2018-09-17T19:15:00",NA,353,1200,144,357.47223,144,288,36,"QRCODE",FALSE,"2018-08-24T18:25:05Z",602,"Chicago, IL","Soldier Field",0.940013,"Chicago, IL 60605",31,TRUE,"IL",0,"America/Chicago","US","Chicago","60605",12,"1410 S. Museum Campus Drive","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","Soldier Field",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"17","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-21T04:20:00",0.872,"nfl","","2018-04-20T00:00:00",4347000,FALSE,"2018-04-20T00:47:31",0.917,"normal","https://seatgeek.com/jets-at-browns-tickets/9-20-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4347000",FALSE,"2018-09-21T00:20:00","Jets at Browns","New York Jets at Cleveland Browns","2018-09-20T20:20:00",NA,822,596,45,99.487656,40,80,486,"QRCODE",FALSE,"2018-08-24T18:25:16Z",510,"Cleveland, OH","FirstEnergy Stadium",0.86852187,"Cleveland, OH 44114",1123,TRUE,"OH",0,"America/New_York","US","Cleveland","44114",7,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"18","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T04:00:00",0.497,"ncaa_football","","2018-01-31T00:00:00",4241762,FALSE,"2018-01-31T15:00:53",0.65,"normal","https://seatgeek.com/south-alabama-jaguars-at-memphis-tigers-football-tickets/ncaa-football/2018-09-22-7-pm/4241762",FALSE,"2018-09-23T00:00:00","South Alabama at Memphis","South Alabama Jaguars at Memphis Tigers Football","2018-09-22T19:00:00",NA,80,245,23,57.711765,23,43,170,NA,NA,NA,640,"Memphis, TN","Liberty Bowl Stadium",0.6733288,"Memphis, TN 38104",2827,TRUE,"TN",0,"America/Chicago","US","Memphis","38104",6,"335 South Hollywood St","https://seatgeek.com/venues/liberty-bowl-stadium/tickets","liberty-bowl-stadium","Liberty Bowl Stadium",-89.98,35.12,NA,NA,NA
"19","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.906,"nfl","","2018-04-20T00:00:00",4347088,FALSE,"2018-04-20T00:47:48",0.927,"normal","https://seatgeek.com/raiders-at-dolphins-tickets/9-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347088",FALSE,"2018-09-23T17:00:00","Raiders at Dolphins","Oakland Raiders at Miami Dolphins","2018-09-23T13:00:00",NA,NA,452,61,172.2,61,NA,161,"QRCODE",FALSE,"2018-08-24T20:34:12Z",528,"Miami Gardens, FL","Hard Rock Stadium",0.8378203,"Miami Gardens, FL 33056",29,TRUE,"FL",0,"America/New_York","US","Miami Gardens","33056",38,"347 Don Shula Dr.","https://seatgeek.com/venues/hard-rock-stadium/tickets","hard-rock-stadium","Hard Rock Stadium",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"20","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.934,"nfl","","2018-04-20T00:00:00",4347142,FALSE,"2018-04-20T01:04:05",0.945,"normal","https://seatgeek.com/bills-at-vikings-tickets/9-23-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347142",FALSE,"2018-09-23T17:00:00","Bills at Vikings","Buffalo Bills at Minnesota Vikings","2018-09-23T12:00:00",NA,719,945,91,241.27948,91,218,458,"QRCODE",FALSE,"2018-08-23T16:03:24Z",0,"Minneapolis, MN","U.S. Bank Stadium",0.88524246,"Minneapolis, MN 55415",218451,TRUE,"MN",0,"America/Chicago","US","Minneapolis","55415",13,"401 Chicago Avenue","https://seatgeek.com/venues/u-s-bank-stadium/tickets","u-s-bank-stadium","U.S. Bank Stadium",-93.26,44.97,"NONE",FALSE,"2018-08-22T15:34:15Z"
"21","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.955,"nfl","","2018-04-20T00:00:00",4346963,FALSE,"2018-04-20T00:47:23",0.961,"normal","https://seatgeek.com/colts-at-eagles-tickets/9-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346963",FALSE,"2018-09-23T17:00:00","Colts at Eagles","Indianapolis Colts at Philadelphia Eagles","2018-09-23T13:00:00",NA,744,1186,205,382.49026,153,341,257,"QRCODE",FALSE,"2018-08-24T18:26:28Z",504,"Philadelphia, PA","Lincoln Financial Field",0.90542686,"Philadelphia, PA 19148",330,TRUE,"PA",0,"America/New_York","US","Philadelphia","19148",16,"1020 Pattison Ave","https://seatgeek.com/venues/lincoln-financial-field/tickets","lincoln-financial-field","Lincoln Financial Field",-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"22","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",1.01,"nfl","","2018-04-20T00:00:00",4346943,FALSE,"2018-04-20T00:47:18",1.007,"normal","https://seatgeek.com/packers-at-redskins-tickets/9-23-2018-landover-maryland-fedex-field/nfl/4346943",FALSE,"2018-09-23T17:00:00","Packers at Redskins","Green Bay Packers at Washington Redskins","2018-09-23T13:00:00",NA,1060,964,165,299.46875,152,275,736,"QRCODE",FALSE,"2018-08-24T18:25:58Z",511,"Landover, MD","FedEx Field",0.9333444,"Landover, MD 20785",35,TRUE,"MD",0,"America/New_York","US","Landover","20785",8,"1600 Fedex Way","https://seatgeek.com/venues/fedex-field/tickets","fedex-field","FedEx Field",-76.8658,38.9071,"QRCODE_TM",FALSE,"2015-09-12T14:13:58Z"
"23","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.939,"nfl","","2018-04-20T00:00:00",4346985,FALSE,"2018-04-20T00:47:28",0.951,"normal","https://seatgeek.com/49ers-at-chiefs-tickets/9-23-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346985",FALSE,"2018-09-23T17:00:00","49ers at Chiefs","San Francisco 49ers at Kansas City Chiefs","2018-09-23T12:00:00",NA,1090,655,73,196.80577,73,189,1040,"QRCODE",FALSE,"2018-08-24T18:27:03Z",616,"Kansas City, MO","Arrowhead Stadium",0.8827867,"Kansas City, MO 64129",1128,TRUE,"MO",0,"America/Chicago","US","Kansas City","64129",9,"1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","Arrowhead Stadium",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"24","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.961,"nfl","","2018-04-20T00:00:00",4347053,FALSE,"2018-04-20T00:47:42",0.965,"normal","https://seatgeek.com/saints-at-falcons-tickets/9-23-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347053",FALSE,"2018-09-23T17:00:00","Saints at Falcons","New Orleans Saints at Atlanta Falcons","2018-09-23T13:00:00",NA,810,1313,156,310.40366,145,284,545,"QRCODE",FALSE,"2018-08-24T18:29:05Z",0,"Atlanta, GA","Mercedes-Benz Stadium",0.76958936,"Atlanta, GA 30313",419590,TRUE,"GA",0,"America/New_York","US","Atlanta","30313",20,"35 Northside Dr NW","https://seatgeek.com/venues/mercedes-benz-stadium/tickets","mercedes-benz-stadium","Mercedes-Benz Stadium",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"25","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.9,"nfl","","2018-04-20T00:00:00",4347045,FALSE,"2018-04-20T00:47:41",0.924,"normal","https://seatgeek.com/bengals-at-panthers-tickets/9-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347045",FALSE,"2018-09-23T17:00:00","Bengals at Panthers","Cincinnati Bengals at Carolina Panthers","2018-09-23T13:00:00",NA,789,685,74,162.76534,74,118,375,"QRCODE",FALSE,"2018-08-24T18:28:54Z",517,"Charlotte, NC","Bank of America Stadium",0.8968222,"Charlotte, NC 28202",1122,TRUE,"NC",0,"America/New_York","US","Charlotte","28202",9,"800 South Mint Street","https://seatgeek.com/venues/bank-of-america-stadium/tickets","bank-of-america-stadium","Bank of America Stadium",-80.8524,35.2243,"QRCODE_TM",FALSE,"2015-09-25T18:23:51Z"
"26","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.913,"nfl","","2018-04-20T00:00:00",4347072,FALSE,"2018-04-20T00:47:45",0.932,"normal","https://seatgeek.com/broncos-at-ravens-tickets/9-23-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347072",FALSE,"2018-09-23T17:00:00","Broncos at Ravens","Denver Broncos at Baltimore Ravens","2018-09-23T13:00:00",NA,834,707,67,147.76904,67,112,420,"QRCODE",FALSE,"2018-08-24T18:29:20Z",512,"Baltimore, MD","M&T Bank Stadium",0.8927189,"Baltimore, MD 21230",1121,TRUE,"MD",0,"America/New_York","US","Baltimore","21230",8,"1101 Russell St","https://seatgeek.com/venues/m-t-bank-stadium/tickets","m-t-bank-stadium","M&T Bank Stadium",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"27","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.944,"nfl","","2018-04-20T00:00:00",4347021,FALSE,"2018-04-20T00:47:36",0.955,"normal","https://seatgeek.com/giants-at-texans-tickets/9-23-2018-houston-texas-nrg-stadium/nfl/4347021",FALSE,"2018-09-23T17:00:00","Giants at Texans","New York Giants at Houston Texans","2018-09-23T12:00:00",NA,679,1158,104,295.1264,104,272,269,"QRCODE",FALSE,"2018-08-24T18:27:18Z",618,"Houston, TX","NRG Stadium",0.8624192,"Houston, TX 77054",41,TRUE,"TX",0,"America/Chicago","US","Houston","77054",46,"1 Reliant Park","https://seatgeek.com/venues/nrg-stadium/tickets","nrg-stadium","NRG Stadium",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"28","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-23T21:00:00",0.818,"nfl","","2018-04-20T00:00:00",4346950,FALSE,"2018-04-20T00:47:19",0.865,"normal","https://seatgeek.com/titans-at-jaguars-tickets/9-23-2018-jacksonville-florida-everbank-field/nfl/4346950",FALSE,"2018-09-23T17:00:00","Titans at Jaguars","Tennessee Titans at Jacksonville Jaguars","2018-09-23T13:00:00",NA,790,775,38,100.50292,38,70,513,"QRCODE",FALSE,"2018-08-24T18:26:19Z",561,"Jacksonville, FL","EverBank Field",0.83759147,"Jacksonville, FL 32202",5178,TRUE,"FL",0,"America/New_York","US","Jacksonville","32202",10,"1 Everbank Field Dr","https://seatgeek.com/venues/everbank-field/tickets","everbank-field","EverBank Field",-81.6373,30.3239,"QRCODE_TM",FALSE,"2015-10-17T20:03:42Z"
"29","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-24T00:05:00",0.894,"nfl","","2018-04-20T00:00:00",4346923,FALSE,"2018-04-20T00:47:14",0.916,"normal","https://seatgeek.com/chargers-at-rams-tickets/9-23-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346923",FALSE,"2018-09-23T20:05:00","Chargers at Rams","Los Angeles Chargers at Los Angeles Rams","2018-09-23T13:05:00",NA,1361,481,52,130.98393,51,105,934,"QRCODE",FALSE,"2018-09-05T22:17:11Z",0,"Los Angeles, CA","Los Angeles Memorial Coliseum",0.86898464,"Los Angeles, CA 90037",51012,TRUE,"CA",0,"America/Los_Angeles","US","Los Angeles","90037",12,"3911 S Figueroa St","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum",-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"30","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-24T00:25:00",0.991,"nfl","","2018-04-20T00:00:00",4347129,FALSE,"2018-04-20T00:47:56",0.988,"normal","https://seatgeek.com/cowboys-at-seahawks-tickets/9-23-2018-seattle-washington-centurylink-field/nfl/4347129",FALSE,"2018-09-23T20:25:00","Cowboys at Seahawks","Dallas Cowboys at Seattle Seahawks","2018-09-23T13:25:00",NA,412,3079,237,659.5987,237,601,152,"QRCODE",FALSE,"2018-03-02T22:54:54Z",819,"Seattle, WA","CenturyLink Field",0.87232786,"Seattle, WA 98134",339,TRUE,"WA",0,"America/Los_Angeles","US","Seattle","98134",19,"800 Occidental Ave S","https://seatgeek.com/venues/centurylink-field/tickets","centurylink-field","CenturyLink Field",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"31","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-24T00:25:00",0.973,"nfl","","2018-04-20T00:00:00",4347104,FALSE,"2018-04-20T00:47:52",0.979,"normal","https://seatgeek.com/bears-at-cardinals-tickets/9-23-2018-glendale-arizona-state-farm-stadium/nfl/4347104",FALSE,"2018-09-23T20:25:00","Bears at Cardinals","Chicago Bears at Arizona Cardinals","2018-09-23T13:25:00",NA,870,653,77,204.05756,77,180,417,"QRCODE",FALSE,"2018-08-24T20:34:25Z",753,"Glendale, AZ","State Farm Stadium",0.93402725,"Glendale, AZ 85305",43,TRUE,"AZ",0,"America/Phoenix","US","Glendale","85305",10,"1 Cardinals Drive","https://seatgeek.com/venues/state-farm-stadium/tickets","state-farm-stadium","State Farm Stadium",-112.262,33.5294,"NONE",FALSE,"2015-12-21T17:26:05Z"
"32","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-24T04:20:00",0.997,"nfl","","2018-04-20T00:00:00",4347028,FALSE,"2018-04-20T00:47:37",0.991,"normal","https://seatgeek.com/patriots-at-lions-tickets/9-23-2018-detroit-michigan-ford-field/nfl/4347028",FALSE,"2018-09-24T00:20:00","Patriots at Lions","New England Patriots at Detroit Lions","2018-09-23T20:20:00",NA,928,2392,140,307.36514,140,267,419,"QRCODE",FALSE,"2018-08-24T18:27:28Z",505,"Detroit, MI","Ford Field",0.9029952,"Detroit, MI 48226",346,TRUE,"MI",0,"America/Detroit","US","Detroit","48226",9,"2000 Brush St.","https://seatgeek.com/venues/ford-field/tickets","ford-field","Ford Field",-83.0459,42.34,"NONE",FALSE,"2015-11-04T17:31:52Z"
"33","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-25T04:15:00",0.915,"nfl","","2018-04-20T00:00:00",4346932,FALSE,"2018-04-20T00:47:16",0.924,"normal","https://seatgeek.com/steelers-at-buccaneers-tickets/9-24-2018-tampa-florida-raymond-james-stadium/nfl/4346932",FALSE,"2018-09-25T00:15:00","Steelers at Buccaneers","Pittsburgh Steelers at Tampa Bay Buccaneers","2018-09-24T20:15:00",NA,250,1037,143,381.65216,142,313,23,"QRCODE",FALSE,"2018-08-24T20:35:07Z",539,"Tampa, FL","Raymond James Stadium",0.86513025,"Tampa, FL 33607",39,TRUE,"FL",0,"America/New_York","US","Tampa","33607",15,"4201 North Dale Mabry Highway","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium","Raymond James Stadium",-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"34","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-28T04:20:00",0.914,"nfl","","2018-04-20T00:00:00",4346922,FALSE,"2018-04-20T00:47:14",0.914,"normal","https://seatgeek.com/vikings-at-rams-tickets/9-27-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346922",FALSE,"2018-09-28T00:20:00","Vikings at Rams","Minnesota Vikings at Los Angeles Rams","2018-09-27T17:20:00",NA,1134,991,72,216.5173,63,169,549,"QRCODE",FALSE,"2018-09-05T22:17:16Z",0,"Los Angeles, CA","Los Angeles Memorial Coliseum",0.86898464,"Los Angeles, CA 90037",51012,TRUE,"CA",0,"America/Los_Angeles","US","Los Angeles","90037",12,"3911 S Figueroa St","https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets","los-angeles-memorial-coliseum-1","Los Angeles Memorial Coliseum",-118.288,34.0138,"QRCODE",FALSE,"2018-08-23T17:59:28Z"
"35","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-29T03:00:00",0.354,"sports","","2018-06-05T00:00:00",4401810,FALSE,"2018-06-05T16:00:59",0.517,"normal","https://seatgeek.com/arkansas-razorbacks-at-kentucky-wildcats-womens-volleyball-tickets/sport/2018-09-28-7-pm/4401810",FALSE,"2018-09-28T23:00:00","Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball","Arkansas Razorbacks at Kentucky Wildcats Womens Volleyball","2018-09-28T19:00:00",NA,6,35,13,31.333334,NA,35,6,NA,NA,NA,541,"Lexington, KY","Memorial Coliseum",0.4125833,"Lexington, KY 40506",5102,TRUE,"KY",0,"America/New_York","US","Lexington","40506",26,"201 Avenue of Champions","https://seatgeek.com/venues/memorial-coliseum-1/tickets","memorial-coliseum-1","Memorial Coliseum",-84.5,38.04,NA,NA,NA
"36","2018-09-15","2018-09-15_11.02.57",TRUE,TRUE,"2018-09-30T05:00:00",0.947,"ncaa_football","*Child Policy::  Everyone, regardless of age, requires a ticket for entry.
*Donations::  Club seat purchases include a donation made to the respective school.
*Bag Policy::   All approved bags are subject to inspection upon entry and are subject to additional inspections within AT&amp;T Stadium. AT&amp;T Stadium has modified its security policy by limiting the size and style of bags allowed in the stadium.  Visit www.attstadium.com/bags for more information.","2017-12-05T00:00:00",4163969,FALSE,"2017-12-05T15:00:24",0.957,"normal","https://seatgeek.com/southwest-classic-arkansas-vs-texas-aandm-tickets/ncaa-football/2018-09-29-3-30-am/4163969",FALSE,"2018-09-29T08:30:00","Southwest Classic: Arkansas vs Texas A&M","Southwest Classic: Arkansas vs Texas A&M","2018-09-29T03:30:00",NA,934,29213,102,430.24286,102,262,1964,"QRCODE",FALSE,"2018-04-17T22:02:33Z",623,"Arlington, TX","AT&T Stadium",0.9751414,"Arlington, TX 76011",4965,TRUE,"TX",0,"America/Chicago","US","Arlington","76011",23,"1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","AT&T Stadium",-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"37","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-29T23:30:00",0.46,"ncaa_football","","2018-02-28T00:00:00",4281951,FALSE,"2018-02-28T15:00:11",0.591,"normal","https://seatgeek.com/south-alabama-jaguars-at-appalachian-state-mountaineers-football-tickets/ncaa-football/2018-09-29-3-30-pm/4281951",FALSE,"2018-09-29T19:30:00","South Alabama at Appalachian State","South Alabama Jaguars at Appalachian State Mountaineers Football","2018-09-29T15:30:00",NA,88,215,46,93.61585,46,83,164,NA,NA,NA,517,"Boone, NC","Kidd Brewer Stadium",0.57884717,"Boone, NC 28607",3723,TRUE,"NC",0,"America/New_York","US","Boone","28607",6,"1 Kidd Brewer Stadium","https://seatgeek.com/venues/kidd-brewer-stadium/tickets","kidd-brewer-stadium","Kidd Brewer Stadium",-81.6856,36.2116,NA,NA,NA
"38","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-30T20:00:00",0.931,"nfl","","2018-04-20T00:00:00",4346992,FALSE,"2018-04-20T00:47:30",0.92,"normal","https://seatgeek.com/eagles-at-titans-tickets/9-30-2018-nashville-tennessee-nissan-stadium/nfl/4346992",FALSE,"2018-09-30T16:00:00","Eagles at Titans","Philadelphia Eagles at Tennessee Titans","2018-09-30T12:00:00",NA,552,927,196,432.59756,196,408,328,"QRCODE",FALSE,"2018-08-24T20:47:49Z",659,"Nashville, TN","Nissan Stadium",0.8546275,"Nashville, TN 37213",1126,TRUE,"TN",0,"America/New_York","US","Nashville","37213",15,"1 Titans Way","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium","Nissan Stadium",-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"39","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-30T21:00:00",0.943,"nfl","","2018-04-20T00:00:00",4346911,FALSE,"2018-04-20T00:47:13",0.931,"normal","https://seatgeek.com/bills-at-packers-tickets/9-30-2018-green-bay-wisconsin-lambeau-field/nfl/4346911",FALSE,"2018-09-30T17:00:00","Bills at Packers","Buffalo Bills at Green Bay Packers","2018-09-30T12:00:00",NA,495,864,196,394.67407,174,371,135,"QRCODE",FALSE,"2018-08-24T20:38:24Z",658,"Green Bay, WI","Lambeau Field",0.92909414,"Green Bay, WI 54304",1125,TRUE,"WI",0,"America/Chicago","US","Green Bay","54304",7,"1265 Lombardi Avenue","https://seatgeek.com/venues/lambeau-field/tickets","lambeau-field","Lambeau Field",-88.0622,44.5013,"QRCODE_TM",FALSE,"2015-09-02T22:43:34Z"
"40","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-09-30T21:00:00",0.941,"nfl","","2018-04-20T00:00:00",4347009,FALSE,"2018-04-20T00:47:33",0.928,"normal","https://seatgeek.com/buccaneers-at-bears-tickets/9-30-2018-chicago-illinois-soldier-field/nfl/4347009",FALSE,"2018-09-30T17:00:00","Buccaneers at Bears","Tampa Bay Buccaneers at Chicago Bears","2018-09-30T12:00:00",NA,579,1017,133,340.07245,133,290,69,"QRCODE",FALSE,"2018-08-24T20:48:11Z",602,"Chicago, IL","Soldier Field",0.940013,"Chicago, IL 60605",31,TRUE,"IL",0,"America/Chicago","US","Chicago","60605",12,"1410 S. Museum Campus Drive","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","Soldier Field",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
