"","date","timestamp","is_open","time_tbd","visible_until_utc","score","type","description","announce_date","id","datetime_tbd","created_at","popularity","status","url","date_tbd","datetime_utc","short_title","title","datetime_local","general_admission","visible_listing_count","highest_price","lowest_price","average_price","lowest_price_good_deals","median_price","listing_count","method_accessMethod","employee_only_accessMethod","created_at_accessMethod","metro_code","display_location","name","score_venue","extended_address","id_venue","has_upcoming_events","state","popularity_venue","timezone","country","city","postal_code","num_upcoming_events","address","url_venue","slug","name_v2","lon","lat","method_AccessMethod","employee_only_AccessMethod","created_at_AccessMethod"
"126","2018-09-15","2018-09-15_11.02.57",TRUE,FALSE,"2018-11-06T05:15:00",0.991,"nfl","","2018-04-05T00:00:00",4327922,FALSE,"2018-04-05T23:08:47",0.928,"normal","https://seatgeek.com/titans-at-cowboys-tickets/11-5-2018-arlington-texas-at-t-stadium/nfl/4327922",FALSE,"2018-11-06T01:15:00","Titans at Cowboys","Tennessee Titans at Dallas Cowboys","2018-11-05T19:15:00",NA,2662,6034,23,286.13678,23,227,3758,"QRCODE",FALSE,"2018-04-17T22:02:33Z",623,"Arlington, TX","AT&T Stadium",0.9751414,"Arlington, TX 76011",4965,TRUE,"TX",0,"America/Chicago","US","Arlington","76011",23,"1 AT&T Way","https://seatgeek.com/venues/at-t-stadium/tickets","at-t-stadium","AT&T Stadium",-97.0957,32.7459,"QRCODE",FALSE,"2018-04-17T22:02:33Z"
"127","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-09T05:20:00",0.929,"nfl","","2018-04-20T00:00:00",4347075,FALSE,"2018-04-20T00:47:46",0.878,"normal","https://seatgeek.com/panthers-at-steelers-tickets/11-8-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347075",FALSE,"2018-11-09T01:20:00","Panthers at Steelers","Carolina Panthers at Pittsburgh Steelers","2018-11-08T20:20:00",NA,1107,1197,88,209.68272,88,164,602,"QRCODE",FALSE,"2018-08-24T21:53:39Z",508,"Pittsburgh, PA","Heinz Field",0.9033526,"Pittsburgh, PA 15212",1119,TRUE,"PA",0,"America/New_York","US","Pittsburgh","15212",12,"100 Art Rooney Avenue","https://seatgeek.com/venues/heinz-field/tickets","heinz-field","Heinz Field",-80.0158,40.4468,"QRCODE_TM",FALSE,"2015-12-08T15:36:23Z"
"128","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T21:00:00",0.966,"nfl","","2018-04-20T00:00:00",4346990,FALSE,"2018-04-20T00:47:30",0.904,"normal","https://seatgeek.com/patriots-at-titans-tickets/11-11-2018-nashville-tennessee-nissan-stadium/nfl/4346990",FALSE,"2018-11-11T17:00:00","Patriots at Titans","New England Patriots at Tennessee Titans","2018-11-11T12:00:00",NA,605,1932,209,568.6067,209,512,328,"QRCODE",FALSE,"2018-08-24T21:53:40Z",659,"Nashville, TN","Nissan Stadium",0.8546275,"Nashville, TN 37213",1126,TRUE,"TN",0,"America/New_York","US","Nashville","37213",15,"1 Titans Way","https://seatgeek.com/venues/nissan-stadium/tickets","nissan-stadium","Nissan Stadium",-86.7713,36.1665,"NONE",FALSE,"2015-10-19T15:09:39Z"
"129","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.902,"nfl","","2018-04-20T00:00:00",4346980,FALSE,"2018-04-20T00:47:27",0.854,"normal","https://seatgeek.com/cardinals-at-chiefs-tickets/11-11-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346980",FALSE,"2018-11-11T18:00:00","Cardinals at Chiefs","Arizona Cardinals at Kansas City Chiefs","2018-11-11T12:00:00",NA,1042,11704,40,156.30414,40,127,845,"QRCODE",FALSE,"2018-08-24T21:53:40Z",616,"Kansas City, MO","Arrowhead Stadium",0.8827867,"Kansas City, MO 64129",1128,TRUE,"MO",0,"America/Chicago","US","Kansas City","64129",9,"1 Arrowhead Drive","https://seatgeek.com/venues/arrowhead-stadium/tickets","arrowhead-stadium","Arrowhead Stadium",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"130","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.906,"nfl","","2018-04-20T00:00:00",4347040,FALSE,"2018-04-20T00:47:40",0.856,"normal","https://seatgeek.com/saints-at-bengals-tickets/11-11-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347040",FALSE,"2018-11-11T18:00:00","Saints at Bengals","New Orleans Saints at Cincinnati Bengals","2018-11-11T13:00:00",NA,864,414,53,117.545105,51,105,521,"QRCODE",FALSE,"2018-08-24T21:53:40Z",515,"Cincinnati, OH","Paul Brown Stadium",0.86166537,"Cincinnati, OH 45202",1124,TRUE,"OH",0,"America/New_York","US","Cincinnati","45202",7,"1 Paul Brown Stadium","https://seatgeek.com/venues/paul-brown-stadium/tickets","paul-brown-stadium","Paul Brown Stadium",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"131","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.926,"nfl","","2018-04-20T00:00:00",4347006,FALSE,"2018-04-20T00:47:32",0.872,"normal","https://seatgeek.com/lions-at-bears-tickets/11-11-2018-chicago-illinois-soldier-field/nfl/4347006",FALSE,"2018-11-11T18:00:00","Lions at Bears","Detroit Lions at Chicago Bears","2018-11-11T12:00:00",NA,928,1197,122,309.8589,115,278,163,"QRCODE",FALSE,"2018-08-24T21:53:40Z",602,"Chicago, IL","Soldier Field",0.940013,"Chicago, IL 60605",31,TRUE,"IL",0,"America/Chicago","US","Chicago","60605",12,"1410 S. Museum Campus Drive","https://seatgeek.com/venues/soldier-field/tickets","soldier-field","Soldier Field",-87.6159,41.8623,"NONE",FALSE,"2018-06-02T00:44:08Z"
"132","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.88,"nfl","","2018-04-20T00:00:00",4346958,FALSE,"2018-04-20T00:47:22",0.842,"normal","https://seatgeek.com/jaguars-at-colts-tickets/11-11-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346958",FALSE,"2018-11-11T18:00:00","Jaguars at Colts","Jacksonville Jaguars at Indianapolis Colts","2018-11-11T13:00:00",NA,1087,1198,33,106.391365,33,87,741,"QRCODE",FALSE,"2018-08-24T21:53:40Z",527,"Indianapolis, IN","Lucas Oil Stadium",0.9071682,"Indianapolis, IN 46225",1130,TRUE,"IN",0,"America/Indiana/Indianapolis","US","Indianapolis","46225",13,"500 South Capitol Avenue","https://seatgeek.com/venues/lucas-oil-stadium/tickets","lucas-oil-stadium","Lucas Oil Stadium",-86.1639,39.7601,"QRCODE_TM",FALSE,"2018-09-13T22:29:37Z"
"133","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.903,"nfl","","2018-04-20T00:00:00",4346930,FALSE,"2018-04-20T00:47:16",0.853,"normal","https://seatgeek.com/redskins-at-buccaneers-tickets/11-11-2018-tampa-florida-raymond-james-stadium/nfl/4346930",FALSE,"2018-11-11T18:00:00","Redskins at Buccaneers","Washington Redskins at Tampa Bay Buccaneers","2018-11-11T13:00:00",NA,388,528,83,228.92308,71,180,26,"QRCODE",FALSE,"2018-08-24T21:53:40Z",539,"Tampa, FL","Raymond James Stadium",0.86513025,"Tampa, FL 33607",39,TRUE,"FL",0,"America/New_York","US","Tampa","33607",15,"4201 North Dale Mabry Highway","https://seatgeek.com/venues/raymond-james-stadium/tickets","raymond-james-stadium","Raymond James Stadium",-82.5034,27.9753,"QRCODE_TM",FALSE,"2015-08-24T14:44:53Z"
"134","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.891,"nfl","","2018-04-20T00:00:00",4346996,FALSE,"2018-04-20T00:47:31",0.849,"normal","https://seatgeek.com/falcons-at-browns-tickets/11-11-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346996",FALSE,"2018-11-11T18:00:00","Falcons at Browns","Atlanta Falcons at Cleveland Browns","2018-11-11T13:00:00",NA,NA,1172,31,96.09,33,NA,1144,"QRCODE",FALSE,"2018-08-24T21:53:40Z",510,"Cleveland, OH","FirstEnergy Stadium",0.86852187,"Cleveland, OH 44114",1123,TRUE,"OH",0,"America/New_York","US","Cleveland","44114",7,"100 Alfred Lerner Way","https://seatgeek.com/venues/firstenergy-stadium-15/tickets","firstenergy-stadium-15","FirstEnergy Stadium",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"135","2018-09-15","2018-09-15_11.02.57",FALSE,FALSE,"2018-11-11T22:00:00",0.935,"nfl","","2018-04-20T00:00:00",4347060,FALSE,"2018-04-20T00:47:43",0.876,"normal","https://seatgeek.com/bills-at-jets-tickets/11-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347060",FALSE,"2018-11-11T18:00:00","Bills at Jets","Buffalo Bills at New York Jets","2018-11-11T13:00:00",NA,1271,871,48,152.95847,48,127,939,"QRCODE",FALSE,"2018-08-24T21:53:40Z",501,"East Rutherford, NJ","MetLife Stadium",0.94873494,"East Rutherford, NJ 07073",1587,TRUE,"NJ",0,"America/New_York","US","East Rutherford","07073",18,"1 MetLife Stadium Drive","https://seatgeek.com/venues/metlife-stadium/tickets","metlife-stadium","MetLife Stadium",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
