"","eventID","eventType","game","gameName_short","V5","venueID","lowest_price","highest_price","average_price","listing_count","lowest_price_good_deals","announce_date","created_at","visible_until_utc","status","url"
"163","4347049","nfl","Dallas Cowboys at Atlanta Falcons","Cowboys at Falcons","Mercedes-Benz Stadium","419590","213","2946","534.64","1608","213","2018-04-20T00:00:00","2018-04-20T00:47:41","2018-11-18T22:00:00","normal","https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049"
"164","4346969","nfl","Philadelphia Eagles at New Orleans Saints","Eagles at Saints","Mercedes-Benz Superdome","128","160","123594","488.57","1309","160","2018-04-20T00:00:00","2018-04-20T00:47:25","2018-11-18T22:00:00","normal","https://seatgeek.com/eagles-at-saints-tickets/11-18-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346969"
"165","4347025","nfl","Carolina Panthers at Detroit Lions","Panthers at Lions","Ford Field","346","67","11426","260.42","1276","67","2018-04-20T00:00:00","2018-04-20T00:47:37","2018-11-18T22:00:00","normal","https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025"
"166","4346957","nfl","Tennessee Titans at Indianapolis Colts","Titans at Colts","Lucas Oil Stadium","1130","31","6154","171.48","2559","38","2018-04-20T00:00:00","2018-04-20T00:47:22","2018-11-18T22:00:00","normal","https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957"
"167","4346929","nfl","Tampa Bay Buccaneers at New York Giants","Buccaneers at Giants","MetLife Stadium","1587","94","6022","278.99","2398","94","2018-04-20T00:00:00","2018-04-20T00:47:16","2018-11-18T22:00:00","normal","https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929"
"168","4346939","nfl","Houston Texans at Washington Redskins","Texans at Redskins","FedEx Field","35","80","1276","210.72","2135","80","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-11-18T22:00:00","normal","https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939"
"169","4347100","nfl","Oakland Raiders at Arizona Cardinals","Raiders at Cardinals","State Farm Stadium","43","101","1360","318.4","1572","101","2018-04-20T00:00:00","2018-04-20T00:47:51","2018-11-19T01:05:00","normal","https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100"
"170","4347110","nfl","Denver Broncos at Los Angeles Chargers","Broncos at Chargers","StubHub Center","52","163","4606","318.66","796","163","2018-04-20T00:00:00","2018-04-20T00:47:52","2018-11-19T01:05:00","normal","https://seatgeek.com/broncos-at-chargers-tickets/11-18-2018-carson-california-stubhub-center/nfl/4347110"
"171","4346947","nfl","Pittsburgh Steelers at Jacksonville Jaguars","Steelers at Jaguars","TIAA Bank Field","5178","151","2558","365.32","1074","151","2018-04-20T00:00:00","2018-04-20T00:47:19","2018-11-19T05:20:00","normal","https://seatgeek.com/steelers-at-jaguars-tickets/11-18-2018-jacksonville-florida-tiaa-bank-field/nfl/4346947"
"172","4347137","nfl","Kansas City Chiefs at Los Angeles Rams","Chiefs at Rams","Estadio Azteca","41952","152","1052","416.46","253","152","2018-04-20T00:00:00","2018-04-20T01:04:04","2018-11-20T05:15:00","normal","https://seatgeek.com/chiefs-at-rams-tickets/11-19-2018-mexico-city-mexico-estadio-azteca-2/nfl/4347137"
"173","4347024","nfl","Chicago Bears at Detroit Lions","Bears at Lions","Ford Field","346","98","2571","288.74","1167","98","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-11-22T21:30:00","normal","https://seatgeek.com/bears-at-lions-tickets/11-22-2018-detroit-michigan-ford-field/nfl/4347024"
"174","4327921","nfl","Washington Redskins at Dallas Cowboys","Redskins at Cowboys","AT&T Stadium","4965","36","3000","436.82","1037","36","2018-04-05T00:00:00","2018-04-05T23:08:47","2018-11-23T01:30:00","normal","https://seatgeek.com/redskins-at-cowboys-tickets/11-22-2018-arlington-texas-at-t-stadium/nfl/4327921"
"175","4346968","nfl","Atlanta Falcons at New Orleans Saints","Falcons at Saints","Mercedes-Benz Superdome","128","120","4200","328.2","1294","120","2018-04-20T00:00:00","2018-04-20T00:47:24","2018-11-23T05:20:00","normal","https://seatgeek.com/falcons-at-saints-tickets/11-22-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346968"
"176","4281983","ncaa_football","Coastal Carolina Chanticleers at South Alabama Jaguars Football","Coastal Carolina at South Alabama","Ladd Peebles Stadium","3716",NA,NA,NA,NA,NA,"2018-02-28T00:00:00","2018-02-28T15:00:16","2018-11-23T22:00:00","normal","https://seatgeek.com/coastal-carolina-chanticleers-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-11-23-12-pm/4281983"
"177","4347039","nfl","Cleveland Browns at Cincinnati Bengals","Browns at Bengals","Paul Brown Stadium","1124","50","1109","137.16","1666","50","2018-04-20T00:00:00","2018-04-20T00:47:39","2018-11-25T22:00:00","normal","https://seatgeek.com/browns-at-bengals-tickets/11-25-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347039"
"178","4346918","nfl","New York Giants at Philadelphia Eagles","Giants at Eagles","Lincoln Financial Field","330","212","1239","412.77","404","212","2018-04-20T00:00:00","2018-04-20T00:47:14","2018-11-25T22:00:00","normal","https://seatgeek.com/giants-at-eagles-tickets/11-25-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346918"
"179","4347058","nfl","Jacksonville Jaguars at Buffalo Bills","Jaguars at Bills","New Era Field","1135","36","1275","122.05","3120","36","2018-04-20T00:00:00","2018-04-20T00:47:43","2018-11-25T22:00:00","normal","https://seatgeek.com/jaguars-at-bills-tickets/11-25-2018-orchard-park-new-york-new-era-field/nfl/4347058"
"180","4347098","nfl","New England Patriots at New York Jets","Patriots at Jets","MetLife Stadium","1587","96","1864","292.07","2530","96","2018-04-20T00:00:00","2018-04-20T00:47:50","2018-11-25T22:00:00","normal","https://seatgeek.com/patriots-at-jets-tickets/11-25-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347098"
"181","4347125","nfl","Seattle Seahawks at Carolina Panthers","Seahawks at Panthers","Bank of America Stadium","1122","80","5377","287.52","1990","80","2018-04-20T00:00:00","2018-04-20T00:47:55","2018-11-25T22:00:00","normal","https://seatgeek.com/seahawks-at-panthers-tickets/11-25-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347125"
"182","4347067","nfl","Oakland Raiders at Baltimore Ravens","Raiders at Ravens","M&T Bank Stadium","1121","68","1013","241.54","2387","68","2018-04-20T00:00:00","2018-04-20T00:47:44","2018-11-25T22:00:00","normal","https://seatgeek.com/raiders-at-ravens-tickets/11-25-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347067"
"183","4346928","nfl","San Francisco 49ers at Tampa Bay Buccaneers","49ers at Buccaneers","Raymond James Stadium","39","73","1268","251.66","1352","73","2018-04-20T00:00:00","2018-04-20T00:47:15","2018-11-25T22:00:00","normal","https://seatgeek.com/49ers-at-buccaneers-tickets/11-25-2018-tampa-florida-raymond-james-stadium/nfl/4346928"
"184","4346956","nfl","Miami Dolphins at Indianapolis Colts","Dolphins at Colts","Lucas Oil Stadium","1130","35","6154","175.42","2350","35","2018-04-20T00:00:00","2018-04-20T00:47:21","2018-11-25T22:00:00","normal","https://seatgeek.com/dolphins-at-colts-tickets/11-25-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346956"
"185","4347109","nfl","Arizona Cardinals at Los Angeles Chargers","Cardinals at Chargers","StubHub Center","52","99","4732","232.95","1059","99","2018-04-20T00:00:00","2018-04-20T00:47:52","2018-11-26T01:05:00","normal","https://seatgeek.com/cardinals-at-chargers-tickets/11-25-2018-carson-california-stubhub-center/nfl/4347109"
"186","4347143","nfl","Pittsburgh Steelers at Denver Broncos","Steelers at Broncos","Sports Authority Field at Mile High","1131","164","4940","550.94","1675","164","2018-04-20T00:00:00","2018-04-20T01:04:05","2018-11-26T01:25:00","normal","https://seatgeek.com/steelers-at-broncos-tickets/11-25-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347143"
"187","4347133","nfl","Green Bay Packers at Minnesota Vikings","Packers at Vikings","U.S. Bank Stadium","218451","200","3606","488.94","1628","214","2018-04-20T00:00:00","2018-04-20T01:04:04","2018-11-26T05:20:00","normal","https://seatgeek.com/packers-at-vikings-tickets/11-25-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347133"
"188","4347017","nfl","Tennessee Titans at Houston Texans","Titans at Texans","NRG Stadium","41","44","5735","203.26","2228","44","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-11-27T05:15:00","normal","https://seatgeek.com/titans-at-texans-tickets/11-26-2018-houston-texas-nrg-stadium/nfl/4347017"
"189","4327920","nfl","New Orleans Saints at Dallas Cowboys","Saints at Cowboys","AT&T Stadium","4965","49","3000","434.65","925","49","2018-04-05T00:00:00","2018-04-05T23:08:47","2018-11-30T05:20:00","normal","https://seatgeek.com/saints-at-cowboys-tickets/11-29-2018-arlington-texas-at-t-stadium/nfl/4327920"
"190","4347023","nfl","Los Angeles Rams at Detroit Lions","Rams at Lions","Ford Field","346","67","11429","256.24","1244","67","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-12-02T22:00:00","normal","https://seatgeek.com/rams-at-lions-tickets/12-2-2018-detroit-michigan-ford-field/nfl/4347023"
"191","4347087","nfl","Buffalo Bills at Miami Dolphins","Bills at Dolphins","Hard Rock Stadium","29","46","2373","237.86","2168","46","2018-04-20T00:00:00","2018-04-20T00:47:48","2018-12-02T22:00:00","normal","https://seatgeek.com/bills-at-dolphins-tickets/12-2-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347087"
"192","4346927","nfl","Carolina Panthers at Tampa Bay Buccaneers","Panthers at Buccaneers","Raymond James Stadium","39","59","1268","221.3","1178","59","2018-04-20T00:00:00","2018-04-20T00:47:15","2018-12-02T22:00:00","normal","https://seatgeek.com/panthers-at-buccaneers-tickets/12-2-2018-tampa-florida-raymond-james-stadium/nfl/4346927"
"193","4346909","nfl","Arizona Cardinals at Green Bay Packers","Cardinals at Packers","Lambeau Field","1125","145","23325","313.76","2952","145","2018-04-20T00:00:00","2018-04-20T00:47:13","2018-12-02T22:00:00","normal","https://seatgeek.com/cardinals-at-packers-tickets/12-2-2018-green-bay-wisconsin-lambeau-field/nfl/4346909"
"194","4347108","nfl","Los Angeles Chargers at Pittsburgh Steelers","Chargers at Steelers","Heinz Field","1119","92","2368","252.31","1960","92","2018-04-20T00:00:00","2018-04-20T00:47:52","2018-12-02T22:00:00","normal","https://seatgeek.com/chargers-at-steelers-tickets/12-2-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347108"
"195","4346946","nfl","Indianapolis Colts at Jacksonville Jaguars","Colts at Jaguars","TIAA Bank Field","5178","54","5568","149.88","1233","54","2018-04-20T00:00:00","2018-04-20T00:47:19","2018-12-02T22:00:00","normal","https://seatgeek.com/colts-at-jaguars-tickets/12-2-2018-jacksonville-florida-tiaa-bank-field/nfl/4346946"
"196","4347038","nfl","Denver Broncos at Cincinnati Bengals","Broncos at Bengals","Paul Brown Stadium","1124","49","1505","143.98","1628","49","2018-04-20T00:00:00","2018-04-20T00:47:39","2018-12-02T22:00:00","normal","https://seatgeek.com/broncos-at-bengals-tickets/12-2-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347038"
"197","4347048","nfl","Baltimore Ravens at Atlanta Falcons","Ravens at Falcons","Mercedes-Benz Stadium","419590","68","11790","273.58","1792","68","2018-04-20T00:00:00","2018-04-20T00:47:41","2018-12-02T22:00:00","normal","https://seatgeek.com/ravens-at-falcons-tickets/12-2-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347048"
"198","4347004","nfl","Chicago Bears at New York Giants","Bears at Giants","MetLife Stadium","1587","94","11353","296.58","2636","94","2018-04-20T00:00:00","2018-04-20T00:47:32","2018-12-02T22:00:00","normal","https://seatgeek.com/bears-at-giants-tickets/12-2-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347004"
"199","4347156","nfl","Cleveland Browns at Houston Texans","Browns at Texans","NRG Stadium","41","43","5735","186.84","2011","43","2018-04-20T00:00:00","2018-04-20T03:52:35","2018-12-02T22:00:00","normal","https://seatgeek.com/browns-at-texans-tickets/12-2-2018-houston-texas-nrg-stadium/nfl/4347156"
"200","4346989","nfl","New York Jets at Tennessee Titans","Jets at Titans","Nissan Stadium","1126","41","1197","159.29","1468","41","2018-04-20T00:00:00","2018-04-20T00:47:29","2018-12-03T00:05:00","normal","https://seatgeek.com/jets-at-titans-tickets/12-2-2018-nashville-tennessee-nissan-stadium/nfl/4346989"
"201","4347152","nfl","Kansas City Chiefs at Oakland Raiders","Chiefs at Raiders","Oakland-Alameda County Coliseum","14","89","1867","251.09","1552","89","2018-04-20T00:00:00","2018-04-20T01:04:24","2018-12-03T01:05:00","normal","https://seatgeek.com/chiefs-at-raiders-tickets/12-2-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347152"
"202","4347094","nfl","Minnesota Vikings at New England Patriots","Vikings at Patriots","Gillette Stadium","33","262","6853","779.94","1447","262","2018-04-20T00:00:00","2018-04-20T00:47:50","2018-12-03T01:25:00","normal","https://seatgeek.com/vikings-at-patriots-tickets/12-2-2018-foxborough-massachusetts-gillette-stadium/nfl/4347094"
"203","4347124","nfl","San Francisco 49ers at Seattle Seahawks","49ers at Seahawks","CenturyLink Field","339","164","2604","464.67","1420","164","2018-04-20T00:00:00","2018-04-20T00:47:55","2018-12-03T05:20:00","normal","https://seatgeek.com/49ers-at-seahawks-tickets/12-2-2018-seattle-washington-centurylink-field/nfl/4347124"
"204","4346936","nfl","Washington Redskins at Philadelphia Eagles","Redskins at Eagles","Lincoln Financial Field","330","140","1217","326.55","570","140","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-12-04T05:15:00","normal","https://seatgeek.com/redskins-at-eagles-tickets/12-3-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346936"
"205","4346987","nfl","Jacksonville Jaguars at Tennessee Titans","Jaguars at Titans","Nissan Stadium","1126","37","8442","197.49","1337","37","2018-04-20T00:00:00","2018-04-20T00:47:29","2018-12-07T04:20:00","normal","https://seatgeek.com/jaguars-at-titans-tickets/12-6-2018-nashville-tennessee-nissan-stadium/nfl/4346987"
"206","4346926","nfl","New Orleans Saints at Tampa Bay Buccaneers","Saints at Buccaneers","Raymond James Stadium","39","64","1268","247.07","906","64","2018-04-20T00:00:00","2018-04-20T00:47:15","2018-12-09T22:00:00","normal","https://seatgeek.com/saints-at-buccaneers-tickets/12-9-2018-tampa-florida-raymond-james-stadium/nfl/4346926"
"207","4346995","nfl","Carolina Panthers at Cleveland Browns","Panthers at Browns","FirstEnergy Stadium","1123","29","1171","119.76","2435","29","2018-04-20T00:00:00","2018-04-20T00:47:31","2018-12-09T22:00:00","normal","https://seatgeek.com/panthers-at-browns-tickets/12-9-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346995"
"208","4347003","nfl","Los Angeles Rams at Chicago Bears","Rams at Bears","Soldier Field","31","83","2225","332.43","1840","83","2018-04-20T00:00:00","2018-04-20T00:47:32","2018-12-09T22:00:00","normal","https://seatgeek.com/rams-at-bears-tickets/12-9-2018-chicago-illinois-soldier-field/nfl/4347003"
"209","4347086","nfl","New England Patriots at Miami Dolphins","Patriots at Dolphins","Hard Rock Stadium","29","163","6934","495.81","1534","163","2018-04-20T00:00:00","2018-04-20T00:47:48","2018-12-09T22:00:00","normal","https://seatgeek.com/patriots-at-dolphins-tickets/12-9-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347086"
"210","4346979","nfl","Baltimore Ravens at Kansas City Chiefs","Ravens at Chiefs","Arrowhead Stadium","1128","37","1030","160.77","1461","37","2018-04-20T00:00:00","2018-04-20T00:47:27","2018-12-09T22:00:00","normal","https://seatgeek.com/ravens-at-chiefs-tickets/12-9-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346979"
"211","4347014","nfl","Indianapolis Colts at Houston Texans","Colts at Texans","NRG Stadium","41","45","5390","198.3","1752","45","2018-04-20T00:00:00","2018-04-20T00:47:35","2018-12-09T22:00:00","normal","https://seatgeek.com/colts-at-texans-tickets/12-9-2018-houston-texas-nrg-stadium/nfl/4347014"
"212","4346935","nfl","New York Giants at Washington Redskins","Giants at Redskins","FedEx Field","35","92","1198","250.47","1885","92","2018-04-20T00:00:00","2018-04-20T00:47:17","2018-12-09T22:00:00","normal","https://seatgeek.com/giants-at-redskins-tickets/12-9-2018-landover-maryland-fedex-field/nfl/4346935"
"213","4347059","nfl","New York Jets at Buffalo Bills","Jets at Bills","New Era Field","1135","29","1197","120.64","2772","29","2018-04-20T00:00:00","2018-04-20T00:47:43","2018-12-09T22:00:00","normal","https://seatgeek.com/jets-at-bills-tickets/12-9-2018-orchard-park-new-york-new-era-field/nfl/4347059"
"214","4346910","nfl","Atlanta Falcons at Green Bay Packers","Falcons at Packers","Lambeau Field","1125","143","1772","295.53","2577","143","2018-04-20T00:00:00","2018-04-20T00:47:13","2018-12-09T22:00:00","normal","https://seatgeek.com/falcons-at-packers-tickets/12-9-2018-green-bay-wisconsin-lambeau-field/nfl/4346910"
"215","4347107","nfl","Cincinnati Bengals at Los Angeles Chargers","Bengals at Chargers","StubHub Center","52","103","1198","234.74","898","103","2018-04-20T00:00:00","2018-04-20T00:47:52","2018-12-10T01:05:00","normal","https://seatgeek.com/bengals-at-chargers-tickets/12-9-2018-carson-california-stubhub-center/nfl/4347107"
"216","4347114","nfl","Denver Broncos at San Francisco 49ers","Broncos at 49ers","Levi's Stadium","58670","100","6783","311.27","1875","100","2018-04-20T00:00:00","2018-04-20T00:47:53","2018-12-10T01:05:00","normal","https://seatgeek.com/broncos-at-49ers-tickets/12-9-2018-santa-clara-california-levi-s-stadium/nfl/4347114"
"217","4347099","nfl","Detroit Lions at Arizona Cardinals","Lions at Cardinals","State Farm Stadium","43","43","1238","176.34","1734","43","2018-04-20T00:00:00","2018-04-20T00:47:51","2018-12-10T01:25:00","normal","https://seatgeek.com/lions-at-cardinals-tickets/12-9-2018-glendale-arizona-state-farm-stadium/nfl/4347099"
"218","4327919","nfl","Philadelphia Eagles at Dallas Cowboys","Eagles at Cowboys","AT&T Stadium","4965","56","4311","465.19","2987","56","2018-04-05T00:00:00","2018-04-05T23:08:46","2018-12-10T01:25:00","normal","https://seatgeek.com/eagles-at-cowboys-tickets/12-9-2018-arlington-texas-at-t-stadium/nfl/4327919"
"219","4347151","nfl","Pittsburgh Steelers at Oakland Raiders","Steelers at Raiders","Oakland-Alameda County Coliseum","14","197","2048","477.04","1009","197","2018-04-20T00:00:00","2018-04-20T01:04:24","2018-12-10T05:20:00","normal","https://seatgeek.com/steelers-at-raiders-tickets/12-9-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347151"
"220","4347123","nfl","Minnesota Vikings at Seattle Seahawks","Vikings at Seahawks","CenturyLink Field","339","132","2570","435.77","1314","132","2018-04-20T00:00:00","2018-04-20T00:47:55","2018-12-11T05:15:00","normal","https://seatgeek.com/vikings-at-seahawks-tickets/12-10-2018-seattle-washington-centurylink-field/nfl/4347123"
"221","4346978","nfl","Los Angeles Chargers at Kansas City Chiefs","Chargers at Chiefs","Arrowhead Stadium","1128","37","7880","167.26","1355","37","2018-04-20T00:00:00","2018-04-20T00:47:26","2018-12-14T05:20:00","normal","https://seatgeek.com/chargers-at-chiefs-tickets/12-13-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346978"
"222","4347015","nfl","Houston Texans at New York Jets","Texans at Jets","MetLife Stadium","1587","28","1368","164.62","2287","28","2018-04-20T00:00:00","2018-04-20T00:47:35","2018-12-16T01:30:00","normal","https://seatgeek.com/texans-at-jets-tickets/12-15-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347015"
"223","4347135","nfl","Cleveland Browns at Denver Broncos","Browns at Broncos","Sports Authority Field at Mile High","1131","97","1285","283","1003","97","2018-04-20T00:00:00","2018-04-20T01:04:04","2018-12-16T01:30:00","normal","https://seatgeek.com/browns-at-broncos-tickets/12-15-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347135"
"224","4347047","nfl","Arizona Cardinals at Atlanta Falcons","Cardinals at Falcons","Mercedes-Benz Stadium","419590","68","12187","243.18","1769","68","2018-04-20T00:00:00","2018-04-20T00:47:41","2018-12-16T22:00:00","normal","https://seatgeek.com/cardinals-at-falcons-tickets/12-16-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347047"
"225","4347057","nfl","Detroit Lions at Buffalo Bills","Lions at Bills","New Era Field","1135","25","9541","119.88","2767","33","2018-04-20T00:00:00","2018-04-20T00:47:43","2018-12-16T22:00:00","normal","https://seatgeek.com/lions-at-bills-tickets/12-16-2018-orchard-park-new-york-new-era-field/nfl/4347057"
"226","4347002","nfl","Green Bay Packers at Chicago Bears","Packers at Bears","Soldier Field","31","143","2230","482.83","1663","143","2018-04-20T00:00:00","2018-04-20T00:47:32","2018-12-16T22:00:00","normal","https://seatgeek.com/packers-at-bears-tickets/12-16-2018-chicago-illinois-soldier-field/nfl/4347002"
"227","4346955","nfl","Dallas Cowboys at Indianapolis Colts","Cowboys at Colts","Lucas Oil Stadium","1130","103","6154","326.22","1474","106","2018-04-20T00:00:00","2018-04-20T00:47:20","2018-12-16T22:00:00","normal","https://seatgeek.com/cowboys-at-colts-tickets/12-16-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346955"
"228","4347066","nfl","Tampa Bay Buccaneers at Baltimore Ravens","Buccaneers at Ravens","M&T Bank Stadium","1121","36","923","193.73","2104","36","2018-04-20T00:00:00","2018-04-20T00:47:44","2018-12-16T22:00:00","normal","https://seatgeek.com/buccaneers-at-ravens-tickets/12-16-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347066"
"229","4347144","nfl","Miami Dolphins at Minnesota Vikings","Dolphins at Vikings","U.S. Bank Stadium","218451","92","11271","294.46","1439","92","2018-04-20T00:00:00","2018-04-20T01:04:05","2018-12-16T22:00:00","normal","https://seatgeek.com/dolphins-at-vikings-tickets/12-16-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347144"
"230","4346945","nfl","Washington Redskins at Jacksonville Jaguars","Redskins at Jaguars","TIAA Bank Field","5178","64","2558","173.44","1071","64","2018-04-20T00:00:00","2018-04-20T00:47:18","2018-12-16T22:00:00","normal","https://seatgeek.com/redskins-at-jaguars-tickets/12-16-2018-jacksonville-florida-tiaa-bank-field/nfl/4346945"
"231","4347037","nfl","Oakland Raiders at Cincinnati Bengals","Raiders at Bengals","Paul Brown Stadium","1124","53","11944","151.76","1348","53","2018-04-20T00:00:00","2018-04-20T00:47:39","2018-12-16T22:00:00","normal","https://seatgeek.com/raiders-at-bengals-tickets/12-16-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347037"
"232","4346988","nfl","Tennessee Titans at New York Giants","Titans at Giants","MetLife Stadium","1587","81","5678","261.92","2366","81","2018-04-20T00:00:00","2018-04-20T00:47:29","2018-12-16T22:00:00","normal","https://seatgeek.com/titans-at-giants-tickets/12-16-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346988"
"233","4347122","nfl","Seattle Seahawks at San Francisco 49ers","Seahawks at 49ers","Levi's Stadium","58670","94","3694","299.65","2006","94","2018-04-20T00:00:00","2018-04-20T00:47:55","2018-12-17T01:05:00","normal","https://seatgeek.com/seahawks-at-49ers-tickets/12-16-2018-santa-clara-california-levi-s-stadium/nfl/4347122"
"234","4347077","nfl","New England Patriots at Pittsburgh Steelers","Patriots at Steelers","Heinz Field","1119","196","10795","476.39","1628","196","2018-04-20T00:00:00","2018-04-20T00:47:46","2018-12-17T01:25:00","normal","https://seatgeek.com/patriots-at-steelers-tickets/12-16-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347077"
"235","4346919","nfl","Philadelphia Eagles at Los Angeles Rams","Eagles at Rams","Los Angeles Memorial Coliseum","51012","109","2652","324.91","2030","109","2018-04-20T00:00:00","2018-04-20T00:47:14","2018-12-17T05:20:00","normal","https://seatgeek.com/eagles-at-rams-tickets/12-16-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346919"
"236","4347035","nfl","New Orleans Saints at Carolina Panthers","Saints at Panthers","Bank of America Stadium","1122","77","5377","273.08","1688","77","2018-04-20T00:00:00","2018-04-20T00:47:38","2018-12-18T05:15:00","normal","https://seatgeek.com/saints-at-panthers-tickets/12-17-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347035"
"237","4346986","nfl","Washington Redskins at Tennessee Titans","Redskins at Titans","Nissan Stadium","1126","50","8442","209.89","1294","50","2018-04-20T00:00:00","2018-04-20T00:47:29","2018-12-23T21:00:00","normal","https://seatgeek.com/redskins-at-titans-tickets/12-23-2018-nashville-tennessee-nissan-stadium/nfl/4346986"
"238","4346994","nfl","Cincinnati Bengals at Cleveland Browns","Bengals at Browns","FirstEnergy Stadium","1123","29","1197","116.65","2447","29","2018-04-20T00:00:00","2018-04-20T00:47:31","2018-12-23T22:00:00","normal","https://seatgeek.com/bengals-at-browns-tickets/12-23-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346994"
"239","4347013","nfl","Houston Texans at Philadelphia Eagles","Texans at Eagles","Lincoln Financial Field","330","131","1339","350.58","429","131","2018-04-20T00:00:00","2018-04-20T00:47:35","2018-12-23T22:00:00","normal","https://seatgeek.com/texans-at-eagles-tickets/12-23-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347013"
"240","4347085","nfl","Jacksonville Jaguars at Miami Dolphins","Jaguars at Dolphins","Hard Rock Stadium","29","51","11345","279.77","1110","51","2018-04-20T00:00:00","2018-04-20T00:47:48","2018-12-23T22:00:00","normal","https://seatgeek.com/jaguars-at-dolphins-tickets/12-23-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347085"
"241","4347022","nfl","Minnesota Vikings at Detroit Lions","Vikings at Lions","Ford Field","346","75","13964","286.67","1234","75","2018-04-20T00:00:00","2018-04-20T00:47:36","2018-12-23T22:00:00","normal","https://seatgeek.com/vikings-at-lions-tickets/12-23-2018-detroit-michigan-ford-field/nfl/4347022"
"242","4347046","nfl","Atlanta Falcons at Carolina Panthers","Falcons at Panthers","Bank of America Stadium","1122","81","5377","278.47","1714","81","2018-04-20T00:00:00","2018-04-20T00:47:41","2018-12-23T22:00:00","normal","https://seatgeek.com/falcons-at-panthers-tickets/12-23-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347046"
"243","4346959","nfl","Green Bay Packers at New York Jets","Packers at Jets","MetLife Stadium","1587","76","6034","296.74","1630","76","2018-04-20T00:00:00","2018-04-20T00:47:22","2018-12-23T22:00:00","normal","https://seatgeek.com/packers-at-jets-tickets/12-23-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346959"
"244","4347093","nfl","Buffalo Bills at New England Patriots","Bills at Patriots","Gillette Stadium","33","168","6853","535.55","1397","168","2018-04-20T00:00:00","2018-04-20T00:47:50","2018-12-23T22:00:00","normal","https://seatgeek.com/bills-at-patriots-tickets/12-23-2018-foxborough-massachusetts-gillette-stadium/nfl/4347093"
"245","4346954","nfl","New York Giants at Indianapolis Colts","Giants at Colts","Lucas Oil Stadium","1130","37","6154","164.81","1694","37","2018-04-20T00:00:00","2018-04-20T00:47:20","2018-12-23T22:00:00","normal","https://seatgeek.com/giants-at-colts-tickets/12-23-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346954"
