"","timestamp","time_tbd","visible_until_utc","datetime_utc","score","description","is_open","date_tbd","short_title","datetime_local","status","id","popularity","created_at","announce_date","url","type","datetime_tbd","title","general_admission","lowest_price","average_price","visible_listing_count","listing_count","median_price","lowest_price_good_deals","highest_price","method","employee_only","created_at","postal_code","metro_code","extended_address","has_upcoming_events","country","score","id","city","timezone","address","name","num_upcoming_events","popularity","url","name_v2","state","slug","display_location","lon","lat","method","employee_only","created_at"
"14","2018-09-30_16.57.10",FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00",0.862,"",FALSE,FALSE,"Ravens at Browns","2018-10-07T13:00:00","normal",4346999,0.881,"2018-04-20T00:47:31","2018-04-20T00:00:00","https://seatgeek.com/ravens-at-browns-tickets/10-7-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346999","nfl",FALSE,"Baltimore Ravens at Cleveland Browns",NA,73,163.17099,619,462,131,76,876,"QRCODE",FALSE,"2018-08-24T21:04:01Z","44114",510,"Cleveland, OH 44114",TRUE,"US",0.86852187,1123,"Cleveland","America/New_York","100 Alfred Lerner Way","FirstEnergy Stadium",6,0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","OH","firstenergy-stadium-15","Cleveland, OH",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
"15","2018-09-30_16.57.10",FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00",0.872,"",FALSE,FALSE,"Jaguars at Chiefs","2018-10-07T12:00:00","normal",4346983,0.887,"2018-04-20T00:47:28","2018-04-20T00:00:00","https://seatgeek.com/jaguars-at-chiefs-tickets/10-7-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346983","nfl",FALSE,"Jacksonville Jaguars at Kansas City Chiefs",NA,93,194.75536,789,560,167,85,7173,"QRCODE",FALSE,"2018-08-24T21:03:49Z","64129",616,"Kansas City, MO 64129",TRUE,"US",0.8827867,1128,"Kansas City","America/Chicago","1 Arrowhead Drive","Arrowhead Stadium",8,0,"https://seatgeek.com/venues/arrowhead-stadium/tickets","Arrowhead Stadium","MO","arrowhead-stadium","Kansas City, MO",-94.4839,39.0489,"QRCODE_TM",FALSE,"2015-08-20T16:20:51Z"
"16","2018-09-30_16.57.10",FALSE,"2018-10-07T21:00:00","2018-10-07T17:00:00",0.87,"",FALSE,FALSE,"Titans at Bills","2018-10-07T13:00:00","normal",4347063,0.881,"2018-04-20T00:47:44","2018-04-20T00:00:00","https://seatgeek.com/titans-at-bills-tickets/10-7-2018-orchard-park-new-york-new-era-field/nfl/4347063","nfl",FALSE,"Tennessee Titans at Buffalo Bills",NA,80,140.35039,589,391,125,70,440,"QRCODE",FALSE,"2018-08-24T21:16:26Z","14127",514,"Orchard Park, NY 14127",TRUE,"US",0.8815085,1135,"Orchard Park","America/New_York","1 Bills Drive","New Era Field",7,0,"https://seatgeek.com/venues/new-era-field/tickets","New Era Field","NY","new-era-field","Orchard Park, NY",-78.7874,42.7737,"QRCODE_TM",FALSE,"2015-08-12T16:52:53Z"
"17","2018-09-30_16.57.10",FALSE,"2018-10-08T00:05:00","2018-10-07T20:05:00",0.931,"",FALSE,FALSE,"Raiders at Chargers","2018-10-07T13:05:00","normal",4347111,0.936,"2018-04-20T00:47:52","2018-04-20T00:00:00","https://seatgeek.com/raiders-at-chargers-tickets/10-7-2018-carson-california-stubhub-center/nfl/4347111","nfl",FALSE,"Oakland Raiders at Los Angeles Chargers",NA,162,254.485,459,400,222,160,1197,"QRCODE",FALSE,"2018-08-24T21:17:06Z","90746",803,"Carson, CA 90746",TRUE,"US",0.7228164,52,"Carson","America/Los_Angeles","18400 Avalon Blvd","StubHub Center",13,0,"https://seatgeek.com/venues/stubhub-center/tickets","StubHub Center","CA","stubhub-center","Carson, CA",-118.261,33.8643,NA,NA,NA
"18","2018-09-30_16.57.10",FALSE,"2018-10-08T00:25:00","2018-10-07T20:25:00",0.883,"",FALSE,FALSE,"Cardinals at 49ers","2018-10-07T13:25:00","normal",4347115,0.892,"2018-04-20T00:47:53","2018-04-20T00:00:00","https://seatgeek.com/cardinals-at-49ers-tickets/10-7-2018-santa-clara-california-levi-s-stadium/nfl/4347115","nfl",FALSE,"Arizona Cardinals at San Francisco 49ers",NA,44,130.58366,889,771,112,44,571,"QRCODE",FALSE,"2018-09-05T19:47:23Z","95054",0,"Santa Clara, CA 95054",TRUE,"US",0.95768774,58670,"Santa Clara","America/Los_Angeles","4900 Marie P DeBartolo Way","Levi's Stadium",12,0,"https://seatgeek.com/venues/levi-s-stadium/tickets","Levi's Stadium","CA","levi-s-stadium","Santa Clara, CA",-121.969,37.4023,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"19","2018-09-30_16.57.10",FALSE,"2018-10-08T00:25:00","2018-10-07T20:25:00",0.906,"",FALSE,FALSE,"Rams at Seahawks","2018-10-07T13:25:00","normal",4347128,0.913,"2018-04-20T00:47:56","2018-04-20T00:00:00","https://seatgeek.com/rams-at-seahawks-tickets/10-7-2018-seattle-washington-centurylink-field/nfl/4347128","nfl",FALSE,"Los Angeles Rams at Seattle Seahawks",NA,156,367.99207,352,126,352,158,843,"QRCODE",FALSE,"2018-08-24T21:19:14Z","98134",819,"Seattle, WA 98134",TRUE,"US",0.87232786,339,"Seattle","America/Los_Angeles","800 Occidental Ave S","CenturyLink Field",11,0,"https://seatgeek.com/venues/centurylink-field/tickets","CenturyLink Field","WA","centurylink-field","Seattle, WA",-122.33,47.6,"QRCODE",FALSE,"2018-03-02T22:54:54Z"
"20","2018-09-30_16.57.10",FALSE,"2018-10-08T00:25:00","2018-10-07T20:25:00",0.929,"",FALSE,FALSE,"Vikings at Eagles","2018-10-07T16:25:00","normal",4346976,0.93,"2018-04-20T00:47:26","2018-04-20T00:00:00","https://seatgeek.com/vikings-at-eagles-tickets/10-7-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4346976","nfl",FALSE,"Minnesota Vikings at Philadelphia Eagles",NA,214,447.5743,582,249,397,175,4296,"QRCODE",FALSE,"2018-08-24T21:03:38Z","19148",504,"Philadelphia, PA 19148",TRUE,"US",0.90542686,330,"Philadelphia","America/New_York","1020 Pattison Ave","Lincoln Financial Field",14,0,"https://seatgeek.com/venues/lincoln-financial-field/tickets","Lincoln Financial Field","PA","lincoln-financial-field","Philadelphia, PA",-75.1675,39.9046,"QRCODE_TM",FALSE,"2015-07-10T00:00:00Z"
"21","2018-09-30_16.57.10",FALSE,"2018-10-08T04:20:00","2018-10-08T00:20:00",0.951,"",FALSE,FALSE,"Cowboys at Texans","2018-10-07T19:20:00","normal",4347020,0.948,"2018-04-20T00:47:36","2018-04-20T00:00:00","https://seatgeek.com/cowboys-at-texans-tickets/10-7-2018-houston-texas-nrg-stadium/nfl/4347020","nfl",FALSE,"Dallas Cowboys at Houston Texans",NA,244,439.49057,543,318,414,225,1463,"QRCODE",FALSE,"2018-08-24T21:04:53Z","77054",618,"Houston, TX 77054",TRUE,"US",0.8624192,41,"Houston","America/Chicago","1 Reliant Park","NRG Stadium",44,0,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","TX","nrg-stadium","Houston, TX",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"22","2018-09-30_16.57.10",FALSE,"2018-10-09T00:00:00","2018-10-08T20:00:00",0.354,"",FALSE,FALSE,"Baltimore Ravens at A Purple Evening","2018-10-08T16:00:00","normal",4474093,0.518,"2018-08-03T16:01:06","2018-08-03T00:00:00","https://seatgeek.com/baltimore-ravens-at-a-purple-evening-tickets/sport/2018-10-08-4-pm/4474093","sports",FALSE,"Baltimore Ravens at A Purple Evening",NA,62,277.7,3,10,251,NA,584,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z","21230",512,"Baltimore, MD 21230",TRUE,"US",0.8927189,1121,"Baltimore","America/New_York","1101 Russell St","M&T Bank Stadium",7,0,"https://seatgeek.com/venues/m-t-bank-stadium/tickets","M&T Bank Stadium","MD","m-t-bank-stadium","Baltimore, MD",-76.623,39.2774,"QRCODE_TM",FALSE,"2015-08-04T00:00:00Z"
"23","2018-09-30_16.57.10",FALSE,"2018-10-09T04:15:00","2018-10-09T00:15:00",0.87,"",TRUE,FALSE,"Redskins at Saints","2018-10-08T19:15:00","normal",4346971,0.879,"2018-04-20T00:47:25","2018-04-20T00:00:00","https://seatgeek.com/redskins-at-saints-tickets/10-8-2018-new-orleans-louisiana-mercedes-benz-superdome/nfl/4346971","nfl",FALSE,"Washington Redskins at New Orleans Saints",NA,84,239.06763,1350,1449,214,84,5942,"QRCODE",FALSE,"2018-05-29T20:38:55Z","70112",622,"New Orleans, LA 70112",TRUE,"US",0.8966978,128,"New Orleans","America/Chicago","1500 Sugar Bowl Drive","Mercedes-Benz Superdome",17,0,"https://seatgeek.com/venues/mercedes-benz-superdome/tickets","Mercedes-Benz Superdome","LA","mercedes-benz-superdome","New Orleans, LA",-90.0786,29.9515,"QRCODE_TM",FALSE,"2018-08-27T20:46:59Z"
"24","2018-09-30_16.57.10",FALSE,"2018-10-12T04:20:00","2018-10-12T00:20:00",0.948,"",FALSE,FALSE,"Eagles at Giants","2018-10-11T20:20:00","normal",4346917,0.929,"2018-04-20T00:47:14","2018-04-20T00:00:00","https://seatgeek.com/eagles-at-giants-tickets/10-11-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346917","nfl",FALSE,"Philadelphia Eagles at New York Giants",NA,138,327.12344,784,478,256,138,1519,"QRCODE",FALSE,"2018-08-24T21:52:02Z","07073",501,"East Rutherford, NJ 07073",TRUE,"US",0.94873494,1587,"East Rutherford","America/New_York","1 MetLife Stadium Drive","MetLife Stadium",16,0,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","NJ","metlife-stadium","East Rutherford, NJ",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"25","2018-09-30_16.57.10",FALSE,"2018-10-14T01:00:00","2018-10-13T21:00:00",0.487,"",FALSE,FALSE,"Alabama State at South Alabama","2018-10-13T16:00:00","normal",4192619,0.58,"2017-12-21T15:00:36","2017-12-21T00:00:00","https://seatgeek.com/alabama-state-hornets-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-13-4-pm/4192619","ncaa_football",FALSE,"Alabama State Hornets at South Alabama Jaguars Football",NA,19,46.88889,4,9,49,19,85,NA,NA,NA,"36604",686,"Mobile, AL 36604",TRUE,"US",0.50177634,3716,"Mobile","America/Chicago","1621 Virginia St.","Ladd Peebles Stadium",5,0,"https://seatgeek.com/venues/ladd-peebles-stadium/tickets","Ladd Peebles Stadium","AL","ladd-peebles-stadium","Mobile, AL",-88.0761,30.6748,NA,NA,NA
"26","2018-09-30_16.57.10",FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00",0.898,"",FALSE,FALSE,"Buccaneers at Falcons","2018-10-14T13:00:00","normal",4347051,0.884,"2018-04-20T00:47:42","2018-04-20T00:00:00","https://seatgeek.com/buccaneers-at-falcons-tickets/10-14-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347051","nfl",FALSE,"Tampa Bay Buccaneers at Atlanta Falcons",NA,79,210.7173,929,757,193,82,958,"QRCODE",FALSE,"2018-08-24T21:53:35Z","30313",0,"Atlanta, GA 30313",TRUE,"US",0.76958936,419590,"Atlanta","America/New_York","35 Northside Dr NW","Mercedes-Benz Stadium",20,0,"https://seatgeek.com/venues/mercedes-benz-stadium/tickets","Mercedes-Benz Stadium","GA","mercedes-benz-stadium","Atlanta, GA",-84.4,33.76,"QRCODE",FALSE,"2018-08-23T20:14:46Z"
"27","2018-09-30_16.57.10",FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00",0.901,"",FALSE,FALSE,"Steelers at Bengals","2018-10-14T13:00:00","normal",4347042,0.888,"2018-04-20T00:47:40","2018-04-20T00:00:00","https://seatgeek.com/steelers-at-bengals-tickets/10-14-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347042","nfl",FALSE,"Pittsburgh Steelers at Cincinnati Bengals",NA,111,212.10692,610,318,194,108,1166,"QRCODE",FALSE,"2018-08-24T21:53:35Z","45202",515,"Cincinnati, OH 45202",TRUE,"US",0.86166537,1124,"Cincinnati","America/New_York","1 Paul Brown Stadium","Paul Brown Stadium",7,0,"https://seatgeek.com/venues/paul-brown-stadium/tickets","Paul Brown Stadium","OH","paul-brown-stadium","Cincinnati, OH",-84.5177,39.0961,"QRCODE_TM",FALSE,"2015-10-09T16:14:37Z"
"28","2018-09-30_16.57.10",FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00",0.927,"",FALSE,FALSE,"Colts at Jets","2018-10-14T13:00:00","normal",4346961,0.908,"2018-04-20T00:47:22","2018-04-20T00:00:00","https://seatgeek.com/colts-at-jets-tickets/10-14-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346961","nfl",FALSE,"Indianapolis Colts at New York Jets",NA,41,157.314,1001,707,132,41,905,"QRCODE",FALSE,"2018-08-24T21:52:02Z","07073",501,"East Rutherford, NJ 07073",TRUE,"US",0.94873494,1587,"East Rutherford","America/New_York","1 MetLife Stadium Drive","MetLife Stadium",16,0,"https://seatgeek.com/venues/metlife-stadium/tickets","MetLife Stadium","NJ","metlife-stadium","East Rutherford, NJ",-74.0737,40.8142,"QRCODE_TM",FALSE,"2015-09-12T14:14:07Z"
"29","2018-09-30_16.57.10",FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00",0.898,"",FALSE,FALSE,"Bears at Dolphins","2018-10-14T13:00:00","normal",4347081,0.885,"2018-04-20T00:47:47","2018-04-20T00:00:00","https://seatgeek.com/bears-at-dolphins-tickets/10-14-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347081","nfl",FALSE,"Chicago Bears at Miami Dolphins",NA,98,313.40518,736,116,192,86,11358,"QRCODE",FALSE,"2018-08-24T21:53:35Z","33056",528,"Miami Gardens, FL 33056",TRUE,"US",0.8378203,29,"Miami Gardens","America/New_York","347 Don Shula Dr.","Hard Rock Stadium",35,0,"https://seatgeek.com/venues/hard-rock-stadium/tickets","Hard Rock Stadium","FL","hard-rock-stadium","Miami Gardens, FL",-80.24,25.96,"NONE",FALSE,"2017-10-03T18:58:44Z"
"30","2018-09-30_16.57.10",FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00",0.874,"",FALSE,FALSE,"Bills at Texans","2018-10-14T12:00:00","normal",4347019,0.865,"2018-04-20T00:47:36","2018-04-20T00:00:00","https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019","nfl",FALSE,"Buffalo Bills at Houston Texans",NA,45,169.8748,982,607,153,45,542,"QRCODE",FALSE,"2018-08-24T21:53:35Z","77054",618,"Houston, TX 77054",TRUE,"US",0.8624192,41,"Houston","America/Chicago","1 Reliant Park","NRG Stadium",44,0,"https://seatgeek.com/venues/nrg-stadium/tickets","NRG Stadium","TX","nrg-stadium","Houston, TX",-95.4107,29.6847,"QRCODE_TM",FALSE,"2015-11-04T18:42:27Z"
"31","2018-09-30_16.57.10",FALSE,"2018-10-14T21:00:00","2018-10-14T17:00:00",0.859,"",FALSE,FALSE,"Chargers at Browns","2018-10-14T13:00:00","normal",4346998,0.856,"2018-04-20T00:47:31","2018-04-20T00:00:00","https://seatgeek.com/chargers-at-browns-tickets/10-14-2018-cleveland-ohio-firstenergy-stadium-15/nfl/4346998","nfl",FALSE,"Los Angeles Chargers at Cleveland Browns",NA,62,141.25552,840,634,114,55,676,"QRCODE",FALSE,"2018-08-24T21:53:35Z","44114",510,"Cleveland, OH 44114",TRUE,"US",0.86852187,1123,"Cleveland","America/New_York","100 Alfred Lerner Way","FirstEnergy Stadium",6,0,"https://seatgeek.com/venues/firstenergy-stadium-15/tickets","FirstEnergy Stadium","OH","firstenergy-stadium-15","Cleveland, OH",-81.7,41.5065,"NONE",FALSE,"2015-11-11T20:55:31Z"
