short_title,url,id,time_tbd,date_tbd,datetime_tbd,title,score,type,datetime_local,datetime_utc,description,status,popularity,is_open,announce_date,created_at,visible_until_utc,general_admission,average_price,lowest_price,highest_price,listing_count,lowest_price_good_deals,median_price,visible_listing_count,created_at,method,employee_only,url,id,postal_code,has_upcoming_events,extended_address,timezone,score,name,name_v2,state,slug,address,popularity,country,num_upcoming_events,metro_code,city,display_location,lon,lat,created_at,method,employee_only
Browns at Bengals,https://seatgeek.com/browns-at-bengals-tickets/11-25-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347039,4347039,FALSE,FALSE,FALSE,Cleveland Browns at Cincinnati Bengals,0.905,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.82,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:39,2018-11-25T22:00:00,NA,125.85922,51,11944,618,55,96,906,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/paul-brown-stadium/tickets,1124,45202,TRUE,"Cincinnati, OH 45202",America/New_York,0.86166537,Paul Brown Stadium,Paul Brown Stadium,OH,paul-brown-stadium,1 Paul Brown Stadium,0,US,7,515,Cincinnati,"Cincinnati, OH",-84.5177,39.0961,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Jaguars at Bills,https://seatgeek.com/jaguars-at-bills-tickets/11-25-2018-orchard-park-new-york-new-era-field/nfl/4347058,4347058,FALSE,FALSE,FALSE,Jacksonville Jaguars at Buffalo Bills,0.884,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.809,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:43,2018-11-25T22:00:00,NA,95.50914,30,639,1149,32,76,1485,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/new-era-field/tickets,1135,14127,TRUE,"Orchard Park, NY 14127",America/New_York,0.8815085,New Era Field,New Era Field,NY,new-era-field,1 Bills Drive,0,US,7,514,Orchard Park,"Orchard Park, NY",-78.7874,42.7737,2015-08-12T16:52:53Z,QRCODE_TM,FALSE
Seahawks at Panthers,https://seatgeek.com/seahawks-at-panthers-tickets/11-25-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347125,4347125,FALSE,FALSE,FALSE,Seattle Seahawks at Carolina Panthers,0.932,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.843,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:55,2018-11-25T22:00:00,NA,235.61278,90,1132,501,80,178,1016,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/bank-of-america-stadium/tickets,1122,28202,TRUE,"Charlotte, NC 28202",America/New_York,0.8968222,Bank of America Stadium,Bank of America Stadium,NC,bank-of-america-stadium,800 South Mint Street,0,US,9,517,Charlotte,"Charlotte, NC",-80.8524,35.2243,2015-09-25T18:23:51Z,QRCODE_TM,FALSE
Raiders at Ravens,https://seatgeek.com/raiders-at-ravens-tickets/11-25-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347067,4347067,FALSE,FALSE,FALSE,Oakland Raiders at Baltimore Ravens,0.882,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.803,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:44,2018-11-25T22:00:00,NA,178.08615,66,722,592,66,137,1144,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1121,21230,TRUE,"Baltimore, MD 21230",America/New_York,0.8927189,M&T Bank Stadium,M&T Bank Stadium,MD,m-t-bank-stadium,1101 Russell St,0,US,8,512,Baltimore,"Baltimore, MD",-76.623,39.2774,2015-08-04T00:00:00Z,QRCODE_TM,FALSE
Patriots at Jets,https://seatgeek.com/patriots-at-jets-tickets/11-25-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347098,4347098,FALSE,FALSE,FALSE,New England Patriots at New York Jets,0.991,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.886,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:50,2018-11-25T22:00:00,NA,309.1932,108,6034,735,101,260,1160,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
49ers at Buccaneers,https://seatgeek.com/49ers-at-buccaneers-tickets/11-25-2018-tampa-florida-raymond-james-stadium/nfl/4346928,4346928,FALSE,FALSE,FALSE,San Francisco 49ers at Tampa Bay Buccaneers,0.9,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.816,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:15,2018-11-25T22:00:00,NA,235.39285,80,528,28,78,206,406,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/raymond-james-stadium/tickets,39,33607,TRUE,"Tampa, FL 33607",America/New_York,0.86513025,Raymond James Stadium,Raymond James Stadium,FL,raymond-james-stadium,4201 North Dale Mabry Highway,0,US,14,539,Tampa,"Tampa, FL",-82.5034,27.9753,2015-08-24T14:44:53Z,QRCODE_TM,FALSE
Dolphins at Colts,https://seatgeek.com/dolphins-at-colts-tickets/11-25-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346956,4346956,FALSE,FALSE,FALSE,Miami Dolphins at Indianapolis Colts,0.89,nfl,2018-11-25T13:00:00,2018-11-25T18:00:00,,normal,0.816,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:21,2018-11-25T22:00:00,NA,113.13,35,931,730,37,NA,NA,2018-08-24T21:53:40Z,QRCODE,FALSE,https://seatgeek.com/venues/lucas-oil-stadium/tickets,1130,46225,TRUE,"Indianapolis, IN 46225",America/Indiana/Indianapolis,0.9071682,Lucas Oil Stadium,Lucas Oil Stadium,IN,lucas-oil-stadium,500 South Capitol Avenue,0,US,12,527,Indianapolis,"Indianapolis, IN",-86.1639,39.7601,2018-09-13T22:29:37Z,QRCODE_TM,FALSE
Cardinals at Chargers,https://seatgeek.com/cardinals-at-chargers-tickets/11-25-2018-carson-california-stubhub-center/nfl/4347109,4347109,FALSE,FALSE,FALSE,Arizona Cardinals at Los Angeles Chargers,0.903,nfl,2018-11-25T13:05:00,2018-11-25T21:05:00,,normal,0.811,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:52,2018-11-26T01:05:00,NA,210.26048,109,600,572,109,195,640,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/stubhub-center/tickets,52,90746,TRUE,"Carson, CA 90746",America/Los_Angeles,0.7228164,StubHub Center,StubHub Center,CA,stubhub-center,18400 Avalon Blvd,0,US,16,803,Carson,"Carson, CA",-118.261,33.8643,NA,NA,NA
Steelers at Broncos,https://seatgeek.com/steelers-at-broncos-tickets/11-25-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347143,4347143,FALSE,FALSE,FALSE,Pittsburgh Steelers at Denver Broncos,0.943,nfl,2018-11-25T14:25:00,2018-11-25T21:25:00,,normal,0.857,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:05,2018-11-26T01:25:00,NA,494.69565,212,2388,161,164,396,1078,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,1131,80204,TRUE,"Denver, CO 80204",America/Denver,0.9028296,Sports Authority Field at Mile High,Sports Authority Field at Mile High,CO,sports-authority-field-at-mile-high,1701 Bryant Street,0,US,6,751,Denver,"Denver, CO",-105.02,39.74,2015-08-07T18:39:02Z,QRCODE_TM,FALSE
Packers at Vikings,https://seatgeek.com/packers-at-vikings-tickets/11-25-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347133,4347133,FALSE,FALSE,FALSE,Green Bay Packers at Minnesota Vikings,0.966,nfl,2018-11-25T19:20:00,2018-11-26T01:20:00,,normal,0.871,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:04,2018-11-26T05:20:00,NA,481.58398,238,3678,512,210,392,923,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/u-s-bank-stadium/tickets,218451,55415,TRUE,"Minneapolis, MN 55415",America/Chicago,0.88524246,U.S. Bank Stadium,U.S. Bank Stadium,MN,u-s-bank-stadium,401 Chicago Avenue,0,US,13,0,Minneapolis,"Minneapolis, MN",-93.26,44.97,2018-08-22T15:34:15Z,NONE,FALSE
Titans at Texans,https://seatgeek.com/titans-at-texans-tickets/11-26-2018-houston-texas-nrg-stadium/nfl/4347017,4347017,FALSE,FALSE,FALSE,Tennessee Titans at Houston Texans,0.886,nfl,2018-11-26T19:15:00,2018-11-27T01:15:00,,normal,0.795,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:36,2018-11-27T05:15:00,NA,164.45866,44,959,617,44,134,1259,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/nrg-stadium/tickets,41,77054,TRUE,"Houston, TX 77054",America/Chicago,0.8624192,NRG Stadium,NRG Stadium,TX,nrg-stadium,1 Reliant Park,0,US,44,618,Houston,"Houston, TX",-95.4107,29.6847,2015-11-04T18:42:27Z,QRCODE_TM,FALSE
Saints at Cowboys,https://seatgeek.com/saints-at-cowboys-tickets/11-29-2018-arlington-texas-at-t-stadium/nfl/4327920,4327920,FALSE,FALSE,FALSE,New Orleans Saints at Dallas Cowboys,0.998,nfl,2018-11-29T19:20:00,2018-11-30T01:20:00,,normal,0.891,TRUE,2018-04-05T00:00:00,2018-04-05T23:08:47,2018-11-30T05:20:00,NA,415.9179,41,4309,2887,41,347,2272,2018-04-17T22:02:33Z,QRCODE,FALSE,https://seatgeek.com/venues/at-t-stadium/tickets,4965,76011,TRUE,"Arlington, TX 76011",America/Chicago,0.9751414,AT&T Stadium,AT&T Stadium,TX,at-t-stadium,1 AT&T Way,0,US,21,623,Arlington,"Arlington, TX",-97.0957,32.7459,2018-04-17T22:02:33Z,QRCODE,FALSE
Rams at Lions,https://seatgeek.com/rams-at-lions-tickets/12-2-2018-detroit-michigan-ford-field/nfl/4347023,4347023,FALSE,FALSE,FALSE,Los Angeles Rams at Detroit Lions,0.913,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.827,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:36,2018-12-02T22:00:00,NA,168.90215,66,2392,654,62,130,939,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/ford-field/tickets,346,48226,TRUE,"Detroit, MI 48226",America/Detroit,0.9029952,Ford Field,Ford Field,MI,ford-field,2000 Brush St.,0,US,9,505,Detroit,"Detroit, MI",-83.0459,42.34,2015-11-04T17:31:52Z,NONE,FALSE
Bills at Dolphins,https://seatgeek.com/bills-at-dolphins-tickets/12-2-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347087,4347087,FALSE,FALSE,FALSE,Buffalo Bills at Miami Dolphins,0.904,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.806,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:48,2018-12-02T22:00:00,NA,160.30731,52,899,205,46,137,1007,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/hard-rock-stadium/tickets,29,33056,TRUE,"Miami Gardens, FL 33056",America/New_York,0.8378203,Hard Rock Stadium,Hard Rock Stadium,FL,hard-rock-stadium,347 Don Shula Dr.,0,US,38,528,Miami Gardens,"Miami Gardens, FL",-80.24,25.96,2017-10-03T18:58:44Z,NONE,FALSE
Panthers at Buccaneers,https://seatgeek.com/panthers-at-buccaneers-tickets/12-2-2018-tampa-florida-raymond-james-stadium/nfl/4346927,4346927,FALSE,FALSE,FALSE,Carolina Panthers at Tampa Bay Buccaneers,0.894,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.803,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:15,2018-12-02T22:00:00,NA,174.57692,76,406,26,58,145,507,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/raymond-james-stadium/tickets,39,33607,TRUE,"Tampa, FL 33607",America/New_York,0.86513025,Raymond James Stadium,Raymond James Stadium,FL,raymond-james-stadium,4201 North Dale Mabry Highway,0,US,14,539,Tampa,"Tampa, FL",-82.5034,27.9753,2015-08-24T14:44:53Z,QRCODE_TM,FALSE
Chargers at Steelers,https://seatgeek.com/chargers-at-steelers-tickets/12-2-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347108,4347108,FALSE,FALSE,FALSE,Los Angeles Chargers at Pittsburgh Steelers,0.921,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.828,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:52,2018-12-02T22:00:00,NA,207.32722,92,1090,709,92,173,1168,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/heinz-field/tickets,1119,15212,TRUE,"Pittsburgh, PA 15212",America/New_York,0.9033526,Heinz Field,Heinz Field,PA,heinz-field,100 Art Rooney Avenue,0,US,10,508,Pittsburgh,"Pittsburgh, PA",-80.0158,40.4468,2015-12-08T15:36:23Z,QRCODE_TM,FALSE
Cardinals at Packers,https://seatgeek.com/cardinals-at-packers-tickets/12-2-2018-green-bay-wisconsin-lambeau-field/nfl/4346909,4346909,FALSE,FALSE,FALSE,Arizona Cardinals at Green Bay Packers,0.912,nfl,2018-12-02T12:00:00,2018-12-02T18:00:00,,normal,0.824,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:13,2018-12-02T22:00:00,NA,265.32574,157,718,439,151,234,1125,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/lambeau-field/tickets,1125,54304,TRUE,"Green Bay, WI 54304",America/Chicago,0.92909414,Lambeau Field,Lambeau Field,WI,lambeau-field,1265 Lombardi Avenue,0,US,6,658,Green Bay,"Green Bay, WI",-88.0622,44.5013,2015-09-02T22:43:34Z,QRCODE_TM,FALSE
Ravens at Falcons,https://seatgeek.com/ravens-at-falcons-tickets/12-2-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347048,4347048,FALSE,FALSE,FALSE,Baltimore Ravens at Atlanta Falcons,0.946,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.852,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:41,2018-12-02T22:00:00,NA,219.23515,76,1193,825,71,180,1117,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,419590,30313,TRUE,"Atlanta, GA 30313",America/New_York,0.76958936,Mercedes-Benz Stadium,Mercedes-Benz Stadium,GA,mercedes-benz-stadium,441 M.L.K. Jr Dr NW,0,US,19,0,Atlanta,"Atlanta, GA",-84.4,33.76,2018-08-23T20:14:46Z,QRCODE,FALSE
Broncos at Bengals,https://seatgeek.com/broncos-at-bengals-tickets/12-2-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347038,4347038,FALSE,FALSE,FALSE,Denver Broncos at Cincinnati Bengals,0.928,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.83,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:39,2018-12-02T22:00:00,NA,110.86789,50,511,598,50,98,900,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/paul-brown-stadium/tickets,1124,45202,TRUE,"Cincinnati, OH 45202",America/New_York,0.86166537,Paul Brown Stadium,Paul Brown Stadium,OH,paul-brown-stadium,1 Paul Brown Stadium,0,US,7,515,Cincinnati,"Cincinnati, OH",-84.5177,39.0961,2015-10-09T16:14:37Z,QRCODE_TM,FALSE
Colts at Jaguars,https://seatgeek.com/colts-at-jaguars-tickets/12-2-2018-jacksonville-florida-everbank-field/nfl/4346946,4346946,FALSE,FALSE,FALSE,Indianapolis Colts at Jacksonville Jaguars,0.854,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.771,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:19,2018-12-02T22:00:00,NA,143.05328,54,5583,732,54,109,931,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/everbank-field/tickets,5178,32202,TRUE,"Jacksonville, FL 32202",America/New_York,0.83759147,EverBank Field,EverBank Field,FL,everbank-field,1 Everbank Field Dr,0,US,9,561,Jacksonville,"Jacksonville, FL",-81.6373,30.3239,2015-10-17T20:03:42Z,QRCODE_TM,FALSE
Bears at Giants,https://seatgeek.com/bears-at-giants-tickets/12-2-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4347004,4347004,FALSE,FALSE,FALSE,Chicago Bears at New York Giants,0.952,nfl,2018-12-02T13:00:00,2018-12-02T18:00:00,,normal,0.848,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:32,2018-12-02T22:00:00,NA,265.39102,98,1319,601,93,207,1324,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/metlife-stadium/tickets,1587,07073,TRUE,"East Rutherford, NJ 07073",America/New_York,0.94873494,MetLife Stadium,MetLife Stadium,NJ,metlife-stadium,1 MetLife Stadium Drive,0,US,17,501,East Rutherford,"East Rutherford, NJ",-74.0737,40.8142,2015-09-12T14:14:07Z,QRCODE_TM,FALSE
Browns at Texans,https://seatgeek.com/browns-at-texans-tickets/12-2-2018-houston-texas-nrg-stadium/nfl/4347156,4347156,FALSE,FALSE,FALSE,Cleveland Browns at Houston Texans,0.905,nfl,2018-12-02T12:00:00,2018-12-02T18:00:00,,normal,0.81,FALSE,2018-04-20T00:00:00,2018-04-20T03:52:35,2018-12-02T22:00:00,NA,168.32567,44,2235,522,44,126,1091,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/nrg-stadium/tickets,41,77054,TRUE,"Houston, TX 77054",America/Chicago,0.8624192,NRG Stadium,NRG Stadium,TX,nrg-stadium,1 Reliant Park,0,US,44,618,Houston,"Houston, TX",-95.4107,29.6847,2015-11-04T18:42:27Z,QRCODE_TM,FALSE
Jets at Titans,https://seatgeek.com/jets-at-titans-tickets/12-2-2018-nashville-tennessee-nissan-stadium/nfl/4346989,4346989,FALSE,FALSE,FALSE,New York Jets at Tennessee Titans,0.875,nfl,2018-12-02T15:05:00,2018-12-02T20:05:00,,normal,0.788,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:29,2018-12-03T00:05:00,NA,172.5,42,1172,564,42,NA,NA,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/nissan-stadium/tickets,1126,37213,TRUE,"Nashville, TN 37213",America/New_York,0.8546275,Nissan Stadium,Nissan Stadium,TN,nissan-stadium,1 Titans Way,0,US,14,659,Nashville,"Nashville, TN",-86.7713,36.1665,2015-10-19T15:09:39Z,NONE,FALSE
Chiefs at Raiders,https://seatgeek.com/chiefs-at-raiders-tickets/12-2-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347152,4347152,FALSE,FALSE,FALSE,Kansas City Chiefs at Oakland Raiders,0.906,nfl,2018-12-02T13:05:00,2018-12-02T21:05:00,,normal,0.812,FALSE,2018-04-20T00:00:00,2018-04-20T01:04:24,2018-12-03T01:05:00,NA,205.02888,87,1306,554,84,183,921,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,14,94621,TRUE,"Oakland, CA 94621",America/Los_Angeles,0.7817843,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,CA,oakland-alameda-county-coliseum,7000 Coliseum Way,0,US,24,807,Oakland,"Oakland, CA",-122.201,37.7469,2015-06-24T00:00:00Z,PDF417,FALSE
Vikings at Patriots,https://seatgeek.com/vikings-at-patriots-tickets/12-2-2018-foxborough-massachusetts-gillette-stadium/nfl/4347094,4347094,FALSE,FALSE,FALSE,Minnesota Vikings at New England Patriots,0.989,nfl,2018-12-02T16:25:00,2018-12-02T21:25:00,,normal,0.886,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:50,2018-12-03T01:25:00,NA,569.07654,268,1347,196,268,437,636,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/gillette-stadium/tickets,33,02035,TRUE,"Foxborough, MA 02035",America/New_York,0.8983344,Gillette Stadium,Gillette Stadium,MA,gillette-stadium,1 Patriot Place,0,US,15,506,Foxborough,"Foxborough, MA",-71.2674,42.0906,2018-08-22T15:36:58Z,NONE,FALSE
49ers at Seahawks,https://seatgeek.com/49ers-at-seahawks-tickets/12-2-2018-seattle-washington-centurylink-field/nfl/4347124,4347124,FALSE,FALSE,FALSE,San Francisco 49ers at Seattle Seahawks,0.967,nfl,2018-12-02T17:20:00,2018-12-03T01:20:00,,normal,0.858,FALSE,2018-04-20T00:00:00,2018-04-20T00:47:55,2018-12-03T05:20:00,NA,425.78882,164,1224,322,141,394,763,2018-08-24T21:53:41Z,QRCODE,FALSE,https://seatgeek.com/venues/centurylink-field/tickets,339,98134,TRUE,"Seattle, WA 98134",America/Los_Angeles,0.87232786,CenturyLink Field,CenturyLink Field,WA,centurylink-field,800 Occidental Ave S,0,US,18,819,Seattle,"Seattle, WA",-122.33,47.6,2018-03-02T22:54:54Z,QRCODE,FALSE
