datetime_local,is_open,time_tbd,title,type,url,id,datetime_utc,description,score,short_title,popularity,created_at,announce_date,datetime_tbd,date_tbd,visible_until_utc,status,general_admission,median_price,visible_listing_count,highest_price,average_price,listing_count,lowest_price_good_deals,lowest_price,employee_only,created_at,method,address,url,state,id,num_upcoming_events,metro_code,score,popularity,has_upcoming_events,postal_code,city,slug,timezone,country,name_v2,name,display_location,extended_address,lon,lat,employee_only,created_at,method
2018-10-14T13:00:00,FALSE,FALSE,Carolina Panthers at Washington Redskins,nfl,https://seatgeek.com/panthers-at-redskins-tickets/10-14-2018-landover-maryland-fedex-field/nfl/4346942,4346942,2018-10-14T17:00:00,,0.914,Panthers at Redskins,0.915,2018-04-20T00:47:18,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T21:00:00,normal,NA,155,1007,826,182.69598,523,88,98,FALSE,2018-08-24T21:52:02Z,QRCODE,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,MD,35,6,511,0.9333444,0,TRUE,20785,Landover,fedex-field,America/New_York,US,FedEx Field,FedEx Field,"Landover, MD","Landover, MD 20785",-76.8658,38.9071,FALSE,2015-09-12T14:13:58Z,QRCODE_TM
2018-10-14T15:25:00,FALSE,FALSE,Baltimore Ravens at Tennessee Titans,nfl,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,4346991,2018-10-14T19:25:00,,0.833,Ravens at Titans,0.849,2018-04-20T00:47:30,2018-04-20T00:00:00,FALSE,FALSE,2018-10-14T23:25:00,normal,NA,187,673,513,197.40945,381,63,66,FALSE,2018-08-24T21:53:35Z,QRCODE,1 Titans Way,https://seatgeek.com/venues/nissan-stadium/tickets,TN,1126,16,659,0.8546275,0,TRUE,37213,Nashville,nissan-stadium,America/New_York,US,Nissan Stadium,Nissan Stadium,"Nashville, TN","Nashville, TN 37213",-86.7713,36.1665,FALSE,2015-10-19T15:09:39Z,NONE
2018-10-14T14:05:00,FALSE,FALSE,Los Angeles Rams at Denver Broncos,nfl,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,4347138,2018-10-14T20:05:00,,0.855,Rams at Broncos,0.867,2018-04-20T01:04:04,2018-04-20T00:00:00,FALSE,FALSE,2018-10-15T00:05:00,normal,NA,296,730,1194,384.5645,62,131,190,FALSE,2018-08-24T21:53:38Z,QRCODE,1701 Bryant St.,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,CO,1131,7,751,0.9028296,0,TRUE,80204,Denver,sports-authority-field-at-mile-high,America/Denver,US,Sports Authority Field at Mile High,Sports Authority Field at Mile High,"Denver, CO","Denver, CO 80204",-105.02,39.74,FALSE,2015-08-07T18:39:02Z,QRCODE_TM
2018-10-14T15:25:00,TRUE,FALSE,Jacksonville Jaguars at Dallas Cowboys,nfl,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,4327923,2018-10-14T20:25:00,,0.932,Jaguars at Cowboys,0.926,2018-04-05T23:08:47,2018-04-05T00:00:00,FALSE,FALSE,2018-10-15T00:25:00,normal,NA,270,1984,2642,338.3321,2409,31,31,FALSE,2018-04-17T22:02:33Z,QRCODE,1 AT&T Way,https://seatgeek.com/venues/at-t-stadium/tickets,TX,4965,21,623,0.9751414,0,TRUE,76011,Arlington,at-t-stadium,America/Chicago,US,AT&T Stadium,AT&T Stadium,"Arlington, TX","Arlington, TX 76011",-97.0957,32.7459,FALSE,2018-04-17T22:02:33Z,QRCODE
2018-10-14T20:20:00,FALSE,FALSE,Kansas City Chiefs at New England Patriots,nfl,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,4347095,2018-10-15T00:20:00,,0.905,Chiefs at Patriots,0.9,2018-04-20T00:47:50,2018-04-20T00:00:00,FALSE,FALSE,2018-10-15T04:20:00,normal,NA,415,611,1438,500.8158,190,212,236,FALSE,2018-08-24T21:53:35Z,QRCODE,1 Patriot Place,https://seatgeek.com/venues/gillette-stadium/tickets,MA,33,15,506,0.8983344,0,TRUE,02035,Foxborough,gillette-stadium,America/New_York,US,Gillette Stadium,Gillette Stadium,"Foxborough, MA","Foxborough, MA 02035",-71.2674,42.0906,FALSE,2018-08-22T15:36:58Z,NONE
2018-10-15T19:15:00,FALSE,FALSE,San Francisco 49ers at Green Bay Packers,nfl,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,4346914,2018-10-16T00:15:00,,0.902,49ers at Packers,0.899,2018-04-20T00:47:13,2018-04-20T00:00:00,FALSE,FALSE,2018-10-16T04:15:00,normal,NA,313,573,644,323.83194,119,168,168,FALSE,2018-08-24T21:53:38Z,QRCODE,1265 Lombardi Avenue,https://seatgeek.com/venues/lambeau-field/tickets,WI,1125,6,658,0.92909414,0,TRUE,54304,Green Bay,lambeau-field,America/Chicago,US,Lambeau Field,Lambeau Field,"Green Bay, WI","Green Bay, WI 54304",-88.0622,44.5013,FALSE,2015-09-02T22:43:34Z,QRCODE_TM
2018-10-18T17:20:00,FALSE,FALSE,Denver Broncos at Arizona Cardinals,nfl,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,4347102,2018-10-19T00:20:00,,0.894,Broncos at Cardinals,0.888,2018-04-20T00:47:51,2018-04-20T00:00:00,FALSE,FALSE,2018-10-19T04:20:00,normal,NA,133,824,571,165.67331,401,53,56,FALSE,2018-08-24T21:53:38Z,QRCODE,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,AZ,43,10,753,0.93402725,0,TRUE,85305,Glendale,state-farm-stadium,America/Phoenix,US,State Farm Stadium,State Farm Stadium,"Glendale, AZ","Glendale, AZ 85305",-112.262,33.5294,FALSE,2015-12-21T17:26:05Z,NONE
2018-10-20T18:30:00,FALSE,FALSE,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,nfl,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322,4471322,2018-10-20T23:30:00,,0.473,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,0.574,2018-08-01T16:01:33,2018-08-01T00:00:00,FALSE,FALSE,2018-10-21T03:30:00,normal,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018-08-24T21:53:38Z,QRCODE,217 Olympic Drive,https://seatgeek.com/venues/asu-convocation-center-1/tickets,AR,4081,42,734,0.5808074,0,TRUE,72401,Jonesboro,asu-convocation-center-1,America/Chicago,US,ASU Convocation Center,ASU Convocation Center,"Jonesboro, AR","Jonesboro, AR 72401",-90.6691,35.8438,NA,NA,NA
2018-10-21T12:00:00,FALSE,FALSE,New England Patriots at Chicago Bears,nfl,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,4347008,2018-10-21T17:00:00,,0.939,Patriots at Bears,0.92,2018-04-20T00:47:33,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,603,454,123593,2963.7737,53,379,255,FALSE,2018-08-24T21:53:38Z,QRCODE,1410 S. Museum Campus Drive,https://seatgeek.com/venues/soldier-field/tickets,IL,31,9,602,0.940013,0,TRUE,60605,Chicago,soldier-field,America/Chicago,US,Soldier Field,Soldier Field,"Chicago, IL","Chicago, IL 60605",-87.6159,41.8623,FALSE,2018-06-02T00:44:08Z,NONE
2018-10-21T13:00:00,FALSE,FALSE,Buffalo Bills at Indianapolis Colts,nfl,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,4346960,2018-10-21T17:00:00,,0.826,Bills at Colts,0.837,2018-04-20T00:47:22,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,91,1026,875,109,564,33,33,FALSE,2018-08-24T21:53:38Z,QRCODE,500 South Capitol Avenue,https://seatgeek.com/venues/lucas-oil-stadium/tickets,IN,1130,14,527,0.9071682,0,TRUE,46225,Indianapolis,lucas-oil-stadium,America/Indiana/Indianapolis,US,Lucas Oil Stadium,Lucas Oil Stadium,"Indianapolis, IN","Indianapolis, IN 46225",-86.1639,39.7601,FALSE,2018-09-13T22:29:37Z,QRCODE_TM
2018-10-21T13:00:00,FALSE,FALSE,Minnesota Vikings at New York Jets,nfl,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,4346975,2018-10-21T17:00:00,,0.922,Vikings at Jets,0.906,2018-04-20T00:47:26,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,184,933,1062,216.78555,443,62,62,FALSE,2018-08-24T21:53:38Z,QRCODE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,1587,16,501,0.94873494,0,TRUE,07073,East Rutherford,metlife-stadium,America/New_York,US,MetLife Stadium,MetLife Stadium,"East Rutherford, NJ","East Rutherford, NJ 07073",-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
2018-10-21T13:00:00,FALSE,FALSE,Cleveland Browns at Tampa Bay Buccaneers,nfl,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,4346931,2018-10-21T17:00:00,,0.821,Browns at Buccaneers,0.828,2018-04-20T00:47:16,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,205,381,558,288.5625,16,82,137,FALSE,2018-08-24T21:53:38Z,QRCODE,4201 North Dale Mabry Highway,https://seatgeek.com/venues/raymond-james-stadium/tickets,FL,39,14,539,0.86513025,0,TRUE,33607,Tampa,raymond-james-stadium,America/New_York,US,Raymond James Stadium,Raymond James Stadium,"Tampa, FL","Tampa, FL 33607",-82.5034,27.9753,FALSE,2015-08-24T14:44:53Z,QRCODE_TM
2018-10-21T13:00:00,FALSE,FALSE,Detroit Lions at Miami Dolphins,nfl,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,4347084,2018-10-21T17:00:00,,0.853,Lions at Dolphins,0.855,2018-04-20T00:47:47,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,137,968,902,155.45833,144,53,62,FALSE,2018-08-24T21:53:38Z,QRCODE,347 Don Shula Dr.,https://seatgeek.com/venues/hard-rock-stadium/tickets,FL,29,36,528,0.8378203,0,TRUE,33056,Miami Gardens,hard-rock-stadium,America/New_York,US,Hard Rock Stadium,Hard Rock Stadium,"Miami Gardens, FL","Miami Gardens, FL 33056",-80.24,25.96,FALSE,2017-10-03T18:58:44Z,NONE
2018-10-21T12:00:00,FALSE,FALSE,Cincinnati Bengals at Kansas City Chiefs,nfl,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,4346982,2018-10-21T17:00:00,,0.873,Bengals at Chiefs,0.87,2018-04-20T00:47:27,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,96,1096,601,124.85751,386,50,50,FALSE,2018-08-24T21:53:38Z,QRCODE,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,MO,1128,8,616,0.8827867,0,TRUE,64129,Kansas City,arrowhead-stadium,America/Chicago,US,Arrowhead Stadium,Arrowhead Stadium,"Kansas City, MO","Kansas City, MO 64129",-94.4839,39.0489,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
2018-10-21T13:00:00,FALSE,FALSE,Houston Texans at Jacksonville Jaguars,nfl,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-everbank-field/nfl/4346948,4346948,2018-10-21T17:00:00,,0.782,Texans at Jaguars,0.8,2018-04-20T00:47:19,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,97,912,588,125.04589,414,48,48,FALSE,2018-08-24T21:53:38Z,QRCODE,1 Everbank Field Dr,https://seatgeek.com/venues/everbank-field/tickets,FL,5178,8,561,0.83759147,0,TRUE,32202,Jacksonville,everbank-field,America/New_York,US,EverBank Field,EverBank Field,"Jacksonville, FL","Jacksonville, FL 32202",-81.6373,30.3239,FALSE,2015-10-17T20:03:42Z,QRCODE_TM
2018-10-21T13:00:00,FALSE,FALSE,Carolina Panthers at Philadelphia Eagles,nfl,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,4347036,2018-10-21T17:00:00,,0.905,Panthers at Eagles,0.895,2018-04-20T00:47:39,2018-04-20T00:00:00,FALSE,FALSE,2018-10-21T21:00:00,normal,NA,367,810,3680,420.18405,326,156,206,FALSE,2018-08-24T21:53:38Z,QRCODE,1020 Pattison Ave,https://seatgeek.com/venues/lincoln-financial-field/tickets,PA,330,15,504,0.90542685999999994,0,TRUE,19148,Philadelphia,lincoln-financial-field,America/New_York,US,Lincoln Financial Field,Lincoln Financial Field,"Philadelphia, PA","Philadelphia, PA 19148",-75.1675,39.9046,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
2018-10-21T16:05:00,FALSE,FALSE,New Orleans Saints at Baltimore Ravens,nfl,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,4347071,2018-10-21T20:05:00,,0.831,Saints at Ravens,0.838,2018-04-20T00:47:45,2018-04-20T00:00:00,FALSE,FALSE,2018-10-22T00:05:00,normal,NA,127,910,611,154.26057,449,51,51,FALSE,2018-08-24T21:53:38Z,QRCODE,1101 Russell St,https://seatgeek.com/venues/m-t-bank-stadium/tickets,MD,1121,7,512,0.8927189,0,TRUE,21230,Baltimore,m-t-bank-stadium,America/New_York,US,M&T Bank Stadium,M&T Bank Stadium,"Baltimore, MD","Baltimore, MD 21230",-76.623,39.2774,FALSE,2015-08-04T00:00:00Z,QRCODE_TM
2018-10-21T16:25:00,FALSE,FALSE,Dallas Cowboys at Washington Redskins,nfl,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,4346941,2018-10-21T20:25:00,,0.945,Cowboys at Redskins,0.927,2018-04-20T00:47:18,2018-04-20T00:00:00,FALSE,FALSE,2018-10-22T00:25:00,normal,NA,281,1042,1101,336.3415,653,170,183,FALSE,2018-08-24T21:53:38Z,QRCODE,1600 Fedex Way,https://seatgeek.com/venues/fedex-field/tickets,MD,35,6,511,0.9333444,0,TRUE,20785,Landover,fedex-field,America/New_York,US,FedEx Field,FedEx Field,"Landover, MD","Landover, MD 20785",-76.8658,38.9071,FALSE,2015-09-12T14:13:58Z,QRCODE_TM
2018-10-21T17:20:00,FALSE,FALSE,Los Angeles Rams at San Francisco 49ers,nfl,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,4347118,2018-10-22T00:20:00,,0.905,Rams at 49ers,0.892,2018-04-20T00:47:54,2018-04-20T00:00:00,FALSE,FALSE,2018-10-22T04:20:00,normal,NA,196,1034,2993,228.03932,712,87,87,FALSE,2018-08-24T21:53:38Z,QRCODE,4900 Marie P DeBartolo Way,https://seatgeek.com/venues/levi-s-stadium/tickets,CA,58670,13,0,0.95768774,0,TRUE,95054,Santa Clara,levi-s-stadium,America/Los_Angeles,US,Levi's Stadium,Levi's Stadium,"Santa Clara, CA","Santa Clara, CA 95054",-121.969,37.4023,FALSE,2015-07-10T00:00:00Z,QRCODE_TM
2018-10-22T20:15:00,FALSE,FALSE,New York Giants at Atlanta Falcons,nfl,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,4347050,2018-10-23T00:15:00,,0.912,Giants at Falcons,0.896,2018-04-20T00:47:42,2018-04-20T00:00:00,FALSE,FALSE,2018-10-23T04:15:00,normal,NA,303,803,1990,326.87946,730,122,128,FALSE,2018-08-24T21:53:38Z,QRCODE,441 M.L.K. Jr Dr NW,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,GA,419590,19,0,0.76958936,0,TRUE,30313,Atlanta,mercedes-benz-stadium,America/New_York,US,Mercedes-Benz Stadium,Mercedes-Benz Stadium,"Atlanta, GA","Atlanta, GA 30313",-84.4,33.76,FALSE,2018-08-23T20:14:46Z,QRCODE
2018-10-23T19:00:00,FALSE,FALSE,Troy Trojans at South Alabama Jaguars Football,ncaa_football,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,4281985,2018-10-24T00:00:00,,0.312,Troy at South Alabama,0.447,2018-02-28T15:00:17,2018-02-28T00:00:00,FALSE,FALSE,2018-10-24T04:00:00,normal,NA,36,11,92,43.58621,29,26,26,NA,NA,NA,1621 Virginia St.,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,AL,3716,5,686,0.50177634,0,TRUE,36604,Mobile,ladd-peebles-stadium,America/Chicago,US,Ladd Peebles Stadium,Ladd Peebles Stadium,"Mobile, AL","Mobile, AL 36604",-88.0761,30.6748,NA,NA,NA
2018-10-25T19:20:00,FALSE,FALSE,Miami Dolphins at Houston Texans,nfl,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,4347018,2018-10-26T00:20:00,,0.848,Dolphins at Texans,0.836,2018-04-20T00:47:36,2018-04-20T00:00:00,FALSE,FALSE,2018-10-26T04:20:00,normal,NA,146,1052,843,186.52197,569,40,55,FALSE,2018-08-24T21:53:38Z,QRCODE,1 Reliant Park,https://seatgeek.com/venues/nrg-stadium/tickets,TX,41,47,618,0.8624192,0,TRUE,77054,Houston,nrg-stadium,America/Chicago,US,NRG Stadium,NRG Stadium,"Houston, TX","Houston, TX 77054",-95.4107,29.6847,FALSE,2015-11-04T18:42:27Z,QRCODE_TM
2018-10-28T13:00:00,FALSE,FALSE,Tampa Bay Buccaneers at Cincinnati Bengals,nfl,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,4347041,2018-10-28T17:00:00,,0.828,Buccaneers at Bengals,0.826,2018-04-20T00:47:40,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,88,919,332,97.58878,535,41,41,FALSE,2018-08-24T21:53:39Z,QRCODE,1 Paul Brown Stadium,https://seatgeek.com/venues/paul-brown-stadium/tickets,OH,1124,7,515,0.86166537,0,TRUE,45202,Cincinnati,paul-brown-stadium,America/New_York,US,Paul Brown Stadium,Paul Brown Stadium,"Cincinnati, OH","Cincinnati, OH 45202",-84.5177,39.0961,FALSE,2015-10-09T16:14:37Z,QRCODE_TM
2018-10-28T13:00:00,FALSE,FALSE,Seattle Seahawks at Detroit Lions,nfl,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,4347026,2018-10-28T17:00:00,,0.898,Seahawks at Lions,0.884,2018-04-20T00:47:37,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,131,835,2386,156.40656,519,63,66,FALSE,2018-08-24T21:53:39Z,QRCODE,2000 Brush St.,https://seatgeek.com/venues/ford-field/tickets,MI,346,11,505,0.9029952,0,TRUE,48226,Detroit,ford-field,America/Detroit,US,Ford Field,Ford Field,"Detroit, MI","Detroit, MI 48226",-83.0459,42.34,FALSE,2015-11-04T17:31:52Z,NONE
2018-10-28T13:00:00,FALSE,FALSE,Washington Redskins at New York Giants,nfl,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,4346940,2018-10-28T17:00:00,,0.896,Redskins at Giants,0.874,2018-04-20T00:47:17,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,228,833,1369,286.93915,493,132,134,FALSE,2018-08-24T21:53:39Z,QRCODE,1 MetLife Stadium Drive,https://seatgeek.com/venues/metlife-stadium/tickets,NJ,1587,16,501,0.94873494,0,TRUE,07073,East Rutherford,metlife-stadium,America/New_York,US,MetLife Stadium,MetLife Stadium,"East Rutherford, NJ","East Rutherford, NJ 07073",-74.0737,40.8142,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
2018-10-28T13:00:00,FALSE,FALSE,Baltimore Ravens at Carolina Panthers,nfl,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,4347070,2018-10-28T17:00:00,,0.869,Ravens at Panthers,0.855,2018-04-20T00:47:45,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,165,806,588,212.36716,335,89,89,FALSE,2018-08-24T21:53:39Z,QRCODE,800 South Mint Street,https://seatgeek.com/venues/bank-of-america-stadium/tickets,NC,1122,8,517,0.8968222,0,TRUE,28202,Charlotte,bank-of-america-stadium,America/New_York,US,Bank of America Stadium,Bank of America Stadium,"Charlotte, NC","Charlotte, NC 28202",-80.8524,35.2243,FALSE,2015-09-25T18:23:51Z,QRCODE_TM
2018-10-28T13:00:00,FALSE,FALSE,Cleveland Browns at Pittsburgh Steelers,nfl,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,4347078,2018-10-28T17:00:00,,0.866,Browns at Steelers,0.855,2018-04-20T00:47:46,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,254,641,1138,295.51254,279,103,103,FALSE,2018-08-24T21:53:39Z,QRCODE,100 Art Rooney Avenue,https://seatgeek.com/venues/heinz-field/tickets,PA,1119,10,508,0.9033526,0,TRUE,15212,Pittsburgh,heinz-field,America/New_York,US,Heinz Field,Heinz Field,"Pittsburgh, PA","Pittsburgh, PA 15212",-80.0158,40.4468,FALSE,2015-12-08T15:36:23Z,QRCODE_TM
2018-10-28T12:00:00,FALSE,FALSE,Denver Broncos at Kansas City Chiefs,nfl,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,4346981,2018-10-28T17:00:00,,0.885,Broncos at Chiefs,0.868,2018-04-20T00:47:27,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,133,1022,840,171.24353,386,95,95,FALSE,2018-08-24T21:53:39Z,QRCODE,1 Arrowhead Drive,https://seatgeek.com/venues/arrowhead-stadium/tickets,MO,1128,8,616,0.8827867,0,TRUE,64129,Kansas City,arrowhead-stadium,America/Chicago,US,Arrowhead Stadium,Arrowhead Stadium,"Kansas City, MO","Kansas City, MO 64129",-94.4839,39.0489,FALSE,2015-08-20T16:20:51Z,QRCODE_TM
2018-10-28T12:00:00,FALSE,FALSE,New York Jets at Chicago Bears,nfl,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,4347007,2018-10-28T17:00:00,,0.879,Jets at Bears,0.865,2018-04-20T00:47:33,2018-04-20T00:00:00,FALSE,FALSE,2018-10-28T21:00:00,normal,NA,284,809,1198,309.096,125,133,133,FALSE,2018-08-24T21:53:39Z,QRCODE,1410 S. Museum Campus Drive,https://seatgeek.com/venues/soldier-field/tickets,IL,31,9,602,0.940013,0,TRUE,60605,Chicago,soldier-field,America/Chicago,US,Soldier Field,Soldier Field,"Chicago, IL","Chicago, IL 60605",-87.6159,41.8623,FALSE,2018-06-02T00:44:08Z,NONE
2018-10-28T13:05:00,FALSE,FALSE,Indianapolis Colts at Oakland Raiders,nfl,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,4347153,2018-10-28T20:05:00,,0.846,Colts at Raiders,0.839,2018-04-20T01:04:25,2018-04-20T00:00:00,FALSE,FALSE,2018-10-29T00:05:00,normal,NA,159,840,588,170.52954,474,74,74,FALSE,2018-08-24T21:53:39Z,QRCODE,7000 Coliseum Way,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,CA,14,21,807,0.7817843,0,TRUE,94621,Oakland,oakland-alameda-county-coliseum,America/Los_Angeles,US,Oakland-Alameda County Coliseum,Oakland-Alameda County Coliseum,"Oakland, CA","Oakland, CA 94621",-122.201,37.7469,FALSE,2015-06-24T00:00:00Z,PDF417
2018-10-28T13:25:00,FALSE,FALSE,Green Bay Packers at Los Angeles Rams,nfl,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,4346921,2018-10-28T20:25:00,,0.922,Packers at Rams,0.895,2018-04-20T00:47:14,2018-04-20T00:00:00,FALSE,FALSE,2018-10-29T00:25:00,normal,NA,515,1028,11273,570.0513,429,239,244,FALSE,2018-08-24T21:53:39Z,QRCODE,3911 S Figueroa St,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,CA,51012,9,0,0.86898464,0,TRUE,90037,Los Angeles,los-angeles-memorial-coliseum-1,America/Los_Angeles,US,Los Angeles Memorial Coliseum,Los Angeles Memorial Coliseum,"Los Angeles, CA","Los Angeles, CA 90037",-118.288,34.0138,FALSE,2018-08-23T17:59:28Z,QRCODE
2018-10-28T13:25:00,FALSE,FALSE,San Francisco 49ers at Arizona Cardinals,nfl,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,4347101,2018-10-28T20:25:00,,0.888,49ers at Cardinals,0.873,2018-04-20T00:47:51,2018-04-20T00:00:00,FALSE,FALSE,2018-10-29T00:25:00,normal,NA,102,1078,611,130.41719,628,39,39,FALSE,2018-08-24T21:53:39Z,QRCODE,1 Cardinals Drive,https://seatgeek.com/venues/state-farm-stadium/tickets,AZ,43,10,753,0.93402725,0,TRUE,85305,Glendale,state-farm-stadium,America/Phoenix,US,State Farm Stadium,State Farm Stadium,"Glendale, AZ","Glendale, AZ 85305",-112.262,33.5294,FALSE,2015-12-21T17:26:05Z,NONE
2018-10-28T19:20:00,FALSE,FALSE,New Orleans Saints at Minnesota Vikings,nfl,https://seatgeek.com/saints-at-vikings-tickets/10-28-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347136,4347136,2018-10-29T00:20:00,,0.887,Saints at Vikings,0.871,2018-04-20T01:04:04,2018-04-20T00:00:00,FALSE,FALSE,2018-10-29T04:20:00,normal,NA,281,841,2269,333.7586,435,135,135,FALSE,2018-08-24T21:53:39Z,QRCODE,900 South 5th Street,https://seatgeek.com/venues/u-s-bank-stadium/tickets,MN,218451,15,0,0.88524246,0,TRUE,55415,Minneapolis,u-s-bank-stadium,America/Chicago,US,U.S. Bank Stadium,U.S. Bank Stadium,"Minneapolis, MN","Minneapolis, MN 55415",-93.26,44.97,FALSE,2018-08-22T15:34:15Z,NONE
2018-10-29T20:15:00,FALSE,FALSE,New England Patriots at Buffalo Bills,nfl,https://seatgeek.com/patriots-at-bills-tickets/10-29-2018-orchard-park-new-york-new-era-field/nfl/4347062,4347062,2018-10-30T00:15:00,,0.888,Patriots at Bills,0.866,2018-04-20T00:47:44,2018-04-20T00:00:00,FALSE,FALSE,2018-10-30T04:15:00,normal,NA,160,1071,835,179.1687,901,96,99,FALSE,2018-08-24T21:53:39Z,QRCODE,1 Bills Drive,https://seatgeek.com/venues/new-era-field/tickets,NY,1135,7,514,0.8815085,0,TRUE,14127,Orchard Park,new-era-field,America/New_York,US,New Era Field,New Era Field,"Orchard Park, NY","Orchard Park, NY 14127",-78.7874,42.7737,FALSE,2015-08-12T16:52:53Z,QRCODE_TM
