date_tbd,created_at,score,datetime_utc,title,visible_until_utc,short_title,datetime_local,time_tbd,url,datetime_tbd,popularity,type,description,announce_date,status,id,is_open,general_admission,highest_price,average_price,median_price,visible_listing_count,listing_count,lowest_price,lowest_price_good_deals,employee_only,method,created_at,name,city,score,state,name_v2,popularity,country,has_upcoming_events,postal_code,num_upcoming_events,timezone,url,address,display_location,slug,extended_address,id,lon,lat,employee_only,method,created_at
FALSE,2018-04-20T01:04:06,0.877,2018-10-14T17:00:00,Arizona Cardinals at Minnesota Vikings,2018-10-14T21:00:00,Cardinals at Vikings,2018-10-14T12:00:00,FALSE,https://seatgeek.com/cardinals-at-vikings-tickets/10-14-2018-minneapolis-minnesota-u-s-bank-stadium/nfl/4347145,FALSE,0.852,nfl,,2018-04-20T00:00:00,normal,4347145,FALSE,NA,123594,579.89,NA,NA,397,110,110,FALSE,QRCODE,2018-08-24T21:53:38Z,U.S. Bank Stadium,Minneapolis,0.88524246,MN,U.S. Bank Stadium,0,US,TRUE,55415,13,America/Chicago,https://seatgeek.com/venues/u-s-bank-stadium/tickets,401 Chicago Avenue,"Minneapolis, MN",u-s-bank-stadium,"Minneapolis, MN 55415",218451,-93.26,44.97,FALSE,NONE,2018-08-22T15:34:15Z
FALSE,2018-04-20T00:47:36,0.863,2018-10-14T17:00:00,Buffalo Bills at Houston Texans,2018-10-14T21:00:00,Bills at Texans,2018-10-14T12:00:00,FALSE,https://seatgeek.com/bills-at-texans-tickets/10-14-2018-houston-texas-nrg-stadium/nfl/4347019,FALSE,0.833,nfl,,2018-04-20T00:00:00,normal,4347019,FALSE,NA,1198,188.01,NA,NA,420,61,61,FALSE,QRCODE,2018-08-24T21:53:35Z,NRG Stadium,Houston,0.8624192,TX,NRG Stadium,0,US,TRUE,77054,46,America/Chicago,https://seatgeek.com/venues/nrg-stadium/tickets,1 Reliant Park,"Houston, TX",nrg-stadium,"Houston, TX 77054",41,-95.4107,29.6847,FALSE,QRCODE_TM,2015-11-04T18:42:27Z
FALSE,2018-04-20T00:47:30,0.838,2018-10-14T19:25:00,Baltimore Ravens at Tennessee Titans,2018-10-14T23:25:00,Ravens at Titans,2018-10-14T15:25:00,FALSE,https://seatgeek.com/ravens-at-titans-tickets/10-14-2018-nashville-tennessee-nissan-stadium/nfl/4346991,FALSE,0.817,nfl,,2018-04-20T00:00:00,normal,4346991,FALSE,NA,720,196.53,NA,NA,403,64,64,FALSE,QRCODE,2018-08-24T21:53:35Z,Nissan Stadium,Nashville,0.8546275,TN,Nissan Stadium,0,US,TRUE,37213,16,America/New_York,https://seatgeek.com/venues/nissan-stadium/tickets,1 Titans Way,"Nashville, TN",nissan-stadium,"Nashville, TN 37213",1126,-86.7713,36.1665,FALSE,NONE,2015-10-19T15:09:39Z
FALSE,2018-04-20T01:04:04,0.872,2018-10-14T20:05:00,Los Angeles Rams at Denver Broncos,2018-10-15T00:05:00,Rams at Broncos,2018-10-14T14:05:00,FALSE,https://seatgeek.com/rams-at-broncos-tickets/10-14-2018-denver-colorado-sports-authority-field-at-mile-high/nfl/4347138,FALSE,0.849,nfl,,2018-04-20T00:00:00,normal,4347138,FALSE,NA,1194,360.88,NA,NA,113,177,177,FALSE,QRCODE,2018-08-24T21:53:38Z,Sports Authority Field at Mile High,Denver,0.9028296,CO,Sports Authority Field at Mile High,0,US,TRUE,80204,7,America/Denver,https://seatgeek.com/venues/sports-authority-field-at-mile-high/tickets,1701 Bryant St.,"Denver, CO",sports-authority-field-at-mile-high,"Denver, CO 80204",1131,-105.02,39.74,FALSE,QRCODE_TM,2015-08-07T18:39:02Z
FALSE,2018-04-05T23:08:47,0.937,2018-10-14T20:25:00,Jacksonville Jaguars at Dallas Cowboys,2018-10-15T00:25:00,Jaguars at Cowboys,2018-10-14T15:25:00,FALSE,https://seatgeek.com/jaguars-at-cowboys-tickets/10-14-2018-arlington-texas-at-t-stadium/nfl/4327923,FALSE,0.896,nfl,,2018-04-05T00:00:00,normal,4327923,TRUE,NA,4309,338.03,NA,NA,2617,33,33,FALSE,QRCODE,2018-04-17T22:02:33Z,AT&T Stadium,Arlington,0.9751414,TX,AT&T Stadium,0,US,TRUE,76011,24,America/Chicago,https://seatgeek.com/venues/at-t-stadium/tickets,1 AT&T Way,"Arlington, TX",at-t-stadium,"Arlington, TX 76011",4965,-97.0957,32.7459,FALSE,QRCODE,2018-04-17T22:02:33Z
FALSE,2018-04-20T00:47:50,0.923,2018-10-15T00:20:00,Kansas City Chiefs at New England Patriots,2018-10-15T04:20:00,Chiefs at Patriots,2018-10-14T20:20:00,FALSE,https://seatgeek.com/chiefs-at-patriots-tickets/10-14-2018-foxborough-massachusetts-gillette-stadium/nfl/4347095,FALSE,0.884,nfl,,2018-04-20T00:00:00,normal,4347095,FALSE,NA,1585,559.72,NA,NA,239,228,242,FALSE,QRCODE,2018-08-24T21:53:35Z,Gillette Stadium,Foxborough,0.8983344,MA,Gillette Stadium,0,US,TRUE,02035,13,America/New_York,https://seatgeek.com/venues/gillette-stadium/tickets,1 Patriot Place,"Foxborough, MA",gillette-stadium,"Foxborough, MA 02035",33,-71.2674,42.0906,FALSE,NONE,2018-08-22T15:36:58Z
FALSE,2018-04-20T00:47:13,0.908,2018-10-16T00:15:00,San Francisco 49ers at Green Bay Packers,2018-10-16T04:15:00,49ers at Packers,2018-10-15T19:15:00,FALSE,https://seatgeek.com/49ers-at-packers-tickets/10-15-2018-green-bay-wisconsin-lambeau-field/nfl/4346914,FALSE,0.871,nfl,,2018-04-20T00:00:00,normal,4346914,FALSE,NA,695,322.44,NA,NA,166,172,172,FALSE,QRCODE,2018-08-24T21:53:38Z,Lambeau Field,Green Bay,0.92909414,WI,Lambeau Field,0,US,TRUE,54304,7,America/Chicago,https://seatgeek.com/venues/lambeau-field/tickets,1265 Lombardi Avenue,"Green Bay, WI",lambeau-field,"Green Bay, WI 54304",1125,-88.0622,44.5013,FALSE,QRCODE_TM,2015-09-02T22:43:34Z
FALSE,2018-04-20T00:47:51,0.909,2018-10-19T00:20:00,Denver Broncos at Arizona Cardinals,2018-10-19T04:20:00,Broncos at Cardinals,2018-10-18T17:20:00,FALSE,https://seatgeek.com/broncos-at-cardinals-tickets/10-18-2018-glendale-arizona-state-farm-stadium/nfl/4347102,FALSE,0.869,nfl,,2018-04-20T00:00:00,normal,4347102,FALSE,NA,567,193.24,NA,NA,79,60,60,FALSE,QRCODE,2018-08-24T21:53:38Z,State Farm Stadium,Glendale,0.93402725,AZ,State Farm Stadium,0,US,TRUE,85305,10,America/Phoenix,https://seatgeek.com/venues/state-farm-stadium/tickets,1 Cardinals Drive,"Glendale, AZ",state-farm-stadium,"Glendale, AZ 85305",43,-112.262,33.5294,FALSE,NONE,2015-12-21T17:26:05Z
FALSE,2018-08-01T16:01:33,0.445,2018-10-20T23:30:00,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,2018-10-21T03:30:00,Little Rock Trojans at Arkansas State Red Wolves Women's Volleyball,2018-10-20T18:30:00,FALSE,https://seatgeek.com/little-rock-trojans-at-arkansas-state-red-wolves-womens-volleyball-tickets/10-20-2018-jonesboro-arkansas-asu-convocation-center-1/nfl/4471322,FALSE,0.506,nfl,,2018-08-01T00:00:00,normal,4471322,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,QRCODE,2018-08-24T21:53:38Z,ASU Convocation Center,Jonesboro,0.5808074,AR,ASU Convocation Center,0,US,TRUE,72401,36,America/Chicago,https://seatgeek.com/venues/asu-convocation-center-1/tickets,217 Olympic Drive,"Jonesboro, AR",asu-convocation-center-1,"Jonesboro, AR 72401",4081,-90.6691,35.8438,NA,NA,NA
FALSE,2018-04-20T00:47:33,0.95,2018-10-21T17:00:00,New England Patriots at Chicago Bears,2018-10-21T21:00:00,Patriots at Bears,2018-10-21T12:00:00,FALSE,https://seatgeek.com/patriots-at-bears-tickets/10-21-2018-chicago-illinois-soldier-field/nfl/4347008,FALSE,0.895,nfl,,2018-04-20T00:00:00,normal,4347008,FALSE,NA,1198,591.24,NA,NA,105,276,333,FALSE,QRCODE,2018-08-24T21:53:38Z,Soldier Field,Chicago,0.940013,IL,Soldier Field,0,US,TRUE,60605,12,America/Chicago,https://seatgeek.com/venues/soldier-field/tickets,1410 S. Museum Campus Drive,"Chicago, IL",soldier-field,"Chicago, IL 60605",31,-87.6159,41.8623,FALSE,NONE,2018-06-02T00:44:08Z
FALSE,2018-04-20T00:47:22,0.841,2018-10-21T17:00:00,Buffalo Bills at Indianapolis Colts,2018-10-21T21:00:00,Bills at Colts,2018-10-21T13:00:00,FALSE,https://seatgeek.com/bills-at-colts-tickets/10-21-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346960,FALSE,0.818,nfl,,2018-04-20T00:00:00,normal,4346960,FALSE,NA,1198,112.87,NA,NA,690,34,34,FALSE,QRCODE,2018-08-24T21:53:38Z,Lucas Oil Stadium,Indianapolis,0.9071682,IN,Lucas Oil Stadium,0,US,TRUE,46225,13,America/Indiana/Indianapolis,https://seatgeek.com/venues/lucas-oil-stadium/tickets,500 South Capitol Avenue,"Indianapolis, IN",lucas-oil-stadium,"Indianapolis, IN 46225",1130,-86.1639,39.7601,FALSE,QRCODE_TM,2015-08-22T16:51:43Z
FALSE,2018-04-20T00:47:26,0.925,2018-10-21T17:00:00,Minnesota Vikings at New York Jets,2018-10-21T21:00:00,Vikings at Jets,2018-10-21T13:00:00,FALSE,https://seatgeek.com/vikings-at-jets-tickets/10-21-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346975,FALSE,0.874,nfl,,2018-04-20T00:00:00,normal,4346975,FALSE,NA,1062,194.98,NA,NA,520,68,72,FALSE,QRCODE,2018-08-24T21:53:38Z,MetLife Stadium,East Rutherford,0.94873494,NJ,MetLife Stadium,0,US,TRUE,07073,19,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,1 MetLife Stadium Drive,"East Rutherford, NJ",metlife-stadium,"East Rutherford, NJ 07073",1587,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
FALSE,2018-04-20T00:47:47,0.856,2018-10-21T17:00:00,Detroit Lions at Miami Dolphins,2018-10-21T21:00:00,Lions at Dolphins,2018-10-21T13:00:00,FALSE,https://seatgeek.com/lions-at-dolphins-tickets/10-21-2018-miami-gardens-florida-hard-rock-stadium/nfl/4347084,FALSE,0.82,nfl,,2018-04-20T00:00:00,normal,4347084,FALSE,NA,906,156.13,NA,NA,204,47,47,FALSE,QRCODE,2018-08-24T21:53:38Z,Hard Rock Stadium,Miami Gardens,0.8378203,FL,Hard Rock Stadium,0,US,TRUE,33056,36,America/New_York,https://seatgeek.com/venues/hard-rock-stadium/tickets,347 Don Shula Dr.,"Miami Gardens, FL",hard-rock-stadium,"Miami Gardens, FL 33056",29,-80.24,25.96,FALSE,NONE,2017-10-03T18:58:44Z
FALSE,2018-04-20T00:47:16,0.849,2018-10-21T17:00:00,Cleveland Browns at Tampa Bay Buccaneers,2018-10-21T21:00:00,Browns at Buccaneers,2018-10-21T13:00:00,FALSE,https://seatgeek.com/browns-at-buccaneers-tickets/10-21-2018-tampa-florida-raymond-james-stadium/nfl/4346931,FALSE,0.816,nfl,,2018-04-20T00:00:00,normal,4346931,FALSE,NA,649,247.5,NA,NA,28,83,83,FALSE,QRCODE,2018-08-24T21:53:38Z,Raymond James Stadium,Tampa,0.86513025,FL,Raymond James Stadium,0,US,TRUE,33607,15,America/New_York,https://seatgeek.com/venues/raymond-james-stadium/tickets,4201 North Dale Mabry Highway,"Tampa, FL",raymond-james-stadium,"Tampa, FL 33607",39,-82.5034,27.9753,FALSE,QRCODE_TM,2015-08-24T14:44:53Z
FALSE,2018-04-20T00:47:27,0.858,2018-10-21T17:00:00,Cincinnati Bengals at Kansas City Chiefs,2018-10-21T21:00:00,Bengals at Chiefs,2018-10-21T12:00:00,FALSE,https://seatgeek.com/bengals-at-chiefs-tickets/10-21-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346982,FALSE,0.825,nfl,,2018-04-20T00:00:00,normal,4346982,FALSE,NA,602,136.22,NA,NA,1006,42,42,FALSE,QRCODE,2018-08-24T21:53:38Z,Arrowhead Stadium,Kansas City,0.8827867,MO,Arrowhead Stadium,0,US,TRUE,64129,9,America/Chicago,https://seatgeek.com/venues/arrowhead-stadium/tickets,1 Arrowhead Drive,"Kansas City, MO",arrowhead-stadium,"Kansas City, MO 64129",1128,-94.4839,39.0489,FALSE,QRCODE_TM,2015-08-20T16:20:51Z
FALSE,2018-04-20T00:47:19,0.795,2018-10-21T17:00:00,Houston Texans at Jacksonville Jaguars,2018-10-21T21:00:00,Texans at Jaguars,2018-10-21T13:00:00,FALSE,https://seatgeek.com/texans-at-jaguars-tickets/10-21-2018-jacksonville-florida-tiaa-bank-field/nfl/4346948,FALSE,0.775,nfl,,2018-04-20T00:00:00,normal,4346948,FALSE,NA,588,128.37,NA,NA,680,51,51,FALSE,QRCODE,2018-08-24T21:53:38Z,TIAA Bank Field,Jacksonville,0.83759147,FL,TIAA Bank Field,0,US,TRUE,32202,10,America/New_York,https://seatgeek.com/venues/tiaa-bank-field/tickets,1 Everbank Field Dr,"Jacksonville, FL",tiaa-bank-field,"Jacksonville, FL 32202",5178,-81.6373,30.3239,FALSE,QRCODE_TM,2015-10-17T20:03:42Z
FALSE,2018-04-20T00:47:39,0.917,2018-10-21T17:00:00,Carolina Panthers at Philadelphia Eagles,2018-10-21T21:00:00,Panthers at Eagles,2018-10-21T13:00:00,FALSE,https://seatgeek.com/panthers-at-eagles-tickets/10-21-2018-philadelphia-pennsylvania-lincoln-financial-field/nfl/4347036,FALSE,0.871,nfl,,2018-04-20T00:00:00,normal,4347036,FALSE,NA,3679,445.15,NA,NA,338,211,211,FALSE,QRCODE,2018-08-24T21:53:38Z,Lincoln Financial Field,Philadelphia,0.90542685999999994,PA,Lincoln Financial Field,0,US,TRUE,19148,16,America/New_York,https://seatgeek.com/venues/lincoln-financial-field/tickets,1020 Pattison Ave,"Philadelphia, PA",lincoln-financial-field,"Philadelphia, PA 19148",330,-75.1675,39.9046,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
FALSE,2018-04-20T00:47:45,0.841,2018-10-21T20:05:00,New Orleans Saints at Baltimore Ravens,2018-10-22T00:05:00,Saints at Ravens,2018-10-21T16:05:00,FALSE,https://seatgeek.com/saints-at-ravens-tickets/10-21-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347071,FALSE,0.811,nfl,,2018-04-20T00:00:00,normal,4347071,FALSE,NA,607,170,NA,NA,371,57,57,FALSE,QRCODE,2018-08-24T21:53:38Z,M&T Bank Stadium,Baltimore,0.8927189,MD,M&T Bank Stadium,0,US,TRUE,21230,8,America/New_York,https://seatgeek.com/venues/m-t-bank-stadium/tickets,1101 Russell St,"Baltimore, MD",m-t-bank-stadium,"Baltimore, MD 21230",1121,-76.623,39.2774,FALSE,QRCODE_TM,2015-08-04T00:00:00Z
FALSE,2018-04-20T00:47:18,0.964,2018-10-21T20:25:00,Dallas Cowboys at Washington Redskins,2018-10-22T00:25:00,Cowboys at Redskins,2018-10-21T16:25:00,FALSE,https://seatgeek.com/cowboys-at-redskins-tickets/10-21-2018-landover-maryland-fedex-field/nfl/4346941,FALSE,0.91,nfl,,2018-04-20T00:00:00,normal,4346941,FALSE,NA,1248,380.14,NA,NA,590,199,200,FALSE,QRCODE,2018-08-24T21:53:38Z,FedEx Field,Landover,0.9333444,MD,FedEx Field,0,US,TRUE,20785,9,America/New_York,https://seatgeek.com/venues/fedex-field/tickets,1600 Fedex Way,"Landover, MD",fedex-field,"Landover, MD 20785",35,-76.8658,38.9071,FALSE,QRCODE_TM,2015-09-12T14:13:58Z
FALSE,2018-04-20T00:47:54,0.909,2018-10-22T00:20:00,Los Angeles Rams at San Francisco 49ers,2018-10-22T04:20:00,Rams at 49ers,2018-10-21T17:20:00,FALSE,https://seatgeek.com/rams-at-49ers-tickets/10-21-2018-santa-clara-california-levi-s-stadium/nfl/4347118,FALSE,0.862,nfl,,2018-04-20T00:00:00,normal,4347118,FALSE,NA,2998,265.09,NA,NA,838,104,104,FALSE,QRCODE,2018-08-24T21:53:38Z,Levi's Stadium,Santa Clara,0.95768774,CA,Levi's Stadium,0,US,TRUE,95054,13,America/Los_Angeles,https://seatgeek.com/venues/levi-s-stadium/tickets,4900 Marie P DeBartolo Way,"Santa Clara, CA",levi-s-stadium,"Santa Clara, CA 95054",58670,-121.969,37.4023,FALSE,QRCODE_TM,2015-07-10T00:00:00Z
FALSE,2018-04-20T00:47:42,0.916,2018-10-23T00:15:00,New York Giants at Atlanta Falcons,2018-10-23T04:15:00,Giants at Falcons,2018-10-22T20:15:00,FALSE,https://seatgeek.com/giants-at-falcons-tickets/10-22-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347050,FALSE,0.87,nfl,,2018-04-20T00:00:00,normal,4347050,FALSE,NA,1791,334.45,NA,NA,607,121,121,FALSE,QRCODE,2018-08-24T21:53:38Z,Mercedes-Benz Stadium,Atlanta,0.76958936,GA,Mercedes-Benz Stadium,0,US,TRUE,30313,15,America/New_York,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,441 M.L.K. Jr Dr NW,"Atlanta, GA",mercedes-benz-stadium,"Atlanta, GA 30313",419590,-84.4,33.76,FALSE,QRCODE,2018-08-23T20:14:46Z
FALSE,2018-02-28T15:00:17,0.318,2018-10-24T00:00:00,Troy Trojans at South Alabama Jaguars Football,2018-10-24T04:00:00,Troy at South Alabama,2018-10-23T19:00:00,FALSE,https://seatgeek.com/troy-trojans-at-south-alabama-jaguars-football-tickets/ncaa-football/2018-10-23-7-pm/4281985,FALSE,0.392,ncaa_football,,2018-02-28T00:00:00,normal,4281985,FALSE,NA,93,43.75,NA,NA,26,27,27,NA,NA,NA,Ladd Peebles Stadium,Mobile,0.50177634,AL,Ladd Peebles Stadium,0,US,TRUE,36604,7,America/Chicago,https://seatgeek.com/venues/ladd-peebles-stadium/tickets,1621 Virginia St.,"Mobile, AL",ladd-peebles-stadium,"Mobile, AL 36604",3716,-88.0761,30.6748,NA,NA,NA
FALSE,2018-04-20T00:47:36,0.857,2018-10-26T00:20:00,Miami Dolphins at Houston Texans,2018-10-26T04:20:00,Dolphins at Texans,2018-10-25T19:20:00,FALSE,https://seatgeek.com/dolphins-at-texans-tickets/10-25-2018-houston-texas-nrg-stadium/nfl/4347018,FALSE,0.814,nfl,,2018-04-20T00:00:00,normal,4347018,FALSE,NA,1198,183.12,NA,NA,495,49,49,FALSE,QRCODE,2018-08-24T21:53:38Z,NRG Stadium,Houston,0.8624192,TX,NRG Stadium,0,US,TRUE,77054,46,America/Chicago,https://seatgeek.com/venues/nrg-stadium/tickets,1 Reliant Park,"Houston, TX",nrg-stadium,"Houston, TX 77054",41,-95.4107,29.6847,FALSE,QRCODE_TM,2015-11-04T18:42:27Z
FALSE,2018-04-20T00:47:40,0.841,2018-10-28T17:00:00,Tampa Bay Buccaneers at Cincinnati Bengals,2018-10-28T21:00:00,Buccaneers at Bengals,2018-10-28T13:00:00,FALSE,https://seatgeek.com/buccaneers-at-bengals-tickets/10-28-2018-cincinnati-ohio-paul-brown-stadium/nfl/4347041,FALSE,0.805,nfl,,2018-04-20T00:00:00,normal,4347041,FALSE,NA,332,99.31,NA,NA,680,39,39,FALSE,QRCODE,2018-08-24T21:53:39Z,Paul Brown Stadium,Cincinnati,0.86166537,OH,Paul Brown Stadium,0,US,TRUE,45202,8,America/New_York,https://seatgeek.com/venues/paul-brown-stadium/tickets,1 Paul Brown Stadium,"Cincinnati, OH",paul-brown-stadium,"Cincinnati, OH 45202",1124,-84.5177,39.0961,FALSE,QRCODE_TM,2015-10-09T16:14:37Z
FALSE,2018-04-20T00:47:37,0.901,2018-10-28T17:00:00,Seattle Seahawks at Detroit Lions,2018-10-28T21:00:00,Seahawks at Lions,2018-10-28T13:00:00,FALSE,https://seatgeek.com/seahawks-at-lions-tickets/10-28-2018-detroit-michigan-ford-field/nfl/4347026,FALSE,0.858,nfl,,2018-04-20T00:00:00,normal,4347026,FALSE,NA,786,163.89,NA,NA,443,71,72,FALSE,QRCODE,2018-08-24T21:53:39Z,Ford Field,Detroit,0.9029952,MI,Ford Field,0,US,TRUE,48226,9,America/Detroit,https://seatgeek.com/venues/ford-field/tickets,2000 Brush St.,"Detroit, MI",ford-field,"Detroit, MI 48226",346,-83.0459,42.34,FALSE,NONE,2015-11-04T17:31:52Z
FALSE,2018-04-20T00:47:45,0.88,2018-10-28T17:00:00,Baltimore Ravens at Carolina Panthers,2018-10-28T21:00:00,Ravens at Panthers,2018-10-28T13:00:00,FALSE,https://seatgeek.com/ravens-at-panthers-tickets/10-28-2018-charlotte-north-carolina-bank-of-america-stadium/nfl/4347070,FALSE,0.836,nfl,,2018-04-20T00:00:00,normal,4347070,FALSE,NA,840,230.24,NA,NA,374,87,87,FALSE,QRCODE,2018-08-24T21:53:39Z,Bank of America Stadium,Charlotte,0.8968222,NC,Bank of America Stadium,0,US,TRUE,28202,9,America/New_York,https://seatgeek.com/venues/bank-of-america-stadium/tickets,800 South Mint Street,"Charlotte, NC",bank-of-america-stadium,"Charlotte, NC 28202",1122,-80.8524,35.2243,FALSE,QRCODE_TM,2015-09-25T18:23:51Z
FALSE,2018-04-20T00:47:17,0.904,2018-10-28T17:00:00,Washington Redskins at New York Giants,2018-10-28T21:00:00,Redskins at Giants,2018-10-28T13:00:00,FALSE,https://seatgeek.com/redskins-at-giants-tickets/10-28-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346940,FALSE,0.853,nfl,,2018-04-20T00:00:00,normal,4346940,FALSE,NA,1369,313.71,NA,NA,407,127,133,FALSE,QRCODE,2018-08-24T21:53:39Z,MetLife Stadium,East Rutherford,0.94873494,NJ,MetLife Stadium,0,US,TRUE,07073,19,America/New_York,https://seatgeek.com/venues/metlife-stadium/tickets,1 MetLife Stadium Drive,"East Rutherford, NJ",metlife-stadium,"East Rutherford, NJ 07073",1587,-74.0737,40.8142,FALSE,QRCODE_TM,2015-09-12T14:14:07Z
FALSE,2018-04-20T00:47:27,0.893,2018-10-28T17:00:00,Denver Broncos at Kansas City Chiefs,2018-10-28T21:00:00,Broncos at Chiefs,2018-10-28T12:00:00,FALSE,https://seatgeek.com/broncos-at-chiefs-tickets/10-28-2018-kansas-city-missouri-arrowhead-stadium/nfl/4346981,FALSE,0.846,nfl,,2018-04-20T00:00:00,normal,4346981,FALSE,NA,701,191.96,NA,NA,978,81,81,FALSE,QRCODE,2018-08-24T21:53:39Z,Arrowhead Stadium,Kansas City,0.8827867,MO,Arrowhead Stadium,0,US,TRUE,64129,9,America/Chicago,https://seatgeek.com/venues/arrowhead-stadium/tickets,1 Arrowhead Drive,"Kansas City, MO",arrowhead-stadium,"Kansas City, MO 64129",1128,-94.4839,39.0489,FALSE,QRCODE_TM,2015-08-20T16:20:51Z
FALSE,2018-04-20T00:47:46,0.878,2018-10-28T17:00:00,Cleveland Browns at Pittsburgh Steelers,2018-10-28T21:00:00,Browns at Steelers,2018-10-28T13:00:00,FALSE,https://seatgeek.com/browns-at-steelers-tickets/10-28-2018-pittsburgh-pennsylvania-heinz-field/nfl/4347078,FALSE,0.837,nfl,,2018-04-20T00:00:00,normal,4347078,FALSE,NA,2436,282.4,NA,NA,414,119,119,FALSE,QRCODE,2018-08-24T21:53:39Z,Heinz Field,Pittsburgh,0.9033526,PA,Heinz Field,0,US,TRUE,15212,12,America/New_York,https://seatgeek.com/venues/heinz-field/tickets,100 Art Rooney Avenue,"Pittsburgh, PA",heinz-field,"Pittsburgh, PA 15212",1119,-80.0158,40.4468,FALSE,QRCODE_TM,2015-12-08T15:36:23Z
FALSE,2018-04-20T00:47:33,0.884,2018-10-28T17:00:00,New York Jets at Chicago Bears,2018-10-28T21:00:00,Jets at Bears,2018-10-28T12:00:00,FALSE,https://seatgeek.com/jets-at-bears-tickets/10-28-2018-chicago-illinois-soldier-field/nfl/4347007,FALSE,0.839,nfl,,2018-04-20T00:00:00,normal,4347007,FALSE,NA,1197,289.01,NA,NA,167,109,109,FALSE,QRCODE,2018-08-24T21:53:39Z,Soldier Field,Chicago,0.940013,IL,Soldier Field,0,US,TRUE,60605,12,America/Chicago,https://seatgeek.com/venues/soldier-field/tickets,1410 S. Museum Campus Drive,"Chicago, IL",soldier-field,"Chicago, IL 60605",31,-87.6159,41.8623,FALSE,NONE,2018-06-02T00:44:08Z
FALSE,2018-04-20T01:04:25,0.857,2018-10-28T20:05:00,Indianapolis Colts at Oakland Raiders,2018-10-29T00:05:00,Colts at Raiders,2018-10-28T13:05:00,FALSE,https://seatgeek.com/colts-at-raiders-tickets/10-28-2018-oakland-california-oakland-alameda-county-coliseum/nfl/4347153,FALSE,0.816,nfl,,2018-04-20T00:00:00,normal,4347153,FALSE,NA,708,195.01,NA,NA,535,85,88,FALSE,QRCODE,2018-08-24T21:53:39Z,Oakland-Alameda County Coliseum,Oakland,0.7817843,CA,Oakland-Alameda County Coliseum,0,US,TRUE,94621,26,America/Los_Angeles,https://seatgeek.com/venues/oakland-alameda-county-coliseum/tickets,7000 Coliseum Way,"Oakland, CA",oakland-alameda-county-coliseum,"Oakland, CA 94621",14,-122.201,37.7469,FALSE,PDF417,2015-06-24T00:00:00Z
FALSE,2018-04-20T00:47:14,0.939,2018-10-28T20:25:00,Green Bay Packers at Los Angeles Rams,2018-10-29T00:25:00,Packers at Rams,2018-10-28T13:25:00,FALSE,https://seatgeek.com/packers-at-rams-tickets/10-28-2018-los-angeles-california-los-angeles-memorial-coliseum-1/nfl/4346921,FALSE,0.881,nfl,,2018-04-20T00:00:00,normal,4346921,FALSE,NA,123659,866.25,NA,NA,479,250,250,FALSE,QRCODE,2018-08-24T21:53:39Z,Los Angeles Memorial Coliseum,Los Angeles,0.86898464,CA,Los Angeles Memorial Coliseum,0,US,TRUE,90037,12,America/Los_Angeles,https://seatgeek.com/venues/los-angeles-memorial-coliseum-1/tickets,3911 S Figueroa St,"Los Angeles, CA",los-angeles-memorial-coliseum-1,"Los Angeles, CA 90037",51012,-118.29,34.01,FALSE,QRCODE,2018-08-23T17:59:28Z
FALSE,2018-04-20T00:47:51,0.912,2018-10-28T20:25:00,San Francisco 49ers at Arizona Cardinals,2018-10-29T00:25:00,49ers at Cardinals,2018-10-28T13:25:00,FALSE,https://seatgeek.com/49ers-at-cardinals-tickets/10-28-2018-glendale-arizona-state-farm-stadium/nfl/4347101,FALSE,0.866,nfl,,2018-04-20T00:00:00,normal,4347101,FALSE,NA,420,164.91,NA,NA,146,47,47,FALSE,QRCODE,2018-08-24T21:53:39Z,State Farm Stadium,Glendale,0.93402725,AZ,State Farm Stadium,0,US,TRUE,85305,10,America/Phoenix,https://seatgeek.com/venues/state-farm-stadium/tickets,1 Cardinals Drive,"Glendale, AZ",state-farm-stadium,"Glendale, AZ 85305",43,-112.262,33.5294,FALSE,NONE,2015-12-21T17:26:05Z
